PTRt-12,PTRt-11,PTRt-10,PTRt-9,PTRt-8,PTRt-7,PTRt-6,PTRt-5,PTRt-4,PTRt-3,PTRt-2,PTRt-1
7.77,10.51,8.01,8.87,9.15,8.42,13.43,7.84,10.68,8.19,8.76,9.18
10.51,8.01,8.87,9.15,8.42,13.43,7.84,10.68,8.19,8.76,9.18,8.98
8.01,8.87,9.15,8.42,13.43,7.84,10.68,8.19,8.76,9.18,8.98,13.46
8.87,9.15,8.42,13.43,7.84,10.68,8.19,8.76,9.18,8.98,13.46,7.86
9.15,8.42,13.43,7.84,10.68,8.19,8.76,9.18,8.98,13.46,7.86,10.79
8.42,13.43,7.84,10.68,8.19,8.76,9.18,8.98,13.46,7.86,10.79,8.19
13.43,7.84,10.68,8.19,8.76,9.18,8.98,13.46,7.86,10.79,8.19,8.48
7.84,10.68,8.19,8.76,9.18,8.98,13.46,7.86,10.79,8.19,8.48,9.0
10.68,8.19,8.76,9.18,8.98,13.46,7.86,10.79,8.19,8.48,9.0,9.65
8.19,8.76,9.18,8.98,13.46,7.86,10.79,8.19,8.48,9.0,9.65,13.54
8.76,9.18,8.98,13.46,7.86,10.79,8.19,8.48,9.0,9.65,13.54,8.12
9.18,8.98,13.46,7.86,10.79,8.19,8.48,9.0,9.65,13.54,8.12,10.77
8.98,13.46,7.86,10.79,8.19,8.48,9.0,9.65,13.54,8.12,10.77,8.09
13.46,7.86,10.79,8.19,8.48,9.0,9.65,13.54,8.12,10.77,8.09,7.79
7.86,10.79,8.19,8.48,9.0,9.65,13.54,8.12,10.77,8.09,7.79,8.81
10.79,8.19,8.48,9.0,9.65,13.54,8.12,10.77,8.09,7.79,8.81,9.83
8.19,8.48,9.0,9.65,13.54,8.12,10.77,8.09,7.79,8.81,9.83,13.51
8.48,9.0,9.65,13.54,8.12,10.77,8.09,7.79,8.81,9.83,13.51,8.15
9.0,9.65,13.54,8.12,10.77,8.09,7.79,8.81,9.83,13.51,8.15,10.72
9.65,13.54,8.12,10.77,8.09,7.79,8.81,9.83,13.51,8.15,10.72,8.07
13.54,8.12,10.77,8.09,7.79,8.81,9.83,13.51,8.15,10.72,8.07,7.54
8.12,10.77,8.09,7.79,8.81,9.83,13.51,8.15,10.72,8.07,7.54,8.47
10.77,8.09,7.79,8.81,9.83,13.51,8.15,10.72,8.07,7.54,8.47,9.55
8.09,7.79,8.81,9.83,13.51,8.15,10.72,8.07,7.54,8.47,9.55,13.6
7.79,8.81,9.83,13.51,8.15,10.72,8.07,7.54,8.47,9.55,13.6,8.07
8.81,9.83,13.51,8.15,10.72,8.07,7.54,8.47,9.55,13.6,8.07,10.66
9.83,13.51,8.15,10.72,8.07,7.54,8.47,9.55,13.6,8.07,10.66,7.99
13.51,8.15,10.72,8.07,7.54,8.47,9.55,13.6,8.07,10.66,7.99,7.36
8.15,10.72,8.07,7.54,8.47,9.55,13.6,8.07,10.66,7.99,7.36,8.22
10.72,8.07,7.54,8.47,9.55,13.6,8.07,10.66,7.99,7.36,8.22,9.48
8.07,7.54,8.47,9.55,13.6,8.07,10.66,7.99,7.36,8.22,9.48,13.32
7.54,8.47,9.55,13.6,8.07,10.66,7.99,7.36,8.22,9.48,13.32,7.83
8.47,9.55,13.6,8.07,10.66,7.99,7.36,8.22,9.48,13.32,7.83,10.39
9.55,13.6,8.07,10.66,7.99,7.36,8.22,9.48,13.32,7.83,10.39,7.78
13.6,8.07,10.66,7.99,7.36,8.22,9.48,13.32,7.83,10.39,7.78,7.64
8.07,10.66,7.99,7.36,8.22,9.48,13.32,7.83,10.39,7.78,7.64,7.58
10.66,7.99,7.36,8.22,9.48,13.32,7.83,10.39,7.78,7.64,7.58,9.49
7.99,7.36,8.22,9.48,13.32,7.83,10.39,7.78,7.64,7.58,9.49,13.23
7.36,8.22,9.48,13.32,7.83,10.39,7.78,7.64,7.58,9.49,13.23,7.68
8.22,9.48,13.32,7.83,10.39,7.78,7.64,7.58,9.49,13.23,7.68,10.24
9.48,13.32,7.83,10.39,7.78,7.64,7.58,9.49,13.23,7.68,10.24,7.44
13.32,7.83,10.39,7.78,7.64,7.58,9.49,13.23,7.68,10.24,7.44,7.63
7.83,10.39,7.78,7.64,7.58,9.49,13.23,7.68,10.24,7.44,7.63,7.35
10.39,7.78,7.64,7.58,9.49,13.23,7.68,10.24,7.44,7.63,7.35,10.11
7.78,7.64,7.58,9.49,13.23,7.68,10.24,7.44,7.63,7.35,10.11,13.19
7.64,7.58,9.49,13.23,7.68,10.24,7.44,7.63,7.35,10.11,13.19,7.64
7.58,9.49,13.23,7.68,10.24,7.44,7.63,7.35,10.11,13.19,7.64,10.15
9.49,13.23,7.68,10.24,7.44,7.63,7.35,10.11,13.19,7.64,10.15,7.16
13.23,7.68,10.24,7.44,7.63,7.35,10.11,13.19,7.64,10.15,7.16,7.76
7.68,10.24,7.44,7.63,7.35,10.11,13.19,7.64,10.15,7.16,7.76,7.21
10.24,7.44,7.63,7.35,10.11,13.19,7.64,10.15,7.16,7.76,7.21,9.57
7.44,7.63,7.35,10.11,13.19,7.64,10.15,7.16,7.76,7.21,9.57,13.19
7.63,7.35,10.11,13.19,7.64,10.15,7.16,7.76,7.21,9.57,13.19,7.68
7.35,10.11,13.19,7.64,10.15,7.16,7.76,7.21,9.57,13.19,7.68,10.05
10.11,13.19,7.64,10.15,7.16,7.76,7.21,9.57,13.19,7.68,10.05,7.15
13.19,7.64,10.15,7.16,7.76,7.21,9.57,13.19,7.68,10.05,7.15,7.82
7.64,10.15,7.16,7.76,7.21,9.57,13.19,7.68,10.05,7.15,7.82,7.14
10.15,7.16,7.76,7.21,9.57,13.19,7.68,10.05,7.15,7.82,7.14,8.2
7.16,7.76,7.21,9.57,13.19,7.68,10.05,7.15,7.82,7.14,8.2,13.25
7.76,7.21,9.57,13.19,7.68,10.05,7.15,7.82,7.14,8.2,13.25,7.72
7.21,9.57,13.19,7.68,10.05,7.15,7.82,7.14,8.2,13.25,7.72,10.04
9.57,13.19,7.68,10.05,7.15,7.82,7.14,8.2,13.25,7.72,10.04,7.13
13.19,7.68,10.05,7.15,7.82,7.14,8.2,13.25,7.72,10.04,7.13,7.86
7.68,10.05,7.15,7.82,7.14,8.2,13.25,7.72,10.04,7.13,7.86,7.27
10.05,7.15,7.82,7.14,8.2,13.25,7.72,10.04,7.13,7.86,7.27,7.87
7.15,7.82,7.14,8.2,13.25,7.72,10.04,7.13,7.86,7.27,7.87,13.34
7.82,7.14,8.2,13.25,7.72,10.04,7.13,7.86,7.27,7.87,13.34,7.73
7.14,8.2,13.25,7.72,10.04,7.13,7.86,7.27,7.87,13.34,7.73,10.08
8.2,13.25,7.72,10.04,7.13,7.86,7.27,7.87,13.34,7.73,10.08,7.35
13.25,7.72,10.04,7.13,7.86,7.27,7.87,13.34,7.73,10.08,7.35,7.83
7.72,10.04,7.13,7.86,7.27,7.87,13.34,7.73,10.08,7.35,7.83,7.31
10.04,7.13,7.86,7.27,7.87,13.34,7.73,10.08,7.35,7.83,7.31,7.6
7.13,7.86,7.27,7.87,13.34,7.73,10.08,7.35,7.83,7.31,7.6,13.26
7.86,7.27,7.87,13.34,7.73,10.08,7.35,7.83,7.31,7.6,13.26,7.68
7.27,7.87,13.34,7.73,10.08,7.35,7.83,7.31,7.6,13.26,7.68,10.04
7.87,13.34,7.73,10.08,7.35,7.83,7.31,7.6,13.26,7.68,10.04,7.42
13.34,7.73,10.08,7.35,7.83,7.31,7.6,13.26,7.68,10.04,7.42,7.86
7.73,10.08,7.35,7.83,7.31,7.6,13.26,7.68,10.04,7.42,7.86,7.24
10.08,7.35,7.83,7.31,7.6,13.26,7.68,10.04,7.42,7.86,7.24,7.72
7.35,7.83,7.31,7.6,13.26,7.68,10.04,7.42,7.86,7.24,7.72,13.23
7.83,7.31,7.6,13.26,7.68,10.04,7.42,7.86,7.24,7.72,13.23,7.73
7.31,7.6,13.26,7.68,10.04,7.42,7.86,7.24,7.72,13.23,7.73,10.07
7.6,13.26,7.68,10.04,7.42,7.86,7.24,7.72,13.23,7.73,10.07,7.47
13.26,7.68,10.04,7.42,7.86,7.24,7.72,13.23,7.73,10.07,7.47,7.69
7.68,10.04,7.42,7.86,7.24,7.72,13.23,7.73,10.07,7.47,7.69,7.38
10.04,7.42,7.86,7.24,7.72,13.23,7.73,10.07,7.47,7.69,7.38,7.46
7.42,7.86,7.24,7.72,13.23,7.73,10.07,7.47,7.69,7.38,7.46,13.25
7.86,7.24,7.72,13.23,7.73,10.07,7.47,7.69,7.38,7.46,13.25,7.76
7.24,7.72,13.23,7.73,10.07,7.47,7.69,7.38,7.46,13.25,7.76,10.16
7.72,13.23,7.73,10.07,7.47,7.69,7.38,7.46,13.25,7.76,10.16,7.52
13.23,7.73,10.07,7.47,7.69,7.38,7.46,13.25,7.76,10.16,7.52,7.59
7.73,10.07,7.47,7.69,7.38,7.46,13.25,7.76,10.16,7.52,7.59,7.23
10.07,7.47,7.69,7.38,7.46,13.25,7.76,10.16,7.52,7.59,7.23,8.09
7.47,7.69,7.38,7.46,13.25,7.76,10.16,7.52,7.59,7.23,8.09,13.13
7.69,7.38,7.46,13.25,7.76,10.16,7.52,7.59,7.23,8.09,13.13,7.71
7.38,7.46,13.25,7.76,10.16,7.52,7.59,7.23,8.09,13.13,7.71,10.18
7.46,13.25,7.76,10.16,7.52,7.59,7.23,8.09,13.13,7.71,10.18,7.6
13.25,7.76,10.16,7.52,7.59,7.23,8.09,13.13,7.71,10.18,7.6,7.44
7.76,10.16,7.52,7.59,7.23,8.09,13.13,7.71,10.18,7.6,7.44,7.06
10.16,7.52,7.59,7.23,8.09,13.13,7.71,10.18,7.6,7.44,7.06,8.82
7.52,7.59,7.23,8.09,13.13,7.71,10.18,7.6,7.44,7.06,8.82,12.99
7.59,7.23,8.09,13.13,7.71,10.18,7.6,7.44,7.06,8.82,12.99,7.61
7.23,8.09,13.13,7.71,10.18,7.6,7.44,7.06,8.82,12.99,7.61,10.07
8.09,13.13,7.71,10.18,7.6,7.44,7.06,8.82,12.99,7.61,10.07,7.46
13.13,7.71,10.18,7.6,7.44,7.06,8.82,12.99,7.61,10.07,7.46,7.31
7.71,10.18,7.6,7.44,7.06,8.82,12.99,7.61,10.07,7.46,7.31,7.12
10.18,7.6,7.44,7.06,8.82,12.99,7.61,10.07,7.46,7.31,7.12,9.43
7.6,7.44,7.06,8.82,12.99,7.61,10.07,7.46,7.31,7.12,9.43,12.91
7.44,7.06,8.82,12.99,7.61,10.07,7.46,7.31,7.12,9.43,12.91,7.57
7.06,8.82,12.99,7.61,10.07,7.46,7.31,7.12,9.43,12.91,7.57,9.93
8.82,12.99,7.61,10.07,7.46,7.31,7.12,9.43,12.91,7.57,9.93,7.4
12.99,7.61,10.07,7.46,7.31,7.12,9.43,12.91,7.57,9.93,7.4,7.17
7.61,10.07,7.46,7.31,7.12,9.43,12.91,7.57,9.93,7.4,7.17,7.02
10.07,7.46,7.31,7.12,9.43,12.91,7.57,9.93,7.4,7.17,7.02,8.35
7.46,7.31,7.12,9.43,12.91,7.57,9.93,7.4,7.17,7.02,8.35,12.74
7.31,7.12,9.43,12.91,7.57,9.93,7.4,7.17,7.02,8.35,12.74,7.62
7.12,9.43,12.91,7.57,9.93,7.4,7.17,7.02,8.35,12.74,7.62,9.74
9.43,12.91,7.57,9.93,7.4,7.17,7.02,8.35,12.74,7.62,9.74,7.42
12.91,7.57,9.93,7.4,7.17,7.02,8.35,12.74,7.62,9.74,7.42,7.27
7.57,9.93,7.4,7.17,7.02,8.35,12.74,7.62,9.74,7.42,7.27,6.97
9.93,7.4,7.17,7.02,8.35,12.74,7.62,9.74,7.42,7.27,6.97,7.95
7.4,7.17,7.02,8.35,12.74,7.62,9.74,7.42,7.27,6.97,7.95,12.64
7.17,7.02,8.35,12.74,7.62,9.74,7.42,7.27,6.97,7.95,12.64,7.68
7.02,8.35,12.74,7.62,9.74,7.42,7.27,6.97,7.95,12.64,7.68,9.74
8.35,12.74,7.62,9.74,7.42,7.27,6.97,7.95,12.64,7.68,9.74,7.33
12.74,7.62,9.74,7.42,7.27,6.97,7.95,12.64,7.68,9.74,7.33,7.38
7.62,9.74,7.42,7.27,6.97,7.95,12.64,7.68,9.74,7.33,7.38,7.25
9.74,7.42,7.27,6.97,7.95,12.64,7.68,9.74,7.33,7.38,7.25,7.83
7.42,7.27,6.97,7.95,12.64,7.68,9.74,7.33,7.38,7.25,7.83,12.69
7.27,6.97,7.95,12.64,7.68,9.74,7.33,7.38,7.25,7.83,12.69,7.77
6.97,7.95,12.64,7.68,9.74,7.33,7.38,7.25,7.83,12.69,7.77,9.83
7.95,12.64,7.68,9.74,7.33,7.38,7.25,7.83,12.69,7.77,9.83,7.33
12.64,7.68,9.74,7.33,7.38,7.25,7.83,12.69,7.77,9.83,7.33,7.65
7.68,9.74,7.33,7.38,7.25,7.83,12.69,7.77,9.83,7.33,7.65,7.57
9.74,7.33,7.38,7.25,7.83,12.69,7.77,9.83,7.33,7.65,7.57,7.78
7.33,7.38,7.25,7.83,12.69,7.77,9.83,7.33,7.65,7.57,7.78,12.74
7.38,7.25,7.83,12.69,7.77,9.83,7.33,7.65,7.57,7.78,12.74,7.87
7.25,7.83,12.69,7.77,9.83,7.33,7.65,7.57,7.78,12.74,7.87,9.97
7.83,12.69,7.77,9.83,7.33,7.65,7.57,7.78,12.74,7.87,9.97,7.3
12.69,7.77,9.83,7.33,7.65,7.57,7.78,12.74,7.87,9.97,7.3,7.79
7.77,9.83,7.33,7.65,7.57,7.78,12.74,7.87,9.97,7.3,7.79,7.38
9.83,7.33,7.65,7.57,7.78,12.74,7.87,9.97,7.3,7.79,7.38,7.89
7.33,7.65,7.57,7.78,12.74,7.87,9.97,7.3,7.79,7.38,7.89,12.83
7.65,7.57,7.78,12.74,7.87,9.97,7.3,7.79,7.38,7.89,12.83,7.89
7.57,7.78,12.74,7.87,9.97,7.3,7.79,7.38,7.89,12.83,7.89,10.11
7.78,12.74,7.87,9.97,7.3,7.79,7.38,7.89,12.83,7.89,10.11,7.25
12.74,7.87,9.97,7.3,7.79,7.38,7.89,12.83,7.89,10.11,7.25,7.79
7.87,9.97,7.3,7.79,7.38,7.89,12.83,7.89,10.11,7.25,7.79,7.34
9.97,7.3,7.79,7.38,7.89,12.83,7.89,10.11,7.25,7.79,7.34,7.86
7.3,7.79,7.38,7.89,12.83,7.89,10.11,7.25,7.79,7.34,7.86,12.95
7.79,7.38,7.89,12.83,7.89,10.11,7.25,7.79,7.34,7.86,12.95,7.97
7.38,7.89,12.83,7.89,10.11,7.25,7.79,7.34,7.86,12.95,7.97,10.33
7.89,12.83,7.89,10.11,7.25,7.79,7.34,7.86,12.95,7.97,10.33,7.64
12.83,7.89,10.11,7.25,7.79,7.34,7.86,12.95,7.97,10.33,7.64,7.77
7.89,10.11,7.25,7.79,7.34,7.86,12.95,7.97,10.33,7.64,7.77,7.51
10.11,7.25,7.79,7.34,7.86,12.95,7.97,10.33,7.64,7.77,7.51,7.96
7.25,7.79,7.34,7.86,12.95,7.97,10.33,7.64,7.77,7.51,7.96,12.92
7.79,7.34,7.86,12.95,7.97,10.33,7.64,7.77,7.51,7.96,12.92,7.9
7.34,7.86,12.95,7.97,10.33,7.64,7.77,7.51,7.96,12.92,7.9,10.24
7.86,12.95,7.97,10.33,7.64,7.77,7.51,7.96,12.92,7.9,10.24,7.58
12.95,7.97,10.33,7.64,7.77,7.51,7.96,12.92,7.9,10.24,7.58,7.21
7.97,10.33,7.64,7.77,7.51,7.96,12.92,7.9,10.24,7.58,7.21,7.35
10.33,7.64,7.77,7.51,7.96,12.92,7.9,10.24,7.58,7.21,7.35,8.11
7.64,7.77,7.51,7.96,12.92,7.9,10.24,7.58,7.21,7.35,8.11,12.82
7.77,7.51,7.96,12.92,7.9,10.24,7.58,7.21,7.35,8.11,12.82,7.85
7.51,7.96,12.92,7.9,10.24,7.58,7.21,7.35,8.11,12.82,7.85,10.27
7.96,12.92,7.9,10.24,7.58,7.21,7.35,8.11,12.82,7.85,10.27,7.49
12.92,7.9,10.24,7.58,7.21,7.35,8.11,12.82,7.85,10.27,7.49,7.33
7.9,10.24,7.58,7.21,7.35,8.11,12.82,7.85,10.27,7.49,7.33,7.13
10.24,7.58,7.21,7.35,8.11,12.82,7.85,10.27,7.49,7.33,7.13,7.61
7.58,7.21,7.35,8.11,12.82,7.85,10.27,7.49,7.33,7.13,7.61,12.84
7.21,7.35,8.11,12.82,7.85,10.27,7.49,7.33,7.13,7.61,12.84,7.79
7.35,8.11,12.82,7.85,10.27,7.49,7.33,7.13,7.61,12.84,7.79,10.26
8.11,12.82,7.85,10.27,7.49,7.33,7.13,7.61,12.84,7.79,10.26,7.46
12.82,7.85,10.27,7.49,7.33,7.13,7.61,12.84,7.79,10.26,7.46,7.32
7.85,10.27,7.49,7.33,7.13,7.61,12.84,7.79,10.26,7.46,7.32,6.91
10.27,7.49,7.33,7.13,7.61,12.84,7.79,10.26,7.46,7.32,6.91,7.64
7.49,7.33,7.13,7.61,12.84,7.79,10.26,7.46,7.32,6.91,7.64,12.89
7.33,7.13,7.61,12.84,7.79,10.26,7.46,7.32,6.91,7.64,12.89,7.71
7.13,7.61,12.84,7.79,10.26,7.46,7.32,6.91,7.64,12.89,7.71,10.21
7.61,12.84,7.79,10.26,7.46,7.32,6.91,7.64,12.89,7.71,10.21,7.46
12.84,7.79,10.26,7.46,7.32,6.91,7.64,12.89,7.71,10.21,7.46,7.43
7.79,10.26,7.46,7.32,6.91,7.64,12.89,7.71,10.21,7.46,7.43,6.83
10.26,7.46,7.32,6.91,7.64,12.89,7.71,10.21,7.46,7.43,6.83,7.57
7.46,7.32,6.91,7.64,12.89,7.71,10.21,7.46,7.43,6.83,7.57,12.69
7.32,6.91,7.64,12.89,7.71,10.21,7.46,7.43,6.83,7.57,12.69,7.6
6.91,7.64,12.89,7.71,10.21,7.46,7.43,6.83,7.57,12.69,7.6,10.32
7.64,12.89,7.71,10.21,7.46,7.43,6.83,7.57,12.69,7.6,10.32,7.48
12.89,7.71,10.21,7.46,7.43,6.83,7.57,12.69,7.6,10.32,7.48,7.37
7.71,10.21,7.46,7.43,6.83,7.57,12.69,7.6,10.32,7.48,7.37,6.72
10.21,7.46,7.43,6.83,7.57,12.69,7.6,10.32,7.48,7.37,6.72,7.71
7.46,7.43,6.83,7.57,12.69,7.6,10.32,7.48,7.37,6.72,7.71,12.65
7.43,6.83,7.57,12.69,7.6,10.32,7.48,7.37,6.72,7.71,12.65,7.55
6.83,7.57,12.69,7.6,10.32,7.48,7.37,6.72,7.71,12.65,7.55,10.27
7.57,12.69,7.6,10.32,7.48,7.37,6.72,7.71,12.65,7.55,10.27,7.45
12.69,7.6,10.32,7.48,7.37,6.72,7.71,12.65,7.55,10.27,7.45,7.43
7.6,10.32,7.48,7.37,6.72,7.71,12.65,7.55,10.27,7.45,7.43,6.67
10.32,7.48,7.37,6.72,7.71,12.65,7.55,10.27,7.45,7.43,6.67,7.69
7.48,7.37,6.72,7.71,12.65,7.55,10.27,7.45,7.43,6.67,7.69,12.65
7.37,6.72,7.71,12.65,7.55,10.27,7.45,7.43,6.67,7.69,12.65,7.51
6.72,7.71,12.65,7.55,10.27,7.45,7.43,6.67,7.69,12.65,7.51,10.24
7.71,12.65,7.55,10.27,7.45,7.43,6.67,7.69,12.65,7.51,10.24,7.42
12.65,7.55,10.27,7.45,7.43,6.67,7.69,12.65,7.51,10.24,7.42,7.41
7.55,10.27,7.45,7.43,6.67,7.69,12.65,7.51,10.24,7.42,7.41,6.72
