DT,MLP,MPC,SFL,SFG,IV,DV,TNV,BSI,PTR,MHI,MSP
2013-04-28,143.5279667,3.22684737,39.44,60.56,43.87,40.34,5.9732,5.236294896,11.87,1.663113006,139.1717
2013-05-05,216.1120169,3.134796238,24.18,75.82,80.31,11.61,6.4588,0.680529301,14.05,8.933901919,216.9433
2013-05-10,263.7962963,3.818181818,27.00379129,71.59763093,50.67,32.69,6.8536,2.854442344,16.08,3.304904051,222.5326
2013-05-15,139.6207585,4.055314136,25.22137139,72.61923199,31.57,54.49,5.569161126,6.29489603,10.35,4.711053915,124.3837215
2013-05-18,162.6670553,6.257822278,22.88279838,76.13934231,32.33,54.77,5.48,6.170468952,13.87,0.490405117,116.0616
2013-05-20,143.3018344,3.090909091,22.38,77.62,37.8,43.6,5.3789,1.415793325,11.48,3.176972281,133.5544
2013-05-25,526.4741276,5.738460499,29.78389171,75.22650669,38.63,52.02,5.559022076,4.480151229,14.41,7.292110874,168.3707386
2013-05-28,145.3076923,3.227888961,35.71,64.29,53.34,31.61,6.0038,5.236294896,12.03,1.663113006,143.3832
2013-06-05,218.0239736,3.229278794,20.81,79.19,83.27,9.67,6.4591,0.680529301,14.07,8.933901919,227.4903
2013-06-10,265.5266889,3.793103448,21.9762722,70.24529131,52.74,30.47,6.7816,2.854442344,15.45,3.304904051,224.9573
2013-06-15,139.4927536,4.170141785,27.29264366,70.86889051,32.53,53.12,5.681937775,6.29489603,10.24,2.519269664,162.2552023
2013-06-18,164.3640351,5.355048041,29.43638922,71.45685005,33.3,53.72,5.4956,1.385245424,12.99,0.490405117,121.1579
2013-06-20,143.1556949,3.104813503,19.8,80.2,42.52,38.13,5.2815,3.701586229,11.57,3.176972281,136.2671
2013-06-25,527.3553888,4.545204378,31.79426293,72.39107823,35.57,55.02,6.738973188,4.480151229,13.58,7.292110874,216.4426328
2013-06-28,146.7329545,3.125126181,34.22,65.78,60.63,25.76,6.0362,5.236294896,12.12,1.663113006,147.74
2013-07-05,215.7202606,3.227888961,20.47,79.53,85.76,8.23,6.5793,0.680529301,14.15,8.933901919,230.3851
2013-07-10,268.1077694,3.795883362,33.27959862,70.64755491,58.55,25.97,6.8201,2.854442344,15.51,3.304904051,225.6926
2013-07-15,139.0498296,4.173110048,37.97487809,79.43124565,35.06,48.03,6.691734384,6.29489603,10.13,8.561387779,172.5031012
2013-07-18,169.1794189,5.416881153,25.4168788,72.7213637,36.24,50.13,5.5697,2.590873217,12.04,0.490405117,129.855
2013-07-20,142.971246,3.193373721,19.03,80.97,48,33.27,5.3632,3.054900203,11.73,3.176972281,140.0987
2013-07-25,503.7715517,4.107400017,35.26255762,71.94260401,38.54,52.03,6.314210733,4.480151229,14.82,7.292110874,166.5824437
2013-07-28,146.1069525,3.572704537,38.66,61.34,70.34,18.63,6.0807,5.236294896,12.19,1.663113006,149.0373
2013-08-05,212.3918175,3.227888961,21.12,78.88,87.73,7.1,6.6293,0.680529301,14.18,8.933901919,230.8164
2013-08-10,268.2100508,3.664484147,18.10663746,64.7065289,63.06,23.07,6.7321,2.854442344,15.69,3.304904051,224.295
2013-08-15,138.6130952,4.183862453,29.4243081,75.30913051,41.78,41.68,6.040718682,6.29489603,9.96,4.184169485,166.3515807
2013-08-18,166.1923734,5.714285714,29.71111609,79.57460087,39.62,45.61,5.574,4.64721963,11.63,0.490405117,132.1447
2013-08-20,142.1871423,3.204272363,17.96,82.04,54.71,28.46,5.3806,0.721914929,11.75,3.176972281,141.9287
2013-08-25,493.0931961,4.009814666,19.42288598,70.49707672,39.82,50.92,6.122560793,4.480151229,14.25,7.292110874,181.6947659
2013-08-28,145.8348276,3.484998426,37.05,62.95,75.03,15.56,6.136,5.236294896,12.22,1.663113006,151.8804
2013-09-05,214.4298389,3.196176905,22.32,77.68,89.19,6.33,6.6962,0.680529301,14.35,8.933901919,225.5027
2013-09-10,269.6560367,3.584229391,23.95223621,76.71288332,68.79,19.17,6.8047,2.854442344,16.32,3.304904051,227.9447
2013-09-15,137.5676022,4.366812227,24.70123521,75.66394907,46.91,38.27,6.279991791,6.29489603,10.12,1.762679269,167.8771494
2013-09-18,164.9547175,5.439189189,34.72263594,74.04763957,41.21,45.53,5.6336,5.742982624,11.58,0.490405117,136.8085
2013-09-20,141.4027149,3.053013289,22.99,77.01,60.6,24.57,5.4163,3.656105809,11.92,3.176972281,139.401
2013-09-25,493.3333333,4.472764957,34.02133939,75.95882282,37.43,52.57,6.687509589,4.480151229,14.89,7.292110874,220.4829667
2013-09-28,146.0063898,3.379213527,35.08,64.92,75.75,15,6.1857,5.236294896,12.08,1.663113006,148.7966
2013-10-05,215.0297619,3.13528774,21.47,78.53,90.14,5.79,6.8177,0.680529301,14.45,8.933901919,221.8626
2013-10-10,269.0104167,3.717472119,27.36549586,69.79140115,73.69,15.98,6.8934,2.854442344,17.27,3.304904051,227.9463
2013-10-15,134.9798747,4.004008016,26.91128696,79.82124341,52.4,33.4,5.2562,6.29489603,10.25,5.187844371,118.2905
2013-10-18,163.6795021,5.459226661,22.56034689,71.95241959,43.7,42.77,5.6262,3.106131173,11.45,0.490405117,137.4789
2013-10-20,139.7755035,3.126954346,18.91,81.09,67.75,19.71,5.4841,3.817547325,12.04,3.176972281,137.6904
2013-10-25,515.625,5.088842322,30.21924316,69.51596952,41.51,48.44,6.4388,4.480151229,15.19,7.292110874,381.9228
2013-10-28,144.8467967,3.448870597,31.4,68.6,78.74,13.2,6.0255,5.236294896,12.07,1.663113006,143.0397
2013-11-05,213.0434783,3.253424658,21.23,78.77,90.83,5.36,6.7355,0.680529301,14.56,8.933901919,218.6832
2013-11-10,270.1878827,3.511142722,27.0703493,71.42854215,74.71,15.41,6.8086,2.854442344,17.94,3.304904051,226.3351
2013-11-15,133.6084906,4.8672303,23.93437813,75.30344454,56.22,30.49,5.2605,6.29489603,10.29,6.84608846,116.6615
2013-11-18,162.2420482,5.257142857,23.7312113,73.73533849,47.04,40.17,5.5463,3.285582837,11.7,0.490405117,130.7675
2013-11-20,138.2488479,3.333333333,23.01,76.99,70.4,18.09,5.4515,0.75496375,12.22,3.176972281,133.788
2013-11-25,516.9516053,5.246676738,26.59513796,75.90854829,45.45,45.62,6.35,4.480151229,14.7,7.292110874,353.0942
2013-11-28,143.6875,3.571428571,33.01,66.99,81.81,11.37,6.0266,5.236294896,12.23,1.663113006,142.594
2013-12-05,209.6938776,3.472222222,20.57,79.43,91.46,4.98,6.6786,0.680529301,14.77,8.933901919,219.082
2013-12-10,269.6103896,3.584229391,27.78261904,74.62107742,75.84,14.97,6.4985,2.854442344,18.35,3.304904051,221.0858
2013-12-15,130.3623188,4.893515195,30.58230947,71.42709712,57.74,28.9,5.2061,6.29489603,10.55,8.783299145,123.5126
2013-12-18,162.7604167,5.555555556,25.10777591,78.15776073,49.36,38.56,5.4554,2.354090117,11.87,0.490405117,122.2799
2013-12-20,138.202765,3.806662041,19.5,80.5,72.32,16.95,5.4298,4.334601298,12.31,3.176972281,131.0564
2013-12-25,520.8333333,3.611517777,27.87039663,72.48379047,51.86,39.25,5.429,4.480151229,15.82,7.292110874,360.2014
2013-12-28,141.9533972,4.354066986,32.62,67.38,84.08,10,5.9857,5.236294896,12.4,1.663113006,142.0295
2014-01-05,210.1962086,3.226587099,18.91,81.09,91.93,4.76,6.6274,0.680529301,14.84,8.933901919,218.2659
2014-01-10,269.1511387,3.691308252,20.62667202,79.8040391,78.21,13.63,6.3978,2.854442344,18.55,3.304904051,221.4418
2014-01-15,132.6832151,5.714285714,33.01416293,67.77244799,60.57,26.89,5.2784,6.29489603,10.58,2.447968306,117.1043
2014-01-18,162.7604167,5.520938018,19.79588181,66.94705874,50.09,38.35,5.5349,1.663979515,12.42,0.490405117,123.1843
2014-01-20,137.1284865,3.584229391,25.15,74.85,72,17.45,5.4119,4.831756347,12.54,3.176972281,129.8105
2014-01-25,529.5339179,5.530819712,25.41579659,65.08320177,51.77,39.49,5.5098,4.480151229,15.3,7.292110874,349.6296
2014-01-28,140.8753709,4.109589041,35.11,64.89,83.98,10.25,5.9544,5.236294896,12.55,1.663113006,141.6468
2014-02-05,218.9485214,3.130875292,22.07,77.93,92.21,4.59,6.5092,0.680529301,14.92,8.933901919,213.0914
2014-02-10,272.8908189,3.51000351,23.38976619,76.5112046,77.44,14.25,6.2677,2.854442344,18.09,3.304904051,222.5208
2014-02-15,136.1386139,3.669724771,24.30692518,75.45749986,67.3,21.87,5.2376,6.29489603,10.78,0.857876681,112.594
2014-02-18,163.0434783,5.916800272,24.52082904,77.3837789,52.31,36.4,5.4306,1.431365512,12.32,0.490405117,125.0655
2014-02-20,138.8305054,3.449465743,21.59,78.41,73.58,16.36,5.3108,2.795340856,12.56,3.176972281,130.4667
2014-02-25,521.375445,5.685617412,22.27941912,75.7021152,53.31,37.55,5.3967,4.480151229,15.76,7.292110874,355.6871
2014-02-28,144.2887964,3.689207799,25,75,84.35,10.15,5.8532,5.236294896,12.78,1.663113006,141.3889
2014-03-05,223.534202,3.085454545,24.61,75.39,91.36,5.02,6.3449,0.680529301,15.01,8.933901919,214.41
2014-03-10,274.122807,3.334444815,25.08640475,66.64678079,77.47,14.2,6.0389,2.854442344,17.81,3.304904051,222.4125
2014-03-15,137.0128784,4.026666667,31.67105674,71.6533915,72.95,18.14,5.0606,6.29489603,10.72,4.607079459,117.3641
2014-03-18,163.0561854,4.558472554,26.77898982,69.15895615,53.95,34.73,5.282,4.964514641,12.46,0.490405117,124.6514
2014-03-20,139.9896266,2.912621359,22.47,77.53,74.17,15.91,5.1369,1.400462995,12.64,3.176972281,130.1398
2014-03-25,553.5714286,3.152224723,29.94470335,74.60443804,55,36.28,5.2054,4.480151229,16.37,7.292110874,360.2911
2014-03-28,144.141318,3.290322581,34.62,65.38,82.47,11.36,5.7008,5.236294896,12.94,1.663113006,141.4777
2014-04-05,227.7868186,3.076923077,21.17,78.83,91.74,4.58,6.1578,0.680529301,14.99,8.933901919,220.5073
2014-04-10,271.3009213,3.150152039,23.52115123,66.23673983,78.22,13.38,5.8124,2.854442344,17.49,3.304904051,224.8306
2014-04-15,138.2327209,3.158559697,37.25707124,76.16260539,73.23,17.41,4.9545,6.29489603,10.68,1.292410608,123.7558
2014-04-18,163.0797306,4.906440183,23.76612255,62.23188289,58.21,31.47,5.0711,1.267111949,12.88,0.490405117,130.3892
2014-04-20,142.3734694,2.942907593,21.95,78.05,75.43,14.37,4.9927,2.086968827,12.88,3.176972281,130.9386
2014-04-25,553.9264131,3.379099914,27.85418965,64.05810924,64.95,27.04,5.132,4.480151229,18.94,7.292110874,408.6316
2014-04-28,146.8464276,3.056597874,40,60,82.57,11.02,5.5247,5.236294896,13,1.663113006,143.6765
2014-05-05,229.3862018,3.030915336,21.26,78.74,90.31,5.46,5.9632,0.680529301,14.95,8.933901919,228.9682
2014-05-10,271.2537929,3.437168305,36.20532945,75.39780677,72.33,17.97,5.5766,2.854442344,17.15,3.304904051,228.2653
2014-05-15,141.1239751,3.573981415,37.80746286,66.08900462,70.49,20.39,4.7654,6.29489603,10.87,1.2050981,131.2227
2014-05-18,166.4438655,4.46144222,25.90270922,62.55299268,59.15,31.68,4.8685,1.314454216,13.13,0.490405117,127.8905
2014-05-20,144.6776131,3.076923077,23.13,76.87,72.87,16.63,4.8489,2.981414877,12.92,3.176972281,135.7656
2014-05-25,553.7048281,3.594203682,33.47547582,77.61696067,75.14,18.02,4.9089,4.480151229,18.65,7.292110874,377.8325
2014-05-28,148.6607143,3.142857143,38.82,61.18,77.07,14.66,5.3314,5.236294896,12.98,1.663113006,149.1309
2014-06-05,228.550181,3.06872375,19.07,80.93,87.46,7.32,5.8239,0.680529301,14.95,8.933901919,235.7102
2014-06-10,273.7182678,3.334074239,23.52303498,80.86399054,66.92,22.52,5.3867,2.854442344,17.03,3.304904051,231.5324
2014-06-15,143.7640981,3.818240011,21.37757695,75.00636584,69.1,22.12,4.7376,6.29489603,10.95,4.082517946,128.8117
2014-06-18,165.726817,5.584585571,34.91900611,71.71728876,58.86,32.53,4.7069,5.098228291,12.41,0.490405117,123.1423
2014-06-20,143.6875,3.111802777,19.21,80.79,68.65,20.73,4.8109,5.646061171,12.88,3.176972281,141.3009
2014-06-25,543.3009382,4.533218156,35.55513465,73.64852193,80.2,14.39,4.7631,4.480151229,18.17,7.292110874,334.0266
2014-06-28,148.670031,3.011626702,37.11,62.89,70.77,19.67,5.1996,5.236294896,13.03,1.663113006,152.04
2014-07-05,225.7857519,3.043478261,18.75,81.25,83.41,9.96,5.6395,0.680529301,14.62,8.933901919,237.2937
2014-07-10,271.7475728,3.344481605,23.80749801,83.51391807,61.93,27.1,5.112,2.854442344,16.41,3.304904051,222.3806
2014-07-15,141.4525433,4.311377246,25.03681381,81.04396852,66.02,24.94,4.6009,6.29489603,10.46,8.416603301,134.1776
2014-07-18,165.6480118,5.13478819,26.05767895,80.9880285,56.5,35.48,4.4897,4.789753779,10.98,0.490405117,123.1136
2014-07-20,143.0343511,3.06441526,15.95,84.05,63.31,25.59,4.6503,2.668037369,12.38,3.176972281,143.6501
2014-07-25,514.9638803,4.176732828,21.79923911,77.16534471,78.26,16.53,4.515,4.480151229,16.64,7.292110874,346.0351
2014-07-28,147.81491,3.226977537,34.59,65.41,61.97,27.11,5.0413,5.236294896,12.85,1.663113006,154.4649
2014-08-05,223.0938335,3.06795528,21.09,78.91,77.85,13.86,5.4365,0.680529301,14.43,8.933901919,236.5779
2014-08-10,273.2035928,3.693931398,23.7656474,68.91115598,60.37,28.87,4.9455,2.854442344,16.21,3.304904051,227.0738
2014-08-15,141.2563241,4.366812227,21.22652021,73.82924072,61.69,28.99,4.5008,6.29489603,10.37,8.347598576,134.9815
2014-08-18,164.921466,5.147759771,23.19641251,69.13175508,54.45,37.89,4.2727,3.958821344,10.08,0.490405117,128.3286
2014-08-20,141.3017717,3.126954346,28.93,71.07,57.46,30.8,4.4992,3.47858117,12.03,3.176972281,143.7119
2014-08-25,493.2064591,3.805822833,27.13111735,73.47270055,77.06,17.64,4.1594,4.480151229,15.74,7.292110874,319.1688
2014-08-28,146.7231544,3.226673837,35.39,64.61,54.69,34.06,4.9109,5.236294896,12.78,1.663113006,153.3414
2014-09-05,223.172735,3.043478261,17.84,82.16,72.81,17.66,5.278,0.680529301,14.36,8.933901919,226.9263
2014-09-10,274.5913519,3.598971722,21.30913303,75.5421323,57.26,32.2,4.7087,2.854442344,16.44,3.304904051,234.8891
2014-09-15,140.9478695,3.847633705,22.6024152,78.63370787,57.18,33.4,4.4553,6.29489603,10.14,4.561847876,123.9446
2014-09-18,164.2156863,5.120481928,19.05237985,71.46264497,54.64,38.02,4.1156,1.258561005,10.4,0.490405117,129.8209
2014-09-20,139.5348837,3.228149484,21.15,78.85,52.69,35.96,4.4176,4.936017382,11.86,3.176972281,137.2096
2014-09-25,527.1378368,3.66814426,23.96709791,71.09464977,76.45,18.38,3.9114,4.480151229,14.94,7.292110874,322.5608
2014-09-28,146.1931291,3.059701493,29.15,70.85,53.31,35.78,4.7533,5.236294896,12.58,1.663113006,145.4746
2014-10-05,224.2152466,3.003003003,17.47,82.53,69.23,20.49,5.1263,0.680529301,14.43,8.933901919,214.5177
2014-10-10,274.6774964,3.334444815,25.53744354,70.13190962,54.35,34.67,4.4665,2.854442344,16.67,3.304904051,236.9216
2014-10-15,141.3459906,3.733455763,29.40603584,79.73012963,53.28,37.68,4.3308,6.29489603,10.17,6.281150848,115.7172
2014-10-18,165.7407822,5.28447987,26.67379762,74.13589244,53.45,39.1,3.9626,4.702810323,11.31,0.490405117,136.4316
2014-10-20,139.8169772,3.039513678,21.28,78.72,46.35,42.72,4.3119,5.26986869,11.75,3.176972281,133.9763
2014-10-25,537.5722543,3.631344244,27.39164258,71.83292218,74.71,20.45,3.7436,4.480151229,14.6,7.292110874,354.5916
2014-10-28,145.8759373,3.031221582,30.46,69.54,49.86,39.28,4.6187,5.236294896,12.41,1.663113006,142.9733
2014-11-05,222.8106974,2.97222478,18.02,81.98,65.82,23.44,4.9516,0.680529301,14.46,8.933901919,208.2308
2014-11-10,277.3225325,3.333333333,26.95801347,75.6658208,53.93,35.23,4.2316,2.854442344,16,3.304904051,233.3503
2014-11-15,137.4099007,4.257130694,22.40200878,72.78002691,50.41,41.22,4.1168,6.29489603,10.21,8.837429983,137.4454916
2014-11-18,165.7547473,5.307861838,20.97594794,81.0541921,52.54,40.19,3.7989,6.227954124,12.55,0.490405117,129.6793
2014-11-20,138.8256269,3.261648746,21.11,78.89,44.41,44.86,4.1845,2.748571871,11.57,3.176972281,130.9937
2014-11-25,551.7514286,4.65447805,18.34048489,73.68523323,74.13,20.97,3.4392,4.480151229,14.45,7.292110874,227.2509986
2014-11-28,144.8067633,3.192907794,27.53,72.47,47.49,41.76,4.4577,5.236294896,12.33,1.663113006,138.8884
2014-12-05,219.7844828,3.075970273,16.06,83.94,60.54,28.17,4.8074,0.680529301,14.42,8.933901919,203.3777
2014-12-10,274.4377919,3.460207612,20.53338428,70.16901773,52.53,36.6,4.023,2.854442344,14.42,3.304904051,230.1339
2014-12-15,136.7887609,4.257130694,24.8401474,74.44864894,46.45,45.21,3.9665,6.29489603,10.25,4.713009717,96.5061
2014-12-18,164.5,5.478226469,28.10749294,73.68490871,52.29,40.71,3.6461,0.734349004,13.16,0.490405117,110.4395
2014-12-20,138.6125654,3.227888961,24.47,75.53,41.94,47.87,4.0793,5.230223528,11.33,3.176972281,127.9159
2014-12-25,548.6527421,3.65249372,30.79748484,73.32751587,73,22.49,3.217,4.480151229,16.05,7.292110874,160.3132989
2014-12-28,143.5,3.766472373,32.11,67.89,45.36,43.88,4.3594,5.236294896,12.3,1.663113006,134.038
2015-01-05,219.6590339,3.132400431,19.86,80.14,56,32.43,4.6546,0.680529301,14.32,8.933901919,197.6362
2015-01-10,274.3902439,3.31569001,21.29211335,71.19142185,50.91,38.12,3.8117,2.854442344,13.8,3.304904051,221.1531
2015-01-15,137.1130212,4.825427863,22.32147231,74.67761904,44.46,46.99,3.9028,6.29489603,10.13,6.708111305,159.5608568
2015-01-18,164.5912698,5.315789474,22.22196055,70.89228075,52.04,41.12,3.4203,5.213538008,12.67,0.490405117,108.9348
2015-01-20,137.9333787,3.449465333,21.33,78.67,38.52,51.74,3.9461,1.977371455,11.14,3.176972281,128.3212
2015-01-25,520.4983923,3.493179174,22.29472106,79.39740844,74.38,20.89,2.9538,4.480151229,15.92,7.292110874,140.5001872
2015-01-28,143.3046202,3.513006655,29.86,70.14,47.68,42.05,4.1932,5.236294896,12.27,1.663113006,133.098
2015-02-05,220.6157332,3.293536435,19.13,80.87,59.33,29.4,4.6138,0.680529301,14.38,8.933901919,198.5298
2015-02-10,276.4573991,3.217623498,28.42125696,71.8029063,55.19,34.1,3.7654,2.854442344,13.74,3.304904051,221.1391
2015-02-15,134.641012,4.136986301,27.28580164,67.19736834,42.81,49.23,3.8483,6.29489603,10.08,6.228564181,179.2072508
2015-02-18,166.0181582,6,29.70534853,78.36091406,52.14,41.09,3.3849,6.158074093,12.17,0.490405117,120.6337
2015-02-20,139.3865506,3.271889401,27.43,72.57,39.81,50.28,3.9269,3.120835622,11,3.176972281,128.6986
2015-02-25,523.8181145,4.215705513,,73.16039467,76.31,19.75,3.0114,4.480151229,16.26,7.292110874,132.2647861
2015-02-28,144.0234792,3.668395702,33.83,66.17,49.86,39.87,4.1636,5.236294896,12.33,1.663113006,132.8964
2015-03-05,225.9187613,3.18616559,16.81,83.19,65.12,24.59,4.5769,0.680529301,14.48,8.933901919,196.338
2015-03-10,275.870383,3.429951691,25.38335416,72.14761966,58.52,30.85,3.7477,2.854442344,13.97,3.304904051,229.4647
2015-03-15,136.895811,5.357142857,18.72327852,82.34090153,42.23,49.96,3.8301,6.29489603,10.23,1.334098675,119.0319934
2015-03-18,168.928922,5.002501251,22.15811796,80.9606366,54.65,38.46,3.3163,2.862653343,12.01,0.490405117,195.4162223
2015-03-20,140.4266389,2.952657688,20.53,79.47,43.69,46.03,3.9212,3.708677518,10.92,3.176972281,125.8337
2015-03-25,507.5167446,4.329249729,24.35825762,72.89202499,75.62,20.09,3.0607,4.480151229,16.37,7.292110874,184.8269538
2015-03-28,146.9394168,3.37882333,27.91,72.09,55.27,34.96,4.1339,5.236294896,12.4,1.663113006,134.7605
2015-04-05,232.0954907,3.125,17.04,82.96,68.49,20.44,4.5085,0.680529301,14.39,8.933901919,196.1599
2015-04-10,275.9013981,3.378668576,21.27388376,75.41560179,61.35,26.26,3.668,2.854442344,14.11,3.304904051,238.0103
2015-04-15,138.3846154,4.764173416,21.09551386,77.30193181,39.62,50.82,3.7846,6.29489603,9.76,5.551528342,174.910556
2015-04-18,165.5273438,4.963101471,20.02513056,76.16938571,53.15,37.61,3.3141,3.921566479,11.75,0.490405117,131.3959
2015-04-20,142.7884209,2.942907593,21.4,78.6,45.12,42.58,3.8677,5.210522737,10.78,3.176972281,131.7852
2015-04-25,499.7144489,4.910022584,27.37250681,78.66933722,76.06,19.03,3.0772,4.480151229,16.31,7.292110874,169.2970175
2015-04-28,149.3817179,3.031221582,28.81,71.19,58.12,30.49,4.0965,5.236294896,12.46,1.663113006,136.5591
2015-05-05,235.7881371,3.125976868,14.01,85.99,67.77,20.66,4.4343,0.680529301,14.28,8.933901919,199.8608
2015-05-10,278.4090909,3.247311828,21.76244531,85.97814294,63.77,23.2,3.6267,2.854442344,14.26,3.304904051,228.0151
2015-05-15,138.9155983,4.357298475,21.99996229,82.90258987,37.81,51.8,3.7345,6.29489603,9.44,2.215352291,166.5876436
2015-05-18,165.7547473,4.620267386,21.10230158,76.23432835,51.59,38.43,3.2609,5.401165092,11.6,0.490405117,185.4485745
2015-05-20,143.8636364,3.178294574,20.06,79.94,45.37,40.83,3.839,1.523231935,10.64,3.176972281,135.8973
2015-05-25,551.9374796,3.542294439,20.09873882,76.23015228,73.99,20.47,3.0854,4.480151229,16.75,7.292110874,165.9367713
2015-05-28,151.9522112,3.076923077,24.5,75.5,60.65,27.64,4.0619,5.236294896,12.36,1.663113006,142.3936
2015-06-05,236.0651741,3.142857143,12.12,87.88,67.35,20.7,4.4493,0.680529301,14.07,8.933901919,202.4882
2015-06-10,279.1881443,3.341689884,22.47602654,76.90609624,67.66,19.54,3.6844,2.854442344,14.42,3.304904051,229.5073
2015-06-15,140.2879902,4.444444444,18.20941888,79.21556003,34.83,54.4,3.6799,6.29489603,9.54,4.414442706,159.1449338
2015-06-18,164.8044461,5.130836326,13.9828665,85.46325098,48.12,39.91,3.3052,4.657564968,11.43,0.490405117,122.762
2015-06-20,144.5082721,3.17510724,19.56,80.44,43.54,41.72,3.8626,2.812583498,10.54,3.176972281,144.0757
2015-06-25,522.5119097,4.375857191,23.60308707,80.72184993,73.54,20.69,3.0936,4.480151229,16.5,7.292110874,371.108
2015-06-28,152.2850123,2.961442441,23.74,76.26,62.7,25.95,4.0891,5.236294896,12.35,1.663113006,145.631
2015-07-05,232.712766,3.090909091,11.07,88.93,65.77,21.95,4.4958,0.680529301,13.86,8.933901919,203.9645
2015-07-10,281.4041803,3.449465333,15.04959348,83.3347984,72.73,15.79,3.7463,2.854442344,14.45,3.304904051,237.9261
2015-07-15,138.7070585,4.616449977,14.88197932,81.77896177,33.95,54.94,3.6527,6.29489603,9.56,0.877003467,228.1006
2015-07-18,165.6965382,4.964539007,12.93739017,87.36908163,48.12,39.87,3.3783,3.154332829,11.33,0.490405117,125.6703
2015-07-20,143.1585292,3.14067759,17.02,82.98,46.95,37.9,3.9563,5.213424302,10.51,3.176972281,146.4587
2015-07-25,589.7703549,4.076245028,11.37708373,87.53424463,76.63,18.55,3.2006,4.480151229,17.89,7.292110874,165.8976321
2015-07-28,151.1254045,3.126954346,19.75,80.25,67.6,21.46,4.1751,5.236294896,12.25,1.663113006,147.5904
2015-08-05,229.1061633,3.10304564,12.13,87.87,70.87,17.14,4.5168,0.680529301,13.86,8.933901919,198.2962
2015-08-10,281.2437561,3.449703588,13.87175045,78.09980555,78.06,12.44,3.6986,2.854442344,14.96,3.304904051,255.8197
2015-08-15,138.0969786,4.556780939,18.2280869,81.41446535,35.6,51.23,3.6481,6.29489603,9.77,2.29358354,242.0952189
2015-08-18,165.726817,5.437729394,15.81920199,87.18580531,47.63,40.01,3.4292,3.441143841,10.94,0.490405117,121.3384
2015-08-20,141.9138646,3.279456547,14.5,85.5,48.65,35.69,3.9703,6.277494897,10.44,3.176972281,143.8046
2015-08-25,582.7369306,4.722552871,22.31613674,78.33288382,73.23,21.4,3.2829,4.480151229,17.34,7.292110874,157.8324379
2015-08-28,150.2797203,3.126954346,22.93,77.07,71.37,18.41,4.2092,5.236294896,12.17,1.663113006,145.862
2015-09-05,232.4612403,3.081448296,12.75,87.25,75.14,13.95,4.5782,0.680529301,13.96,8.933901919,193.3602
2015-09-10,280.3242725,3.642857143,12.96412024,81.55743209,78.02,13.2,3.7413,2.854442344,15.87,3.304904051,264.1951
2015-09-15,136.9495166,4.175383543,17.58701152,80.82574854,41.04,45.57,3.6709,6.29489603,9.87,2.998137124,238.6808179
2015-09-18,165.625,5.263185596,17.93769317,84.79311374,48.7,39.71,3.4868,4.378002278,10.86,0.490405117,205.5225115
2015-09-20,141.6156148,3.106234214,14.52,85.48,49.82,34.07,4.0226,6.230310654,10.46,3.176972281,140.1627
2015-09-25,572.3648038,4.515100598,15.49302015,83.705481,72.34,22.17,3.3076,4.480151229,17.53,7.292110874,251.4460146
2015-09-28,149.6240602,3.261648746,19.77,80.23,73.92,16.43,4.2903,5.236294896,12.16,1.663113006,144.6482
2015-10-05,233.3330556,3.077396523,11.76,88.24,75.16,14.67,4.6022,0.680529301,14.1,8.933901919,192.0357
2015-10-10,278.8820347,3.50877193,19.37774196,77.64370462,69.86,20.46,3.7214,2.854442344,16.6,3.304904051,263.5488
2015-10-15,135.9670626,3.847633705,19.2567412,87.93017572,41.51,45.43,3.6527,6.29489603,10,4.547497142,111.5509176
2015-10-18,165.2854512,5.467654119,17.74445567,77.18549805,49.57,39.03,3.4934,3.612608326,11.1,0.490405117,126.3004
2015-10-20,140.8803105,3.226326911,22.37,77.63,51.27,32.68,4.0391,3.30534024,10.51,3.176972281,139.1157
2015-10-25,568.6572841,3.855820625,15.80701572,84.61448249,65.84,28.06,3.3651,4.480151229,17.84,7.292110874,437.6108
2015-10-28,148.7761127,3.22684737,22.82,77.18,70.49,19.13,4.3528,5.236294896,12.15,1.663113006,142.5131
2015-11-05,232.2635135,3.011333535,11.18,88.82,74.99,15.51,4.626,0.680529301,14.24,8.933901919,192.9617
2015-11-10,280.0407332,3.352913072,14.56816083,88.50639642,66.09,24.74,3.7484,2.854442344,17.03,3.304904051,253.5906
2015-11-15,134.3697479,2.947309101,14.98795536,84.71235255,42.59,44.62,3.6618,6.29489603,10.07,6.724889877,227.3141664
2015-11-18,162.5502624,5.134899913,15.09232899,82.69009162,52.85,36.28,3.5133,4.467828605,11.39,0.490405117,204.897335
2015-11-20,139.4067797,3.156060054,20.64,79.36,53.62,30.91,4.0187,3.011480888,10.59,3.176972281,135.0148
2015-11-25,588.9292196,4.112908198,22.62087908,83.08652866,61.67,32.16,3.4721,4.480151229,18.23,7.292110874,237.3105779
2015-11-28,148.3002696,3.247480403,22.74,77.26,69.84,20.06,4.3734,5.236294896,12.25,1.663113006,140.8015
2015-12-05,229.8717548,3.22684737,12.19,87.81,81.01,10.92,4.6737,0.680529301,14.46,8.933901919,193.3156
2015-12-10,277.8450363,3.236245955,15.01875528,87.40590956,49.07,37.51,3.806,2.854442344,17.03,3.304904051,239.2736
2015-12-15,135.4312642,4.582777271,12.46587203,80.72083779,47.19,39.47,3.7118,6.29489603,10.11,7.765073637,141.5127456
