MSPt-1,MSPt-3,MSPt-2,MSPt-5,MSPt-6,IVt-1,IVt-2,DVt-3,MLPt-8,DVt-5,MLPt-6,MLPt-7,MLPt-5,MLPt-2,MLPt-3,MLPt-1
138.2739968,207.4576,217.6177,207.2691045,133.6734,46.85,46.1,25.57,136.2540193,49.41,137.0767494,163.7547249,532.5159915,256.3274573,198.9695583,135.7663879
121.1702,217.6177,138.2739968,142.8802,207.2691045,26.7,46.85,36.08,163.7547249,53.24,532.5159915,137.0767494,136.6173121,135.7663879,256.3274573,162.4015748
131.5969,138.2739968,121.1702,207.4576,142.8802,37.04,26.7,39.1,137.0767494,25.57,136.6173121,532.5159915,198.9695583,162.4015748,135.7663879,136.1802847
180.9325638,121.1702,131.5969,217.6177,207.4576,39.57,37.04,60.97,532.5159915,36.08,198.9695583,136.6173121,256.3274573,136.1802847,162.4015748,521.9548063
139.3294,131.5969,180.9325638,138.2739968,217.6177,34.01,39.57,44.3,136.6173121,39.1,256.3274573,198.9695583,135.7663879,521.9548063,136.1802847,137.1652515
206.7416,180.9325638,139.3294,121.1702,138.2739968,63.85,34.01,49.19,198.9695583,60.97,135.7663879,256.3274573,162.4015748,137.1652515,521.9548063,199.1398823
219.6869,139.3294,206.7416,131.5969,121.1702,48.05,63.85,50.19,256.3274573,44.3,162.4015748,135.7663879,136.1802847,199.1398823,137.1652515,259.5375723
155.7675638,206.7416,219.6869,180.9325638,131.5969,44.71,48.05,23.49,135.7663879,49.19,136.1802847,162.4015748,521.9548063,259.5375723,199.1398823,134.6819957
123.1036,219.6869,155.7675638,139.3294,180.9325638,27.06,44.71,34.72,162.4015748,50.19,521.9548063,136.1802847,137.1652515,134.6819957,259.5375723,163.0649094
128.6448,155.7675638,123.1036,206.7416,139.3294,37.0,27.06,41.05,136.1802847,23.49,137.1652515,521.9548063,199.1398823,163.0649094,134.6819957,136.0315394
155.8197178,123.1036,128.6448,219.6869,206.7416,40.5,37.0,60.7,521.9548063,34.72,199.1398823,137.1652515,259.5375723,136.0315394,163.0649094,506.4363144
135.9193,128.6448,155.8197178,155.7675638,219.6869,34.79,40.5,44.62,137.1652515,41.05,259.5375723,199.1398823,134.6819957,506.4363144,136.0315394,138.3589744
206.2097,155.8197178,135.9193,123.1036,155.7675638,66.84,34.79,48.16,199.1398823,60.7,134.6819957,259.5375723,163.0649094,138.3589744,506.4363144,196.0976624
219.9947,135.9193,206.2097,128.6448,123.1036,46.42,66.84,49.86,259.5375723,44.62,163.0649094,134.6819957,136.0315394,196.0976624,138.3589744,260.9986505
152.5461015,206.2097,219.9947,155.8197178,128.6448,43.81,46.42,21.36,134.6819957,48.16,136.0315394,163.0649094,506.4363144,260.9986505,196.0976624,134.5875543
123.8596,219.9947,152.5461015,135.9193,155.8197178,28.46,43.81,36.45,163.0649094,49.86,506.4363144,136.0315394,138.3589744,134.5875543,260.9986505,163.7106006
126.9323,152.5461015,123.8596,206.2097,135.9193,36.22,28.46,41.89,136.0315394,21.36,138.3589744,506.4363144,196.0976624,163.7106006,134.5875543,134.6751326
219.8333944,123.8596,126.9323,219.9947,206.2097,42.31,36.22,59.65,506.4363144,36.45,196.0976624,138.3589744,260.9986505,134.6751326,163.7106006,521.2510024
133.8179,126.9323,219.8333944,152.5461015,219.9947,34.55,42.31,45.7,138.3589744,41.89,260.9986505,196.0976624,134.5875543,521.2510024,134.6751326,136.6295124
200.9456,219.8333944,133.8179,123.8596,152.5461015,69.86,34.55,46.58,196.0976624,59.65,134.5875543,260.9986505,163.7106006,136.6295124,521.2510024,196.0784314
211.4506,133.8179,200.9456,126.9323,123.8596,45.54,69.86,50.16,260.9986505,45.7,163.7106006,134.5875543,134.6751326,196.0784314,136.6295124,260.9612142
127.3399775,200.9456,211.4506,219.8333944,126.9323,40.92,45.54,19.08,134.5875543,46.58,134.6751326,163.7106006,521.2510024,260.9612142,196.0784314,130.9055118
123.0077,211.4506,127.3399775,133.8179,219.8333944,30.56,40.92,37.75,163.7106006,50.16,521.2510024,134.6751326,136.6295124,130.9055118,260.9612142,163.1668558
124.7088,127.3399775,123.0077,200.9456,133.8179,40.17,30.56,44.65,134.6751326,19.08,136.6295124,521.2510024,196.0784314,163.1668558,130.9055118,135.2814191
201.8849272,123.0077,124.7088,211.4506,200.9456,45.88,40.17,57.82,521.2510024,37.75,196.0784314,136.6295124,260.9612142,135.2814191,163.1668558,514.2857143
134.6488,124.7088,201.8849272,127.3399775,211.4506,35.94,45.88,41.65,136.6295124,44.65,260.9612142,196.0784314,130.9055118,514.2857143,135.2814191,135.6485594
197.2861,201.8849272,134.6488,123.0077,127.3399775,72.33,35.94,42.86,196.0784314,57.82,130.9055118,260.9612142,163.1668558,135.6485594,514.2857143,201.0053619
204.0597,134.6488,197.2861,124.7088,123.0077,46.63,72.33,48.6,260.9612142,41.65,163.1668558,130.9055118,135.2814191,201.0053619,135.6485594,264.7854441
126.5909807,197.2861,204.0597,201.8849272,124.7088,37.16,46.63,17.22,130.9055118,42.86,135.2814191,163.1668558,514.2857143,264.7854441,201.0053619,127.7139208
122.6622,204.0597,126.5909807,134.6488,201.8849272,31.27,37.16,36.93,163.1668558,48.6,514.2857143,135.2814191,135.6485594,127.7139208,264.7854441,158.839307
122.8786,126.5909807,122.6622,197.2861,134.6488,40.69,31.27,48.86,135.2814191,17.22,135.6485594,514.2857143,201.0053619,158.839307,127.7139208,136.5437158
144.5132481,122.6622,122.8786,204.0597,197.2861,46.06,40.69,57.11,514.2857143,36.93,201.0053619,135.6485594,264.7854441,136.5437158,158.839307,524.5663689
134.5123,122.8786,144.5132481,126.5909807,204.0597,37.28,46.06,41.78,135.6485594,48.86,264.7854441,201.0053619,127.7139208,524.5663689,136.5437158,136.9426752
199.7343,144.5132481,134.5123,122.6622,126.5909807,75.56,37.28,43.29,201.0053619,57.11,127.7139208,264.7854441,158.839307,136.9426752,524.5663689,208.3333333
212.9383,134.5123,199.7343,122.8786,122.6622,48.46,75.56,47.46,264.7854441,41.78,158.839307,127.7139208,136.5437158,208.3333333,136.9426752,264.7951442
179.3002748,199.7343,212.9383,144.5132481,122.8786,33.79,48.46,14.95,127.7139208,43.29,136.5437158,158.839307,524.5663689,264.7951442,208.3333333,129.7662181
122.4476,212.9383,179.3002748,134.5123,144.5132481,31.91,33.79,35.07,158.839307,47.46,524.5663689,136.5437158,136.9426752,129.7662181,264.7951442,159.0621678
124.5541,179.3002748,122.4476,199.7343,134.5123,38.59,31.91,52.12,136.5437158,14.95,136.9426752,524.5663689,208.3333333,159.0621678,129.7662181,138.7896825
191.8146804,122.4476,124.5541,212.9383,199.7343,47.25,38.59,55.83,524.5663689,35.07,208.3333333,136.9426752,264.7951442,138.7896825,159.0621678,512.864494
135.9406,124.5541,191.8146804,179.3002748,212.9383,40.63,47.25,43.7,136.9426752,52.12,264.7951442,208.3333333,129.7662181,512.864494,138.7896825,140.1136364
207.5261,191.8146804,135.9406,122.4476,179.3002748,78.29,40.63,42.49,208.3333333,55.83,129.7662181,264.7951442,159.0621678,140.1136364,512.864494,213.5292108
216.1031,135.9406,207.5261,124.5541,122.4476,47.71,78.29,43.65,264.7951442,43.7,159.0621678,129.7662181,138.7896825,213.5292108,140.1136364,263.7987013
169.1799662,207.5261,216.1031,191.8146804,124.5541,31.51,47.71,13.03,129.7662181,42.49,138.7896825,159.0621678,512.864494,263.7987013,213.5292108,133.9914089
115.3266,216.1031,169.1799662,135.9406,191.8146804,32.37,31.51,35.56,159.0621678,43.65,512.864494,138.7896825,140.1136364,133.9914089,263.7987013,163.1668558
128.8291,169.1799662,115.3266,207.5261,135.9406,37.59,32.37,55.42,138.7896825,13.03,140.1136364,512.864494,213.5292108,163.1668558,133.9914089,141.0377358
141.4824618,115.3266,128.8291,216.1031,207.5261,44.64,37.59,55.05,512.864494,35.56,213.5292108,140.1136364,263.7987013,141.0377358,163.1668558,490.1477833
139.1717,128.8291,141.4824618,169.1799662,216.1031,43.87,44.64,44.71,140.1136364,55.42,263.7987013,213.5292108,133.9914089,490.1477833,141.0377358,143.5279667
216.9433,141.4824618,139.1717,115.3266,169.1799662,80.31,43.87,45.33,213.5292108,55.05,133.9914089,263.7987013,163.1668558,143.5279667,490.1477833,216.1120169
222.5326,139.1717,216.9433,128.8291,115.3266,50.67,80.31,40.34,263.7987013,44.71,163.1668558,133.9914089,141.0377358,216.1120169,143.5279667,263.7962963
124.3837215,216.9433,222.5326,141.4824618,128.8291,31.57,50.67,11.61,133.9914089,45.33,141.0377358,163.1668558,490.1477833,263.7962963,216.1120169,139.6207585
116.0616,222.5326,124.3837215,139.1717,141.4824618,32.33,31.57,32.69,163.1668558,40.34,490.1477833,141.0377358,143.5279667,139.6207585,263.7962963,162.6670553
133.5544,124.3837215,116.0616,216.9433,139.1717,37.8,32.33,54.49,141.0377358,11.61,143.5279667,490.1477833,216.1120169,162.6670553,139.6207585,143.3018344
168.3707386,116.0616,133.5544,222.5326,216.9433,38.63,37.8,54.77,490.1477833,32.69,216.1120169,143.5279667,263.7962963,143.3018344,162.6670553,526.4741276
143.3832,133.5544,168.3707386,124.3837215,222.5326,53.34,38.63,43.6,143.5279667,54.49,263.7962963,216.1120169,139.6207585,526.4741276,143.3018344,145.3076923
227.4903,168.3707386,143.3832,116.0616,124.3837215,83.27,53.34,52.02,216.1120169,54.77,139.6207585,263.7962963,162.6670553,145.3076923,526.4741276,218.0239736
224.9573,143.3832,227.4903,133.5544,116.0616,52.74,83.27,31.61,263.7962963,43.6,162.6670553,139.6207585,143.3018344,218.0239736,145.3076923,265.5266889
162.2552023,227.4903,224.9573,168.3707386,133.5544,32.53,52.74,9.67,139.6207585,52.02,143.3018344,162.6670553,526.4741276,265.5266889,218.0239736,139.4927536
121.1579,224.9573,162.2552023,143.3832,168.3707386,33.3,32.53,30.47,162.6670553,31.61,526.4741276,143.3018344,145.3076923,139.4927536,265.5266889,164.3640351
136.2671,162.2552023,121.1579,227.4903,143.3832,42.52,33.3,53.12,143.3018344,9.67,145.3076923,526.4741276,218.0239736,164.3640351,139.4927536,143.1556949
216.4426328,121.1579,136.2671,224.9573,227.4903,35.57,42.52,53.72,526.4741276,30.47,218.0239736,145.3076923,265.5266889,143.1556949,164.3640351,527.3553888
147.74,136.2671,216.4426328,162.2552023,224.9573,60.63,35.57,38.13,145.3076923,53.12,265.5266889,218.0239736,139.4927536,527.3553888,143.1556949,146.7329545
230.3851,216.4426328,147.74,121.1579,162.2552023,85.76,60.63,55.02,218.0239736,53.72,139.4927536,265.5266889,164.3640351,146.7329545,527.3553888,215.7202606
225.6926,147.74,230.3851,136.2671,121.1579,58.55,85.76,25.76,265.5266889,38.13,164.3640351,139.4927536,143.1556949,215.7202606,146.7329545,268.1077694
172.5031012,230.3851,225.6926,216.4426328,136.2671,35.06,58.55,8.23,139.4927536,55.02,143.1556949,164.3640351,527.3553888,268.1077694,215.7202606,139.0498296
129.855,225.6926,172.5031012,147.74,216.4426328,36.24,35.06,25.97,164.3640351,25.76,527.3553888,143.1556949,146.7329545,139.0498296,268.1077694,169.1794189
140.0987,172.5031012,129.855,230.3851,147.74,48.0,36.24,48.03,143.1556949,8.23,146.7329545,527.3553888,215.7202606,169.1794189,139.0498296,142.971246
166.5824437,129.855,140.0987,225.6926,230.3851,38.54,48.0,50.13,527.3553888,25.97,215.7202606,146.7329545,268.1077694,142.971246,169.1794189,503.7715517
149.0373,140.0987,166.5824437,172.5031012,225.6926,70.34,38.54,33.27,146.7329545,48.03,268.1077694,215.7202606,139.0498296,503.7715517,142.971246,146.1069525
230.8164,166.5824437,149.0373,129.855,172.5031012,87.73,70.34,52.03,215.7202606,50.13,139.0498296,268.1077694,169.1794189,146.1069525,503.7715517,212.3918175
224.295,149.0373,230.8164,140.0987,129.855,63.06,87.73,18.63,268.1077694,33.27,169.1794189,139.0498296,142.971246,212.3918175,146.1069525,268.2100508
166.3515807,230.8164,224.295,166.5824437,140.0987,41.78,63.06,7.1,139.0498296,52.03,142.971246,169.1794189,503.7715517,268.2100508,212.3918175,138.6130952
132.1447,224.295,166.3515807,149.0373,166.5824437,39.62,41.78,23.07,169.1794189,18.63,503.7715517,142.971246,146.1069525,138.6130952,268.2100508,166.1923734
141.9287,166.3515807,132.1447,230.8164,149.0373,54.71,39.62,41.68,142.971246,7.1,146.1069525,503.7715517,212.3918175,166.1923734,138.6130952,142.1871423
181.6947659,132.1447,141.9287,224.295,230.8164,39.82,54.71,45.61,503.7715517,23.07,212.3918175,146.1069525,268.2100508,142.1871423,166.1923734,493.0931961
151.8804,141.9287,181.6947659,166.3515807,224.295,75.03,39.82,28.46,146.1069525,41.68,268.2100508,212.3918175,138.6130952,493.0931961,142.1871423,145.8348276
225.5027,181.6947659,151.8804,132.1447,166.3515807,89.19,75.03,50.92,212.3918175,45.61,138.6130952,268.2100508,166.1923734,145.8348276,493.0931961,214.4298389
227.9447,151.8804,225.5027,141.9287,132.1447,68.79,89.19,15.56,268.2100508,28.46,166.1923734,138.6130952,142.1871423,214.4298389,145.8348276,269.6560367
167.8771494,225.5027,227.9447,181.6947659,141.9287,46.91,68.79,6.33,138.6130952,50.92,142.1871423,166.1923734,493.0931961,269.6560367,214.4298389,137.5676022
136.8085,227.9447,167.8771494,151.8804,181.6947659,41.21,46.91,19.17,166.1923734,15.56,493.0931961,142.1871423,145.8348276,137.5676022,269.6560367,164.9547175
139.401,167.8771494,136.8085,225.5027,151.8804,60.6,41.21,38.27,142.1871423,6.33,145.8348276,493.0931961,214.4298389,164.9547175,137.5676022,141.4027149
220.4829667,136.8085,139.401,227.9447,225.5027,37.43,60.6,45.53,493.0931961,19.17,214.4298389,145.8348276,269.6560367,141.4027149,164.9547175,493.3333333
148.7966,139.401,220.4829667,167.8771494,227.9447,75.75,37.43,24.57,145.8348276,38.27,269.6560367,214.4298389,137.5676022,493.3333333,141.4027149,146.0063898
221.8626,220.4829667,148.7966,136.8085,167.8771494,90.14,75.75,52.57,214.4298389,45.53,137.5676022,269.6560367,164.9547175,146.0063898,493.3333333,215.0297619
227.9463,148.7966,221.8626,139.401,136.8085,73.69,90.14,15.0,269.6560367,24.57,164.9547175,137.5676022,141.4027149,215.0297619,146.0063898,269.0104167
118.2905,221.8626,227.9463,220.4829667,139.401,52.4,73.69,5.79,137.5676022,52.57,141.4027149,164.9547175,493.3333333,269.0104167,215.0297619,134.9798747
137.4789,227.9463,118.2905,148.7966,220.4829667,43.7,52.4,15.98,164.9547175,15.0,493.3333333,141.4027149,146.0063898,134.9798747,269.0104167,163.6795021
137.6904,118.2905,137.4789,221.8626,148.7966,67.75,43.7,33.4,141.4027149,5.79,146.0063898,493.3333333,215.0297619,163.6795021,134.9798747,139.7755035
381.9228,137.4789,137.6904,227.9463,221.8626,41.51,67.75,42.77,493.3333333,15.98,215.0297619,146.0063898,269.0104167,139.7755035,163.6795021,515.625
143.0397,137.6904,381.9228,118.2905,227.9463,78.74,41.51,19.71,146.0063898,33.4,269.0104167,215.0297619,134.9798747,515.625,139.7755035,144.8467967
218.6832,381.9228,143.0397,137.4789,118.2905,90.83,78.74,48.44,215.0297619,42.77,134.9798747,269.0104167,163.6795021,144.8467967,515.625,213.0434783
226.3351,143.0397,218.6832,137.6904,137.4789,74.71,90.83,13.2,269.0104167,19.71,163.6795021,134.9798747,139.7755035,213.0434783,144.8467967,270.1878827
116.6615,218.6832,226.3351,381.9228,137.6904,56.22,74.71,5.36,134.9798747,48.44,139.7755035,163.6795021,515.625,270.1878827,213.0434783,133.6084906
130.7675,226.3351,116.6615,143.0397,381.9228,47.04,56.22,15.41,163.6795021,13.2,515.625,139.7755035,144.8467967,133.6084906,270.1878827,162.2420482
133.788,116.6615,130.7675,218.6832,143.0397,70.4,47.04,30.49,139.7755035,5.36,144.8467967,515.625,213.0434783,162.2420482,133.6084906,138.2488479
353.0942,130.7675,133.788,226.3351,218.6832,45.45,70.4,40.17,515.625,15.41,213.0434783,144.8467967,270.1878827,138.2488479,162.2420482,516.9516053
142.594,133.788,353.0942,116.6615,226.3351,81.81,45.45,18.09,144.8467967,30.49,270.1878827,213.0434783,133.6084906,516.9516053,138.2488479,143.6875
219.082,353.0942,142.594,130.7675,116.6615,91.46,81.81,45.62,213.0434783,40.17,133.6084906,270.1878827,162.2420482,143.6875,516.9516053,209.6938776
221.0858,142.594,219.082,133.788,130.7675,75.84,91.46,11.37,270.1878827,18.09,162.2420482,133.6084906,138.2488479,209.6938776,143.6875,269.6103896
123.5126,219.082,221.0858,353.0942,133.788,57.74,75.84,4.98,133.6084906,45.62,138.2488479,162.2420482,516.9516053,269.6103896,209.6938776,130.3623188
122.2799,221.0858,123.5126,142.594,353.0942,49.36,57.74,14.97,162.2420482,11.37,516.9516053,138.2488479,143.6875,130.3623188,269.6103896,162.7604167
131.0564,123.5126,122.2799,219.082,142.594,72.32,49.36,28.9,138.2488479,4.98,143.6875,516.9516053,209.6938776,162.7604167,130.3623188,138.202765
360.2014,122.2799,131.0564,221.0858,219.082,51.86,72.32,38.56,516.9516053,14.97,209.6938776,143.6875,269.6103896,138.202765,162.7604167,520.8333333
142.0295,131.0564,360.2014,123.5126,221.0858,84.08,51.86,16.95,143.6875,28.9,269.6103896,209.6938776,130.3623188,520.8333333,138.202765,141.9533972
218.2659,360.2014,142.0295,122.2799,123.5126,91.93,84.08,39.25,209.6938776,38.56,130.3623188,269.6103896,162.7604167,141.9533972,520.8333333,210.1962086
221.4418,142.0295,218.2659,131.0564,122.2799,78.21,91.93,10.0,269.6103896,16.95,162.7604167,130.3623188,138.202765,210.1962086,141.9533972,269.1511387
117.1043,218.2659,221.4418,360.2014,131.0564,60.57,78.21,4.76,130.3623188,39.25,138.202765,162.7604167,520.8333333,269.1511387,210.1962086,132.6832151
123.1843,221.4418,117.1043,142.0295,360.2014,50.09,60.57,13.63,162.7604167,10.0,520.8333333,138.202765,141.9533972,132.6832151,269.1511387,162.7604167
129.8105,117.1043,123.1843,218.2659,142.0295,72.0,50.09,26.89,138.202765,4.76,141.9533972,520.8333333,210.1962086,162.7604167,132.6832151,137.1284865
349.6296,123.1843,129.8105,221.4418,218.2659,51.77,72.0,38.35,520.8333333,13.63,210.1962086,141.9533972,269.1511387,137.1284865,162.7604167,529.5339179
141.6468,129.8105,349.6296,117.1043,221.4418,83.98,51.77,17.45,141.9533972,26.89,269.1511387,210.1962086,132.6832151,529.5339179,137.1284865,140.8753709
213.0914,349.6296,141.6468,123.1843,117.1043,92.21,83.98,39.49,210.1962086,38.35,132.6832151,269.1511387,162.7604167,140.8753709,529.5339179,218.9485214
222.5208,141.6468,213.0914,129.8105,123.1843,77.44,92.21,10.25,269.1511387,17.45,162.7604167,132.6832151,137.1284865,218.9485214,140.8753709,272.8908189
112.594,213.0914,222.5208,349.6296,129.8105,67.3,77.44,4.59,132.6832151,39.49,137.1284865,162.7604167,529.5339179,272.8908189,218.9485214,136.1386139
125.0655,222.5208,112.594,141.6468,349.6296,52.31,67.3,14.25,162.7604167,10.25,529.5339179,137.1284865,140.8753709,136.1386139,272.8908189,163.0434783
130.4667,112.594,125.0655,213.0914,141.6468,73.58,52.31,21.87,137.1284865,4.59,140.8753709,529.5339179,218.9485214,163.0434783,136.1386139,138.8305054
355.6871,125.0655,130.4667,222.5208,213.0914,53.31,73.58,36.4,529.5339179,14.25,218.9485214,140.8753709,272.8908189,138.8305054,163.0434783,521.375445
141.3889,130.4667,355.6871,112.594,222.5208,84.35,53.31,16.36,140.8753709,21.87,272.8908189,218.9485214,136.1386139,521.375445,138.8305054,144.2887964
214.41,355.6871,141.3889,125.0655,112.594,91.36,84.35,37.55,218.9485214,36.4,136.1386139,272.8908189,163.0434783,144.2887964,521.375445,223.534202
222.4125,141.3889,214.41,130.4667,125.0655,77.47,91.36,10.15,272.8908189,16.36,163.0434783,136.1386139,138.8305054,223.534202,144.2887964,274.122807
117.3641,214.41,222.4125,355.6871,130.4667,72.95,77.47,5.02,136.1386139,37.55,138.8305054,163.0434783,521.375445,274.122807,223.534202,137.0128784
124.6514,222.4125,117.3641,141.3889,355.6871,53.95,72.95,14.2,163.0434783,10.15,521.375445,138.8305054,144.2887964,137.0128784,274.122807,163.0561854
130.1398,117.3641,124.6514,214.41,141.3889,74.17,53.95,18.14,138.8305054,5.02,144.2887964,521.375445,223.534202,163.0561854,137.0128784,139.9896266
360.2911,124.6514,130.1398,222.4125,214.41,55.0,74.17,34.73,521.375445,14.2,223.534202,144.2887964,274.122807,139.9896266,163.0561854,553.5714286
141.4777,130.1398,360.2911,117.3641,222.4125,82.47,55.0,15.91,144.2887964,18.14,274.122807,223.534202,137.0128784,553.5714286,139.9896266,144.141318
220.5073,360.2911,141.4777,124.6514,117.3641,91.74,82.47,36.28,223.534202,34.73,137.0128784,274.122807,163.0561854,144.141318,553.5714286,227.7868186
224.8306,141.4777,220.5073,130.1398,124.6514,78.22,91.74,11.36,274.122807,15.91,163.0561854,137.0128784,139.9896266,227.7868186,144.141318,271.3009213
123.7558,220.5073,224.8306,360.2911,130.1398,73.23,78.22,4.58,137.0128784,36.28,139.9896266,163.0561854,553.5714286,271.3009213,227.7868186,138.2327209
130.3892,224.8306,123.7558,141.4777,360.2911,58.21,73.23,13.38,163.0561854,11.36,553.5714286,139.9896266,144.141318,138.2327209,271.3009213,163.0797306
130.9386,123.7558,130.3892,220.5073,141.4777,75.43,58.21,17.41,139.9896266,4.58,144.141318,553.5714286,227.7868186,163.0797306,138.2327209,142.3734694
408.6316,130.3892,130.9386,224.8306,220.5073,64.95,75.43,31.47,553.5714286,13.38,227.7868186,144.141318,271.3009213,142.3734694,163.0797306,553.9264131
143.6765,130.9386,408.6316,123.7558,224.8306,82.57,64.95,14.37,144.141318,17.41,271.3009213,227.7868186,138.2327209,553.9264131,142.3734694,146.8464276
228.9682,408.6316,143.6765,130.3892,123.7558,90.31,82.57,27.04,227.7868186,31.47,138.2327209,271.3009213,163.0797306,146.8464276,553.9264131,229.3862018
228.2653,143.6765,228.9682,130.9386,130.3892,72.33,90.31,11.02,271.3009213,14.37,163.0797306,138.2327209,142.3734694,229.3862018,146.8464276,271.2537929
131.2227,228.9682,228.2653,408.6316,130.9386,70.49,72.33,5.46,138.2327209,27.04,142.3734694,163.0797306,553.9264131,271.2537929,229.3862018,141.1239751
127.8905,228.2653,131.2227,143.6765,408.6316,59.15,70.49,17.97,163.0797306,11.02,553.9264131,142.3734694,146.8464276,141.1239751,271.2537929,166.4438655
135.7656,131.2227,127.8905,228.9682,143.6765,72.87,59.15,20.39,142.3734694,5.46,146.8464276,553.9264131,229.3862018,166.4438655,141.1239751,144.6776131
377.8325,127.8905,135.7656,228.2653,228.9682,75.14,72.87,31.68,553.9264131,17.97,229.3862018,146.8464276,271.2537929,144.6776131,166.4438655,553.7048281
149.1309,135.7656,377.8325,131.2227,228.2653,77.07,75.14,16.63,146.8464276,20.39,271.2537929,229.3862018,141.1239751,553.7048281,144.6776131,148.6607143
235.7102,377.8325,149.1309,127.8905,131.2227,87.46,77.07,18.02,229.3862018,31.68,141.1239751,271.2537929,166.4438655,148.6607143,553.7048281,228.550181
231.5324,149.1309,235.7102,135.7656,127.8905,66.92,87.46,14.66,271.2537929,16.63,166.4438655,141.1239751,144.6776131,228.550181,148.6607143,273.7182678
128.8117,235.7102,231.5324,377.8325,135.7656,69.1,66.92,7.32,141.1239751,18.02,144.6776131,166.4438655,553.7048281,273.7182678,228.550181,143.7640981
123.1423,231.5324,128.8117,149.1309,377.8325,58.86,69.1,22.52,166.4438655,14.66,553.7048281,144.6776131,148.6607143,143.7640981,273.7182678,165.726817
141.3009,128.8117,123.1423,235.7102,149.1309,68.65,58.86,22.12,144.6776131,7.32,148.6607143,553.7048281,228.550181,165.726817,143.7640981,143.6875
334.0266,123.1423,141.3009,231.5324,235.7102,80.2,68.65,32.53,553.7048281,22.52,228.550181,148.6607143,273.7182678,143.6875,165.726817,543.3009382
152.04,141.3009,334.0266,128.8117,231.5324,70.77,80.2,20.73,148.6607143,22.12,273.7182678,228.550181,143.7640981,543.3009382,143.6875,148.670031
237.2937,334.0266,152.04,123.1423,128.8117,83.41,70.77,14.39,228.550181,32.53,143.7640981,273.7182678,165.726817,148.670031,543.3009382,225.7857519
222.3806,152.04,237.2937,141.3009,123.1423,61.93,83.41,19.67,273.7182678,20.73,165.726817,143.7640981,143.6875,225.7857519,148.670031,271.7475728
134.1776,237.2937,222.3806,334.0266,141.3009,66.02,61.93,9.96,143.7640981,14.39,143.6875,165.726817,543.3009382,271.7475728,225.7857519,141.4525433
123.1136,222.3806,134.1776,152.04,334.0266,56.5,66.02,27.1,165.726817,19.67,543.3009382,143.6875,148.670031,141.4525433,271.7475728,165.6480118
143.6501,134.1776,123.1136,237.2937,152.04,63.31,56.5,24.94,143.6875,9.96,148.670031,543.3009382,225.7857519,165.6480118,141.4525433,143.0343511
346.0351,123.1136,143.6501,222.3806,237.2937,78.26,63.31,35.48,543.3009382,27.1,225.7857519,148.670031,271.7475728,143.0343511,165.6480118,514.9638803
154.4649,143.6501,346.0351,134.1776,222.3806,61.97,78.26,25.59,148.670031,24.94,271.7475728,225.7857519,141.4525433,514.9638803,143.0343511,147.81491
236.5779,346.0351,154.4649,123.1136,134.1776,77.85,61.97,16.53,225.7857519,35.48,141.4525433,271.7475728,165.6480118,147.81491,514.9638803,223.0938335
227.0738,154.4649,236.5779,143.6501,123.1136,60.37,77.85,27.11,271.7475728,25.59,165.6480118,141.4525433,143.0343511,223.0938335,147.81491,273.2035928
134.9815,236.5779,227.0738,346.0351,143.6501,61.69,60.37,13.86,141.4525433,16.53,143.0343511,165.6480118,514.9638803,273.2035928,223.0938335,141.2563241
128.3286,227.0738,134.9815,154.4649,346.0351,54.45,61.69,28.87,165.6480118,27.11,514.9638803,143.0343511,147.81491,141.2563241,273.2035928,164.921466
143.7119,134.9815,128.3286,236.5779,154.4649,57.46,54.45,28.99,143.0343511,13.86,147.81491,514.9638803,223.0938335,164.921466,141.2563241,141.3017717
319.1688,128.3286,143.7119,227.0738,236.5779,77.06,57.46,37.89,514.9638803,28.87,223.0938335,147.81491,273.2035928,141.3017717,164.921466,493.2064591
153.3414,143.7119,319.1688,134.9815,227.0738,54.69,77.06,30.8,147.81491,28.99,273.2035928,223.0938335,141.2563241,493.2064591,141.3017717,146.7231544
226.9263,319.1688,153.3414,128.3286,134.9815,72.81,54.69,17.64,223.0938335,37.89,141.2563241,273.2035928,164.921466,146.7231544,493.2064591,223.172735
234.8891,153.3414,226.9263,143.7119,128.3286,57.26,72.81,34.06,273.2035928,30.8,164.921466,141.2563241,141.3017717,223.172735,146.7231544,274.5913519
123.9446,226.9263,234.8891,319.1688,143.7119,57.18,57.26,17.66,141.2563241,17.64,141.3017717,164.921466,493.2064591,274.5913519,223.172735,140.9478695
129.8209,234.8891,123.9446,153.3414,319.1688,54.64,57.18,32.2,164.921466,34.06,493.2064591,141.3017717,146.7231544,140.9478695,274.5913519,164.2156863
137.2096,123.9446,129.8209,226.9263,153.3414,52.69,54.64,33.4,141.3017717,17.66,146.7231544,493.2064591,223.172735,164.2156863,140.9478695,139.5348837
322.5608,129.8209,137.2096,234.8891,226.9263,76.45,52.69,38.02,493.2064591,32.2,223.172735,146.7231544,274.5913519,139.5348837,164.2156863,527.1378368
145.4746,137.2096,322.5608,123.9446,234.8891,53.31,76.45,35.96,146.7231544,33.4,274.5913519,223.172735,140.9478695,527.1378368,139.5348837,146.1931291
214.5177,322.5608,145.4746,129.8209,123.9446,69.23,53.31,18.38,223.172735,38.02,140.9478695,274.5913519,164.2156863,146.1931291,527.1378368,224.2152466
236.9216,145.4746,214.5177,137.2096,129.8209,54.35,69.23,35.78,274.5913519,35.96,164.2156863,140.9478695,139.5348837,224.2152466,146.1931291,274.6774964
