MSPt-1,MSPt-3,MSPt-2,MSPt-5,MSPt-6,IVt-1,IVt-2,DVt-3,MLPt-8,DVt-5,MLPt-6,MLPt-7,MLPt-5,MLPt-2,MLPt-3,MLPt-1
111.0876,220.1588,131.0315112,135.7289,145.5983138,26.75,39.47,41.97,162.4109785,69.09,167.5653098,134.7222222,136.9156002,137.1428571,248.9583333,164.8622047
123.3062,131.0315112,111.0876,198.4896,135.7289,28.62,26.75,44.94,134.7222222,47.92,136.9156002,167.5653098,202.4488389,164.8622047,137.1428571,136.7982216
183.6756591,111.0876,123.3062,220.1588,198.4896,32.46,28.62,60.6,167.5653098,41.97,202.4488389,136.9156002,248.9583333,136.7982216,164.8622047,222.7299337
139.1581,123.3062,183.6756591,131.0315112,220.1588,21.33,32.46,54.43,136.9156002,44.94,248.9583333,202.4488389,137.1428571,222.7299337,136.7982216,138.3663366
208.553,183.6756591,139.1581,111.0876,131.0315112,40.61,21.33,55.93,202.4488389,60.6,137.1428571,248.9583333,164.8622047,138.3663366,222.7299337,203.6652835
217.6544,139.1581,208.553,123.3062,111.0876,42.38,40.61,64.62,248.9583333,54.43,164.8622047,137.1428571,136.7982216,203.6652835,138.3663366,249.9233129
180.3576904,208.553,217.6544,183.6756591,123.3062,45.68,42.38,42.47,137.1428571,55.93,136.7982216,164.8622047,222.7299337,249.9233129,203.6652835,143.0713312
113.1047,217.6544,180.3576904,139.1581,183.6756591,27.3,45.68,40.03,164.8622047,64.62,222.7299337,136.7982216,138.3663366,143.0713312,249.9233129,165.9539535
128.6435,180.3576904,113.1047,208.553,139.1581,31.78,27.3,39.31,136.7982216,42.47,138.3663366,222.7299337,203.6652835,165.9539535,143.0713312,138.113678
132.4025076,113.1047,128.6435,217.6544,208.553,35.1,31.78,59.85,222.7299337,40.03,203.6652835,138.3663366,249.9233129,138.113678,165.9539535,210.1269812
142.2194,128.6435,132.4025076,180.3576904,217.6544,24.41,35.1,49.79,138.3663366,39.31,249.9233129,203.6652835,143.0713312,210.1269812,138.113678,138.6577926
218.4403,132.4025076,142.2194,113.1047,180.3576904,45.26,24.41,54.32,203.6652835,59.85,143.0713312,249.9233129,165.9539535,138.6577926,210.1269812,202.1886792
217.2166,142.2194,218.4403,128.6435,113.1047,46.4,45.26,60.77,249.9233129,49.79,165.9539535,143.0713312,138.113678,202.1886792,138.6577926,251.585652
203.2537693,218.4403,217.2166,132.4025076,128.6435,43.52,46.4,37.8,143.0713312,54.32,138.113678,165.9539535,210.1269812,251.585652,202.1886792,140.0442478
117.5946,217.2166,203.2537693,142.2194,132.4025076,26.82,43.52,36.29,165.9539535,60.77,210.1269812,138.113678,138.6577926,140.0442478,251.585652,164.7013671
131.9071,203.2537693,117.5946,218.4403,142.2194,34.32,26.82,40.73,138.113678,37.8,138.6577926,210.1269812,202.1886792,164.7013671,140.0442478,139.1079159
156.9048228,117.5946,131.9071,217.2166,218.4403,38.05,34.32,60.17,210.1269812,36.29,202.1886792,138.6577926,251.585652,139.1079159,164.7013671,183.4822701
143.311,131.9071,156.9048228,203.2537693,217.2166,24.27,38.05,46.22,138.6577926,40.73,251.585652,202.1886792,140.0442478,183.4822701,139.1079159,137.6190476
221.0968,156.9048228,143.311,117.5946,203.2537693,50.66,24.27,50.81,202.1886792,60.17,140.0442478,251.585652,164.7013671,137.6190476,183.4822701,199.828085
214.1942,143.311,221.0968,131.9071,117.5946,48.01,50.66,60.74,251.585652,46.22,164.7013671,140.0442478,139.1079159,199.828085,137.6190476,254.8689942
207.3499284,221.0968,214.1942,156.9048228,131.9071,43.45,48.01,33.13,140.0442478,50.81,139.1079159,164.7013671,183.4822701,254.8689942,199.828085,139.8433128
122.8737,214.1942,207.3499284,143.311,156.9048228,25.72,43.45,34.79,164.7013671,60.74,183.4822701,139.1079159,137.6190476,139.8433128,254.8689942,165.719697
134.0315,207.3499284,122.8737,221.0968,143.311,36.79,25.72,41.89,139.1079159,33.13,137.6190476,183.4822701,199.828085,165.719697,139.8433128,138.8313413
183.7299972,122.8737,134.0315,214.1942,221.0968,38.76,36.79,61.11,183.4822701,34.79,199.828085,137.6190476,254.8689942,138.8313413,165.719697,191.1672888
144.4426,134.0315,183.7299972,207.3499284,214.1942,24.19,38.76,43.39,137.6190476,41.89,254.8689942,199.828085,139.8433128,191.1672888,138.8313413,136.787031
219.1591,183.7299972,144.4426,122.8737,207.3499284,54.59,24.19,50.41,199.828085,61.11,139.8433128,254.8689942,165.719697,136.787031,191.1672888,197.2972973
212.9739,144.4426,219.1591,134.0315,122.8737,48.54,54.59,60.78,254.8689942,43.39,165.719697,139.8433128,138.8313413,197.2972973,136.787031,252.4417375
169.8088425,219.1591,212.9739,183.7299972,134.0315,45.18,48.54,30.02,139.8433128,50.41,138.8313413,165.719697,191.1672888,252.4417375,197.2972973,137.7479928
123.7736,212.9739,169.8088425,144.4426,183.7299972,25.51,45.18,34.02,165.719697,60.78,191.1672888,138.8313413,136.787031,137.7479928,252.4417375,162.5822841
134.8139,169.8088425,123.7736,219.1591,144.4426,35.88,25.51,40.62,138.8313413,30.02,136.787031,191.1672888,197.2972973,162.5822841,137.7479928,138.3410642
191.6544464,123.7736,134.8139,212.9739,219.1591,39.22,35.88,62.01,191.1672888,34.02,197.2972973,136.787031,252.4417375,138.3410642,162.5822841,548.8893677
143.3179,134.8139,191.6544464,169.8088425,212.9739,27.44,39.22,44.58,136.787031,40.62,252.4417375,197.2972973,137.7479928,548.8893677,138.3410642,136.787031
213.3334,191.6544464,143.3179,123.7736,169.8088425,58.14,27.44,50.62,197.2972973,62.01,137.7479928,252.4417375,162.5822841,136.787031,548.8893677,198.4126984
218.7727,143.3179,213.3334,134.8139,123.7736,48.8,58.14,57.14,252.4417375,44.58,162.5822841,137.7479928,138.3410642,198.4126984,136.787031,257.8651685
147.3909055,213.3334,218.7727,191.6544464,134.8139,46.34,48.8,27.41,137.7479928,50.62,138.3410642,162.5822841,548.8893677,257.8651685,198.4126984,136.2540193
120.2393,218.7727,147.3909055,143.3179,191.6544464,25.47,46.34,33.76,162.5822841,57.14,548.8893677,138.3410642,136.787031,136.2540193,257.8651685,163.7547249
133.6734,147.3909055,120.2393,213.3334,143.3179,37.0,25.47,38.8,138.3410642,27.41,136.787031,548.8893677,198.4126984,163.7547249,136.2540193,137.0767494
207.2691045,120.2393,133.6734,218.7727,213.3334,39.55,37.0,62.24,548.8893677,33.76,198.4126984,136.787031,257.8651685,137.0767494,163.7547249,532.5159915
142.8802,133.6734,207.2691045,147.3909055,218.7727,31.14,39.55,44.31,136.787031,38.8,257.8651685,198.4126984,136.2540193,532.5159915,137.0767494,136.6173121
207.4576,207.2691045,142.8802,120.2393,147.3909055,60.76,31.14,49.41,198.4126984,62.24,136.2540193,257.8651685,163.7547249,136.6173121,532.5159915,198.9695583
217.6177,142.8802,207.4576,133.6734,120.2393,46.1,60.76,53.24,257.8651685,44.31,163.7547249,136.2540193,137.0767494,198.9695583,136.6173121,256.3274573
