BSIt-12,BSIt-11,BSIt-10,BSIt-9,BSIt-8,BSIt-7,BSIt-6,BSIt-5,BSIt-4,BSIt-3,BSIt-2,BSIt-1
6.29489603,2.567677972,3.57531595,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.881923281,2.018657312,4.480151229,5.236294896
2.567677972,3.57531595,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.881923281,2.018657312,4.480151229,5.236294896,0.680529301
3.57531595,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.881923281,2.018657312,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.881923281,2.018657312,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.881923281,2.018657312,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.404062755
0.680529301,2.854442344,6.29489603,2.881923281,2.018657312,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.404062755,4.265285886
2.854442344,6.29489603,2.881923281,2.018657312,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.404062755,4.265285886,4.480151229
6.29489603,2.881923281,2.018657312,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.404062755,4.265285886,4.480151229,5.236294896
2.881923281,2.018657312,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.404062755,4.265285886,4.480151229,5.236294896,0.680529301
2.018657312,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.404062755,4.265285886,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.404062755,4.265285886,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.404062755,4.265285886,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.663190404
0.680529301,2.854442344,6.29489603,5.404062755,4.265285886,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.663190404,0.999827613
2.854442344,6.29489603,5.404062755,4.265285886,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.663190404,0.999827613,4.480151229
6.29489603,5.404062755,4.265285886,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.663190404,0.999827613,4.480151229,5.236294896
5.404062755,4.265285886,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.663190404,0.999827613,4.480151229,5.236294896,0.680529301
4.265285886,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.663190404,0.999827613,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.663190404,0.999827613,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.663190404,0.999827613,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.431366989
0.680529301,2.854442344,6.29489603,5.663190404,0.999827613,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.431366989,3.287639702
2.854442344,6.29489603,5.663190404,0.999827613,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.431366989,3.287639702,4.480151229
6.29489603,5.663190404,0.999827613,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.431366989,3.287639702,4.480151229,5.236294896
5.663190404,0.999827613,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.431366989,3.287639702,4.480151229,5.236294896,0.680529301
0.999827613,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.431366989,3.287639702,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.431366989,3.287639702,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.431366989,3.287639702,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.421548633
0.680529301,2.854442344,6.29489603,5.431366989,3.287639702,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.421548633,6.002612711
2.854442344,6.29489603,5.431366989,3.287639702,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.421548633,6.002612711,4.480151229
6.29489603,5.431366989,3.287639702,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.421548633,6.002612711,4.480151229,5.236294896
5.431366989,3.287639702,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.421548633,6.002612711,4.480151229,5.236294896,0.680529301
3.287639702,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.421548633,6.002612711,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.421548633,6.002612711,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,4.421548633,6.002612711,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.064483819
0.680529301,2.854442344,6.29489603,4.421548633,6.002612711,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.064483819,1.879319581
2.854442344,6.29489603,4.421548633,6.002612711,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.064483819,1.879319581,4.480151229
6.29489603,4.421548633,6.002612711,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.064483819,1.879319581,4.480151229,5.236294896
4.421548633,6.002612711,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.064483819,1.879319581,4.480151229,5.236294896,0.680529301
6.002612711,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.064483819,1.879319581,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.064483819,1.879319581,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.064483819,1.879319581,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.321614247
0.680529301,2.854442344,6.29489603,2.064483819,1.879319581,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.321614247,1.257597086
2.854442344,6.29489603,2.064483819,1.879319581,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.321614247,1.257597086,4.480151229
6.29489603,2.064483819,1.879319581,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.321614247,1.257597086,4.480151229,5.236294896
2.064483819,1.879319581,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.321614247,1.257597086,4.480151229,5.236294896,0.680529301
1.879319581,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.321614247,1.257597086,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.321614247,1.257597086,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.321614247,1.257597086,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.993722093
0.680529301,2.854442344,6.29489603,2.321614247,1.257597086,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.993722093,3.122093371
2.854442344,6.29489603,2.321614247,1.257597086,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.993722093,3.122093371,4.480151229
6.29489603,2.321614247,1.257597086,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.993722093,3.122093371,4.480151229,5.236294896
2.321614247,1.257597086,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.993722093,3.122093371,4.480151229,5.236294896,0.680529301
1.257597086,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.993722093,3.122093371,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.993722093,3.122093371,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,1.993722093,3.122093371,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.163279937
0.680529301,2.854442344,6.29489603,1.993722093,3.122093371,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.163279937,3.519371662
2.854442344,6.29489603,1.993722093,3.122093371,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.163279937,3.519371662,4.480151229
6.29489603,1.993722093,3.122093371,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.163279937,3.519371662,4.480151229,5.236294896
1.993722093,3.122093371,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.163279937,3.519371662,4.480151229,5.236294896,0.680529301
3.122093371,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.163279937,3.519371662,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.163279937,3.519371662,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,3.163279937,3.519371662,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.168648355
0.680529301,2.854442344,6.29489603,3.163279937,3.519371662,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.168648355,6.267656697
2.854442344,6.29489603,3.163279937,3.519371662,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.168648355,6.267656697,4.480151229
6.29489603,3.163279937,3.519371662,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.168648355,6.267656697,4.480151229,5.236294896
3.163279937,3.519371662,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.168648355,6.267656697,4.480151229,5.236294896,0.680529301
3.519371662,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.168648355,6.267656697,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.168648355,6.267656697,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,3.168648355,6.267656697,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.508607534
0.680529301,2.854442344,6.29489603,3.168648355,6.267656697,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.508607534,0.980328384
2.854442344,6.29489603,3.168648355,6.267656697,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.508607534,0.980328384,4.480151229
6.29489603,3.168648355,6.267656697,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.508607534,0.980328384,4.480151229,5.236294896
3.168648355,6.267656697,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.508607534,0.980328384,4.480151229,5.236294896,0.680529301
6.267656697,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.508607534,0.980328384,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.508607534,0.980328384,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.508607534,0.980328384,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.895354381
0.680529301,2.854442344,6.29489603,5.508607534,0.980328384,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.895354381,0.841931721
2.854442344,6.29489603,5.508607534,0.980328384,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.895354381,0.841931721,4.480151229
6.29489603,5.508607534,0.980328384,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.895354381,0.841931721,4.480151229,5.236294896
5.508607534,0.980328384,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.895354381,0.841931721,4.480151229,5.236294896,0.680529301
0.980328384,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.895354381,0.841931721,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.895354381,0.841931721,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.895354381,0.841931721,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.859675345
0.680529301,2.854442344,6.29489603,2.895354381,0.841931721,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.859675345,5.965348163
2.854442344,6.29489603,2.895354381,0.841931721,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.859675345,5.965348163,4.480151229
6.29489603,2.895354381,0.841931721,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.859675345,5.965348163,4.480151229,5.236294896
2.895354381,0.841931721,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.859675345,5.965348163,4.480151229,5.236294896,0.680529301
0.841931721,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.859675345,5.965348163,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.859675345,5.965348163,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.859675345,5.965348163,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.948435978
0.680529301,2.854442344,6.29489603,2.859675345,5.965348163,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.948435978,6.120439054
2.854442344,6.29489603,2.859675345,5.965348163,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.948435978,6.120439054,4.480151229
6.29489603,2.859675345,5.965348163,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.948435978,6.120439054,4.480151229,5.236294896
2.859675345,5.965348163,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.948435978,6.120439054,4.480151229,5.236294896,0.680529301
5.965348163,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.948435978,6.120439054,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.948435978,6.120439054,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.948435978,6.120439054,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.540385444
0.680529301,2.854442344,6.29489603,2.948435978,6.120439054,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.540385444,5.615348424
2.854442344,6.29489603,2.948435978,6.120439054,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.540385444,5.615348424,4.480151229
6.29489603,2.948435978,6.120439054,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.540385444,5.615348424,4.480151229,5.236294896
2.948435978,6.120439054,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.540385444,5.615348424,4.480151229,5.236294896,0.680529301
6.120439054,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.540385444,5.615348424,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.540385444,5.615348424,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,4.540385444,5.615348424,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.248380154
0.680529301,2.854442344,6.29489603,4.540385444,5.615348424,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.248380154,2.935793683
2.854442344,6.29489603,4.540385444,5.615348424,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.248380154,2.935793683,4.480151229
6.29489603,4.540385444,5.615348424,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.248380154,2.935793683,4.480151229,5.236294896
4.540385444,5.615348424,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.248380154,2.935793683,4.480151229,5.236294896,0.680529301
5.615348424,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.248380154,2.935793683,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.248380154,2.935793683,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.248380154,2.935793683,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.15037733
0.680529301,2.854442344,6.29489603,5.248380154,2.935793683,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.15037733,5.397090791
2.854442344,6.29489603,5.248380154,2.935793683,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.15037733,5.397090791,4.480151229
6.29489603,5.248380154,2.935793683,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.15037733,5.397090791,4.480151229,5.236294896
5.248380154,2.935793683,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.15037733,5.397090791,4.480151229,5.236294896,0.680529301
2.935793683,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.15037733,5.397090791,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.15037733,5.397090791,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.15037733,5.397090791,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.143645828
0.680529301,2.854442344,6.29489603,5.15037733,5.397090791,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.143645828,3.600454738
2.854442344,6.29489603,5.15037733,5.397090791,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.143645828,3.600454738,4.480151229
6.29489603,5.15037733,5.397090791,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.143645828,3.600454738,4.480151229,5.236294896
5.15037733,5.397090791,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.143645828,3.600454738,4.480151229,5.236294896,0.680529301
5.397090791,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.143645828,3.600454738,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.143645828,3.600454738,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.143645828,3.600454738,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.830536068
0.680529301,2.854442344,6.29489603,5.143645828,3.600454738,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.830536068,2.235018827
2.854442344,6.29489603,5.143645828,3.600454738,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.830536068,2.235018827,4.480151229
6.29489603,5.143645828,3.600454738,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.830536068,2.235018827,4.480151229,5.236294896
5.143645828,3.600454738,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.830536068,2.235018827,4.480151229,5.236294896,0.680529301
3.600454738,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.830536068,2.235018827,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.830536068,2.235018827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.830536068,2.235018827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.913402008
0.680529301,2.854442344,6.29489603,5.830536068,2.235018827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.913402008,5.32809047
2.854442344,6.29489603,5.830536068,2.235018827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.913402008,5.32809047,4.480151229
