BSIt-12,BSIt-11,BSIt-10,BSIt-9,BSIt-8,BSIt-7,BSIt-6,BSIt-5,BSIt-4,BSIt-3,BSIt-2,BSIt-1
6.29489603,5.830536068,2.235018827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.913402008,5.32809047,4.480151229,5.236294896
5.830536068,2.235018827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.913402008,5.32809047,4.480151229,5.236294896,0.680529301
2.235018827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.913402008,5.32809047,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.913402008,5.32809047,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,0.913402008,5.32809047,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.353834521
0.680529301,2.854442344,6.29489603,0.913402008,5.32809047,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.353834521,2.193511836
2.854442344,6.29489603,0.913402008,5.32809047,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.353834521,2.193511836,4.480151229
6.29489603,0.913402008,5.32809047,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.353834521,2.193511836,4.480151229,5.236294896
0.913402008,5.32809047,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.353834521,2.193511836,4.480151229,5.236294896,0.680529301
5.32809047,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.353834521,2.193511836,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.353834521,2.193511836,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.353834521,2.193511836,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.792149051
0.680529301,2.854442344,6.29489603,2.353834521,2.193511836,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.792149051,3.173634083
2.854442344,6.29489603,2.353834521,2.193511836,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.792149051,3.173634083,4.480151229
6.29489603,2.353834521,2.193511836,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.792149051,3.173634083,4.480151229,5.236294896
2.353834521,2.193511836,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.792149051,3.173634083,4.480151229,5.236294896,0.680529301
2.193511836,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.792149051,3.173634083,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.792149051,3.173634083,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,0.792149051,3.173634083,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.279205122
0.680529301,2.854442344,6.29489603,0.792149051,3.173634083,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.279205122,2.661517752
2.854442344,6.29489603,0.792149051,3.173634083,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.279205122,2.661517752,4.480151229
6.29489603,0.792149051,3.173634083,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.279205122,2.661517752,4.480151229,5.236294896
0.792149051,3.173634083,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.279205122,2.661517752,4.480151229,5.236294896,0.680529301
3.173634083,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.279205122,2.661517752,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.279205122,2.661517752,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.279205122,2.661517752,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.170468952
0.680529301,2.854442344,6.29489603,5.279205122,2.661517752,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.170468952,1.415793325
2.854442344,6.29489603,5.279205122,2.661517752,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.170468952,1.415793325,4.480151229
6.29489603,5.279205122,2.661517752,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.170468952,1.415793325,4.480151229,5.236294896
5.279205122,2.661517752,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.170468952,1.415793325,4.480151229,5.236294896,0.680529301
2.661517752,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.170468952,1.415793325,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.170468952,1.415793325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,6.170468952,1.415793325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.385245424
0.680529301,2.854442344,6.29489603,6.170468952,1.415793325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.385245424,3.701586229
2.854442344,6.29489603,6.170468952,1.415793325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.385245424,3.701586229,4.480151229
6.29489603,6.170468952,1.415793325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.385245424,3.701586229,4.480151229,5.236294896
6.170468952,1.415793325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.385245424,3.701586229,4.480151229,5.236294896,0.680529301
1.415793325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.385245424,3.701586229,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.385245424,3.701586229,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,1.385245424,3.701586229,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.590873217
0.680529301,2.854442344,6.29489603,1.385245424,3.701586229,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.590873217,3.054900203
2.854442344,6.29489603,1.385245424,3.701586229,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.590873217,3.054900203,4.480151229
6.29489603,1.385245424,3.701586229,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.590873217,3.054900203,4.480151229,5.236294896
1.385245424,3.701586229,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.590873217,3.054900203,4.480151229,5.236294896,0.680529301
3.701586229,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.590873217,3.054900203,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.590873217,3.054900203,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.590873217,3.054900203,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.64721963
0.680529301,2.854442344,6.29489603,2.590873217,3.054900203,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.64721963,0.721914929
2.854442344,6.29489603,2.590873217,3.054900203,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.64721963,0.721914929,4.480151229
6.29489603,2.590873217,3.054900203,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.64721963,0.721914929,4.480151229,5.236294896
2.590873217,3.054900203,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.64721963,0.721914929,4.480151229,5.236294896,0.680529301
3.054900203,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.64721963,0.721914929,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.64721963,0.721914929,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,4.64721963,0.721914929,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.742982624
0.680529301,2.854442344,6.29489603,4.64721963,0.721914929,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.742982624,3.656105809
2.854442344,6.29489603,4.64721963,0.721914929,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.742982624,3.656105809,4.480151229
6.29489603,4.64721963,0.721914929,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.742982624,3.656105809,4.480151229,5.236294896
4.64721963,0.721914929,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.742982624,3.656105809,4.480151229,5.236294896,0.680529301
0.721914929,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.742982624,3.656105809,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.742982624,3.656105809,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.742982624,3.656105809,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.106131173
0.680529301,2.854442344,6.29489603,5.742982624,3.656105809,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.106131173,3.817547325
2.854442344,6.29489603,5.742982624,3.656105809,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.106131173,3.817547325,4.480151229
6.29489603,5.742982624,3.656105809,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.106131173,3.817547325,4.480151229,5.236294896
5.742982624,3.656105809,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.106131173,3.817547325,4.480151229,5.236294896,0.680529301
3.656105809,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.106131173,3.817547325,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.106131173,3.817547325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,3.106131173,3.817547325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.285582837
0.680529301,2.854442344,6.29489603,3.106131173,3.817547325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.285582837,0.75496375
2.854442344,6.29489603,3.106131173,3.817547325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.285582837,0.75496375,4.480151229
6.29489603,3.106131173,3.817547325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.285582837,0.75496375,4.480151229,5.236294896
3.106131173,3.817547325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.285582837,0.75496375,4.480151229,5.236294896,0.680529301
3.817547325,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.285582837,0.75496375,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.285582837,0.75496375,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,3.285582837,0.75496375,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.354090117
0.680529301,2.854442344,6.29489603,3.285582837,0.75496375,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.354090117,4.334601298
2.854442344,6.29489603,3.285582837,0.75496375,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.354090117,4.334601298,4.480151229
6.29489603,3.285582837,0.75496375,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.354090117,4.334601298,4.480151229,5.236294896
3.285582837,0.75496375,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.354090117,4.334601298,4.480151229,5.236294896,0.680529301
0.75496375,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.354090117,4.334601298,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.354090117,4.334601298,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.354090117,4.334601298,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.663979515
0.680529301,2.854442344,6.29489603,2.354090117,4.334601298,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.663979515,4.831756347
2.854442344,6.29489603,2.354090117,4.334601298,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.663979515,4.831756347,4.480151229
6.29489603,2.354090117,4.334601298,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.663979515,4.831756347,4.480151229,5.236294896
2.354090117,4.334601298,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.663979515,4.831756347,4.480151229,5.236294896,0.680529301
4.334601298,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.663979515,4.831756347,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.663979515,4.831756347,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,1.663979515,4.831756347,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.431365512
0.680529301,2.854442344,6.29489603,1.663979515,4.831756347,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.431365512,2.795340856
2.854442344,6.29489603,1.663979515,4.831756347,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.431365512,2.795340856,4.480151229
6.29489603,1.663979515,4.831756347,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.431365512,2.795340856,4.480151229,5.236294896
1.663979515,4.831756347,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.431365512,2.795340856,4.480151229,5.236294896,0.680529301
4.831756347,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.431365512,2.795340856,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.431365512,2.795340856,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,1.431365512,2.795340856,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.964514641
0.680529301,2.854442344,6.29489603,1.431365512,2.795340856,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.964514641,1.400462995
2.854442344,6.29489603,1.431365512,2.795340856,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.964514641,1.400462995,4.480151229
6.29489603,1.431365512,2.795340856,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.964514641,1.400462995,4.480151229,5.236294896
1.431365512,2.795340856,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.964514641,1.400462995,4.480151229,5.236294896,0.680529301
2.795340856,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.964514641,1.400462995,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.964514641,1.400462995,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,4.964514641,1.400462995,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.267111949
0.680529301,2.854442344,6.29489603,4.964514641,1.400462995,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.267111949,2.086968827
2.854442344,6.29489603,4.964514641,1.400462995,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.267111949,2.086968827,4.480151229
6.29489603,4.964514641,1.400462995,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.267111949,2.086968827,4.480151229,5.236294896
4.964514641,1.400462995,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.267111949,2.086968827,4.480151229,5.236294896,0.680529301
1.400462995,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.267111949,2.086968827,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.267111949,2.086968827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,1.267111949,2.086968827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.314454216
0.680529301,2.854442344,6.29489603,1.267111949,2.086968827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.314454216,2.981414877
2.854442344,6.29489603,1.267111949,2.086968827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.314454216,2.981414877,4.480151229
6.29489603,1.267111949,2.086968827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.314454216,2.981414877,4.480151229,5.236294896
1.267111949,2.086968827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.314454216,2.981414877,4.480151229,5.236294896,0.680529301
2.086968827,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.314454216,2.981414877,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.314454216,2.981414877,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,1.314454216,2.981414877,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.098228291
0.680529301,2.854442344,6.29489603,1.314454216,2.981414877,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.098228291,5.646061171
2.854442344,6.29489603,1.314454216,2.981414877,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.098228291,5.646061171,4.480151229
6.29489603,1.314454216,2.981414877,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.098228291,5.646061171,4.480151229,5.236294896
1.314454216,2.981414877,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.098228291,5.646061171,4.480151229,5.236294896,0.680529301
2.981414877,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.098228291,5.646061171,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.098228291,5.646061171,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.098228291,5.646061171,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.789753779
0.680529301,2.854442344,6.29489603,5.098228291,5.646061171,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.789753779,2.668037369
2.854442344,6.29489603,5.098228291,5.646061171,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.789753779,2.668037369,4.480151229
6.29489603,5.098228291,5.646061171,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.789753779,2.668037369,4.480151229,5.236294896
5.098228291,5.646061171,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.789753779,2.668037369,4.480151229,5.236294896,0.680529301
5.646061171,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.789753779,2.668037369,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.789753779,2.668037369,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,4.789753779,2.668037369,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.958821344
0.680529301,2.854442344,6.29489603,4.789753779,2.668037369,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.958821344,3.47858117
2.854442344,6.29489603,4.789753779,2.668037369,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.958821344,3.47858117,4.480151229
6.29489603,4.789753779,2.668037369,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.958821344,3.47858117,4.480151229,5.236294896
4.789753779,2.668037369,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.958821344,3.47858117,4.480151229,5.236294896,0.680529301
2.668037369,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.958821344,3.47858117,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.958821344,3.47858117,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,3.958821344,3.47858117,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.258561005
0.680529301,2.854442344,6.29489603,3.958821344,3.47858117,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.258561005,4.936017382
2.854442344,6.29489603,3.958821344,3.47858117,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.258561005,4.936017382,4.480151229
6.29489603,3.958821344,3.47858117,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.258561005,4.936017382,4.480151229,5.236294896
3.958821344,3.47858117,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.258561005,4.936017382,4.480151229,5.236294896,0.680529301
3.47858117,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.258561005,4.936017382,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,1.258561005,4.936017382,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,1.258561005,4.936017382,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.702810323
0.680529301,2.854442344,6.29489603,1.258561005,4.936017382,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.702810323,5.26986869
2.854442344,6.29489603,1.258561005,4.936017382,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.702810323,5.26986869,4.480151229
6.29489603,1.258561005,4.936017382,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.702810323,5.26986869,4.480151229,5.236294896
1.258561005,4.936017382,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.702810323,5.26986869,4.480151229,5.236294896,0.680529301
4.936017382,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.702810323,5.26986869,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,4.702810323,5.26986869,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,4.702810323,5.26986869,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.227954124
0.680529301,2.854442344,6.29489603,4.702810323,5.26986869,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.227954124,2.748571871
2.854442344,6.29489603,4.702810323,5.26986869,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.227954124,2.748571871,4.480151229
6.29489603,4.702810323,5.26986869,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.227954124,2.748571871,4.480151229,5.236294896
4.702810323,5.26986869,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.227954124,2.748571871,4.480151229,5.236294896,0.680529301
5.26986869,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.227954124,2.748571871,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.227954124,2.748571871,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,6.227954124,2.748571871,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.734349004
0.680529301,2.854442344,6.29489603,6.227954124,2.748571871,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.734349004,5.230223528
2.854442344,6.29489603,6.227954124,2.748571871,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.734349004,5.230223528,4.480151229
6.29489603,6.227954124,2.748571871,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.734349004,5.230223528,4.480151229,5.236294896
6.227954124,2.748571871,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.734349004,5.230223528,4.480151229,5.236294896,0.680529301
2.748571871,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.734349004,5.230223528,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,0.734349004,5.230223528,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,0.734349004,5.230223528,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.213538008
0.680529301,2.854442344,6.29489603,0.734349004,5.230223528,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.213538008,1.977371455
2.854442344,6.29489603,0.734349004,5.230223528,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.213538008,1.977371455,4.480151229
6.29489603,0.734349004,5.230223528,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.213538008,1.977371455,4.480151229,5.236294896
0.734349004,5.230223528,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.213538008,1.977371455,4.480151229,5.236294896,0.680529301
5.230223528,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.213538008,1.977371455,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,5.213538008,1.977371455,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,5.213538008,1.977371455,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.158074093
0.680529301,2.854442344,6.29489603,5.213538008,1.977371455,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.158074093,3.120835622
2.854442344,6.29489603,5.213538008,1.977371455,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.158074093,3.120835622,4.480151229
6.29489603,5.213538008,1.977371455,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.158074093,3.120835622,4.480151229,5.236294896
5.213538008,1.977371455,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.158074093,3.120835622,4.480151229,5.236294896,0.680529301
1.977371455,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.158074093,3.120835622,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,6.158074093,3.120835622,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,6.158074093,3.120835622,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.862653343
0.680529301,2.854442344,6.29489603,6.158074093,3.120835622,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.862653343,3.708677518
2.854442344,6.29489603,6.158074093,3.120835622,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.862653343,3.708677518,4.480151229
6.29489603,6.158074093,3.120835622,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.862653343,3.708677518,4.480151229,5.236294896
6.158074093,3.120835622,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.862653343,3.708677518,4.480151229,5.236294896,0.680529301
3.120835622,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.862653343,3.708677518,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,2.862653343,3.708677518,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
5.236294896,0.680529301,2.854442344,6.29489603,2.862653343,3.708677518,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.921566479
0.680529301,2.854442344,6.29489603,2.862653343,3.708677518,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.921566479,5.210522737
2.854442344,6.29489603,2.862653343,3.708677518,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.921566479,5.210522737,4.480151229
6.29489603,2.862653343,3.708677518,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.921566479,5.210522737,4.480151229,5.236294896
2.862653343,3.708677518,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.921566479,5.210522737,4.480151229,5.236294896,0.680529301
3.708677518,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.921566479,5.210522737,4.480151229,5.236294896,0.680529301,2.854442344
4.480151229,5.236294896,0.680529301,2.854442344,6.29489603,3.921566479,5.210522737,4.480151229,5.236294896,0.680529301,2.854442344,6.29489603
