DT,MLP,MPC,SFL,SFG,IV,DV,TNV,BSI,PTR,MHI,MSP
2013-05-25,83.42128408,4.13523874,22.1733,77.82667,73.03,20.18,3.4602,9.766081871,8.42,2.510638298,89.3894
2013-05-28,135.167248,4.050632911,22.1733,77.82667,42.25,44.17,3.6514,8.771929825,9.19,4.617021277,114.9838
2013-06-05,222.5,4.00016,24.79,75.21,56.84,31.68,3.7431,8.693957115,12.87,7.276595745,218.974
2013-06-10,93.84255777,3.706449222,20.40333,79.59667,46.92,34.34,4.3641,5.828460039,7.81,2.489361702,90.061
2013-06-15,137.8210563,3.344481605,20.69,79.31,45.7,38.39,4.3118,8.518518519,10.3,8.106382979,133.2358
2013-06-18,95.80136785,3.706449222,15.73,84.27,53.36333333,33.9,3.937166667,8.050682261,7.52,3.234042553,120.4251
2013-06-20,88.6284156,5.003037616,20.40333,79.59667,52.83,36.41,4.0313,9.571150097,8.49,6.70212766,73.9547
2013-06-25,83.89312977,3.946772819,20.40333,79.59667,73.91,19.29,3.4683,9.766081871,8.31,2.510638298,85.6177
2013-06-28,134.8373812,4.566210046,20.40333,79.59667,43.98,43.29,3.7044,8.771929825,8.32,4.617021277,120.7071
2013-07-05,221.6666667,3.948407476,23.46,76.54,59.59,29.29,3.8043,8.693957115,12.85,7.276595745,224.6724
2013-07-10,92.88461538,3.857566766,20.80333,79.19667,48.29,32.81,4.424,5.828460039,7.87,2.489361702,91.8222
2013-07-15,135.6711916,3.383946165,21.42,78.58,46.6,37.27,4.3864,8.518518519,10.26,8.106382979,134.3875
2013-07-18,95.14285714,4.001881986,17.53,82.47,54.16166667,33.05,4.004133333,8.050682261,7.49,3.234042553,122.5345
2013-07-20,88.29022367,5.452726363,20.80333,79.19667,51.36,37.94,4.0349,9.571150097,8.55,6.70212766,77.8187
2013-07-25,83.89355742,4.15704388,20.80333,79.19667,73.72,19.42,3.5302,9.766081871,8.42,2.510638298,84.2444
2013-07-28,131.6008316,4.773698307,20.80333,79.19667,45.41,41.57,3.845,8.771929825,8.21,4.617021277,122.2618
2013-08-05,219.5,4.001539053,22.39,77.61,62.38,27.07,3.9025,8.693957115,12.79,7.276595745,230.2016
2013-08-10,92.4512987,3.846153846,20.04,79.96,51.46,30.51,4.4287,5.828460039,7.87,2.489361702,92.7527
2013-08-15,135.1758794,3.571290816,18.81,81.19,49.08,35.07,4.3914,8.518518519,10.26,8.106382979,133.8494
2013-08-18,95.54922919,3.637025034,18.92,81.08,55.17833333,32.30166667,3.98465,8.050682261,7.38,3.234042553,123.7279
2013-08-20,86.11887027,5.097397331,20.04,79.96,48.8,39.87,3.9375,9.571150097,8.19,6.70212766,79.567
2013-08-25,83.12161943,4.168403501,20.04,79.96,73.8,19.15,3.4332,9.766081871,8.8,2.510638298,85.9075
2013-08-28,130.1339286,4.166670139,20.04,79.96,45.55,42.14,3.8146,8.771929825,8.75,4.617021277,120.0891
2013-09-05,220.4831933,4.003202562,22.71,77.29,64.35,25.79,4.0238,8.693957115,12.79,7.276595745,232.2999
2013-09-10,91.31860312,3.725931483,18.73667,81.26333,52.17,30.11,4.5274,5.828460039,7.84,2.489361702,91.2624
2013-09-15,134.5222067,3.584229391,17.26,82.74,50.7,33.34,4.5055,8.518518519,10.32,8.106382979,132.7976
2013-09-18,95.58857373,3.776393608,16.24,83.76,55.53166667,31.86666667,4.05365,8.050682261,7.33,3.234042553,122.9201
2013-09-20,85.94939714,5.268703899,18.73667,81.26333,46.59,41.82,3.94,9.571150097,7.86,6.70212766,77.8776
2013-09-25,82.35747304,4.349717268,18.73667,81.26333,73.66,19.09,3.4761,9.766081871,9.41,2.510638298,85.9278
2013-09-28,133.155612,4.549590537,18.73667,81.26333,45.72,41.05,3.8491,8.771929825,9.06,4.617021277,117.3553
2013-10-05,221.3597402,4.00160064,22.27,77.73,66.86,23.93,4.11,8.693957115,12.92,7.276595745,224.5358
2013-10-10,91.99234458,3.777777778,21.44,78.56,52.46,30,4.4929,5.828460039,7.82,2.489361702,89.0235
2013-10-15,133.7616822,3.502501787,20.57,79.43,52.84,32.01,4.484,8.518518519,10.43,8.106382979,131.597
2013-10-18,95.07042254,3.895742488,21.48,78.52,56.60666667,31.04666667,4.047716667,8.050682261,7.49,3.234042553,119.3908
2013-10-20,84.95,5.066605067,21.44,78.56,48.6,39.99,3.8792,9.571150097,7.9,6.70212766,72.2389
2013-10-25,81.63648577,4.306220096,21.44,78.56,71.7,20.56,3.4252,9.766081871,9.51,2.510638298,88.2721
2013-10-28,131.6348433,4.792344498,21.44,78.56,47.18,39.79,3.895,8.771929825,8.24,4.617021277,110.6776
2013-11-05,226.5314004,4.090909091,21.86,78.14,69.18,22.47,4.1813,8.693957115,13.09,7.276595745,219.6845
2013-11-10,90.25794208,3.573981415,22.85,77.15,53.55,29.89,4.4832,5.828460039,7.71,2.489361702,86.88
2013-11-15,132.6425391,3.44862069,21.9,78.1,54.68,30.6,4.4325,8.518518519,10.42,8.106382979,130.1593
2013-11-18,93.61498328,3.743018325,24.79,75.21,57.33,31.02,4.05235,8.050682261,7.66,3.234042553,117.0321
2013-11-20,83.64312268,5.561735261,22.85,77.15,46.71,42.48,3.8592,9.571150097,8.44,6.70212766,70.739
2013-11-25,80.49450549,4.227928035,22.85,77.15,70.94,21.56,3.4045,9.766081871,8.99,2.510638298,83.9554
2013-11-28,130.3879257,4.485263186,22.85,77.15,48.92,39.12,3.9534,8.771929825,7.41,4.617021277,110.7743
2013-12-05,225,4.301075269,21.52,78.48,69.85,22.29,4.2535,8.693957115,13.24,7.276595745,218.2625
2013-12-10,89.21957672,4.003202562,22.28667,77.71333,54.07,30.17,4.4791,5.828460039,7.68,2.489361702,87.4236
2013-12-15,132.4559255,3.970452447,21.42,78.58,51.51,33.54,4.4734,8.518518519,10.48,8.106382979,131.1301
2013-12-18,93.75,4.19695014,23.92,76.08,56.39333333,32.29833333,4.0618,8.050682261,7.84,3.234042553,116.0995
2013-12-20,82,5.546292867,22.28667,77.71333,47.86,42.13,3.8526,9.571150097,8.73,6.70212766,68.1757
2013-12-25,80.625,5.459508644,22.28667,77.71333,65.31,26.84,3.3664,9.766081871,8.89,2.510638298,81.7218
2013-12-28,129.8076923,4.908658033,22.28667,77.71333,49.76,38.82,3.9458,8.771929825,7.54,4.617021277,109.8834
2014-01-05,227.272601,4.184100418,21.99,78.01,71.19,21.49,4.263,8.693957115,13.4,7.276595745,219.7259
2014-01-10,88.40673575,3.847633705,22.28333,77.71667,54.79,29.47,4.4519,5.828460039,7.77,2.489361702,86.8693
2014-01-15,133.6155013,3.636363636,19.86,80.14,51.43,34.24,4.4301,8.518518519,10.51,8.106382979,131.8198
2014-01-18,93.14798414,3.923076923,25,75,56.69666667,32.37333333,4.036866667,8.050682261,8.01,3.234042553,115.1255
2014-01-20,81.1298015,5.551137901,22.28333,77.71667,48.65,42.06,3.838,9.571150097,8.87,6.70212766,69.046
2014-01-25,80.84551344,5.102040816,22.28333,77.71667,60.29,31.43,3.3552,9.766081871,9.15,2.510638298,71.6857
2014-01-28,129.9949108,5.044208384,22.28333,77.71667,53.83,35.55,3.883,8.771929825,8.42,4.617021277,111.6064
2014-02-05,230.1566847,4.130335016,21.62,78.38,71.89,21.09,4.2591,8.693957115,13.43,7.276595745,218.242
2014-02-10,88.98540692,4.00160064,23.43333,76.56667,56.57,28.36,4.4019,5.828460039,7.84,2.489361702,86.4093
2014-02-15,134.4333136,3.68635059,26.06,73.94,54.32,32.26,4.3947,8.518518519,10.68,8.106382979,130.6052
2014-02-18,94.43053384,3.797468354,22.62,77.38,56.87833333,32.555,4.00095,8.050682261,8.19,3.234042553,113.667
2014-02-20,81.07311321,6.257822278,23.43333,76.56667,51.37,39.81,3.7623,9.571150097,8.76,6.70212766,71.3358
2014-02-25,81.69734151,3.870967742,23.43333,76.56667,52.81,38.51,3.36,9.766081871,9.18,2.510638298,69.2696
2014-02-28,130.4309339,4.413015206,23.43333,76.56667,54.31,35.3,3.8277,8.771929825,8.98,4.617021277,106.1442
2014-03-05,232.7363897,4,22.77,77.23,72.73,20.39,4.2736,8.693957115,13.46,7.276595745,215.7714
2014-03-10,89.8275403,3.586206897,23.86667,76.13333,56.54,28.2,4.3898,5.828460039,7.86,2.489361702,87.3222
2014-03-15,135.4489164,3.274784162,25.3,74.7,55.91,30.1,4.344,8.518518519,10.79,8.106382979,129.1402
2014-03-18,95.87529976,3.580094156,23.53,76.47,56.7,32.695,3.989583333,8.050682261,8.19,3.234042553,115.1291
2014-03-20,82.87663633,5.023365278,23.86667,76.13333,53.84,37.33,3.7888,9.571150097,8.48,6.70212766,66.4907
2014-03-25,83.99859944,4.257130694,23.86667,76.13333,46.81,44.81,3.3664,9.766081871,9,2.510638298,78.6
2014-03-28,130.9168154,4.16473343,23.86667,76.13333,54.37,35.34,3.7749,8.771929825,9.65,4.617021277,113.45
2014-04-05,235.5128063,3.851851852,21.95,78.05,73.35,20.26,4.2796,8.693957115,13.54,7.276595745,216.2832
2014-04-10,92.5893251,3.377499358,22.43667,77.56333,60.95,24.7,4.3844,5.828460039,8.12,2.489361702,88.1455
2014-04-15,136.3232645,3.364759084,24.32,75.68,53.94,33.65,4.3333,8.518518519,10.77,8.106382979,128.0586
2014-04-18,96.8157527,3.337041157,21.04,78.96,55.5,34.59,3.985033333,8.050682261,8.09,3.234042553,115.7906
2014-04-20,83.5125448,5.220063718,22.43667,77.56333,49,41.46,3.7516,9.571150097,7.79,6.70212766,67.8124
2014-04-25,85.43147976,3.754693367,22.43667,77.56333,43.45,48.86,3.4523,9.766081871,8.81,2.510638298,82.2152
2014-04-28,129.9715909,3.9410299,22.43667,77.56333,52.31,38.61,3.709,8.771929825,9.83,4.617021277,112.2287
2014-05-05,238.7781457,3.853564547,20.89,79.11,71.67,22.42,4.2567,8.693957115,13.51,7.276595745,220.5735
2014-05-10,93.12196022,3.573981415,20.26667,79.73333,60.49,25.76,4.3504,5.828460039,8.15,2.489361702,90.5768
2014-05-15,135.372151,3.227888961,18.07,81.93,50.22,38.71,4.2955,8.518518519,10.72,8.106382979,127.4609
2014-05-18,97.4691358,3.445378151,21.84,78.16,54.19166667,36.64666667,3.96085,8.050682261,8.07,3.234042553,116.3171
2014-05-20,85.20794476,4.766444233,20.26667,79.73333,49.66,41.79,3.7129,9.571150097,7.54,6.70212766,67.338
2014-05-25,86.15900383,4.349718091,20.26667,79.73333,43.19,49.67,3.5111,9.766081871,8.47,2.510638298,82.6506
2014-05-28,133.2197087,4.784688995,20.26667,79.73333,49.92,41.53,3.6385,8.771929825,9.55,4.617021277,109.3029
2014-06-05,242.5952045,3.84669633,21.65,78.35,69.5,24.76,4.2753,8.693957115,13.6,7.276595745,222.0578
2014-06-10,93.75,3.450655625,20.22667,79.77333,58.66,28.11,4.3911,5.828460039,8.07,2.489361702,91.1637
2014-06-15,135.0329914,3.395595526,19.07,80.93,47.45,42.89,4.2663,8.518518519,10.66,8.106382979,130.1635
2014-06-18,97.80907668,3.691194642,19.96,80.04,52.455,39.155,3.979033333,8.050682261,7.99,3.234042553,117.6557
2014-06-20,83.41645885,4.785894207,20.22667,79.77333,49.59,42.7,3.778,9.571150097,7.36,6.70212766,71.4171
2014-06-25,86.30380037,4.464285714,20.22667,79.77333,40.88,52.82,3.5381,9.766081871,8.22,2.510638298,80.0138
2014-06-28,132.0939335,4.137458668,20.22667,79.77333,48.65,43.65,3.6254,8.771929825,9.48,4.617021277,111.1182
2014-07-05,239.6876923,3.846153846,21.31,78.69,67.72,26.55,4.2747,8.693957115,13.32,7.276595745,223.1347
2014-07-10,92.93154762,3.588385728,21.32667,78.67333,55.53,31.11,4.3843,5.828460039,7.83,2.489361702,93.2434
2014-07-15,134.1602277,3.271458719,20.7,79.3,44.75,45.67,4.2506,8.518518519,10.39,8.106382979,133.6657
2014-07-18,95.77574342,3.597122302,21.97,78.03,49.785,42.09166667,3.96035,8.050682261,7.78,3.234042553,120.0093
2014-07-20,83.87589013,5.012531328,21.32667,78.67333,49.39,43.03,3.7806,9.571150097,7.64,6.70212766,75.2398
2014-07-25,86.04358847,4.252565054,21.32667,78.67333,33.88,60.62,3.4968,9.766081871,7.58,2.510638298,76.9763
2014-07-28,130.6553873,4.349717268,21.32667,78.67333,47.44,45.57,3.5751,8.771929825,9.49,4.617021277,117.7961
2014-08-05,238.372093,3.851091142,20.43,79.57,66.04,28.15,4.2648,8.693957115,13.23,7.276595745,228.2407
2014-08-10,91.59765625,3.679175865,19.01,80.99,51.97,34.4,4.3521,5.828460039,7.68,2.489361702,91.1135
2014-08-15,133.1697055,3.529411765,18.99,81.01,42.43,48.56,4.164,8.518518519,10.24,8.106382979,132.988
2014-08-18,94.19642857,3.575579054,17.61,82.39,47.51,44.60166667,3.939583333,8.050682261,7.44,3.234042553,121.6454
2014-08-20,83.41645885,5.137282359,19.01,80.99,49.34,43.59,3.7235,9.571150097,7.63,6.70212766,79.9611
2014-08-25,85.34657625,4.897959184,19.01,80.99,29.06,65.85,3.5429,9.766081871,7.35,2.510638298,79.129
2014-08-28,130.4646441,4.366812227,19.01,80.99,46.22,47.06,3.5902,8.771929825,10.11,4.617021277,118.4401
2014-09-05,238.2474376,3.853564547,20.39,79.61,64.39,29.72,4.2368,8.693957115,13.19,7.276595745,228.2719
2014-09-10,91.17286461,3.636363636,20.02333,79.97667,48.94,37.51,4.3732,5.828460039,7.64,2.489361702,89.8014
2014-09-15,132.880629,3.420895322,19.97,80.03,40.31,51.45,4.1636,8.518518519,10.15,8.106382979,133.9797
2014-09-18,93.61413043,3.703703704,19.71,80.29,45.91833333,46.5,3.943033333,8.050682261,7.16,3.234042553,121.4677
2014-09-20,83.33333333,5.450500556,20.02333,79.97667,49.19,44.09,3.7594,9.571150097,7.76,6.70212766,79.5176
2014-09-25,84.59284856,4.545454545,20.02333,79.97667,26.45,68.78,3.535,9.766081871,7.21,2.510638298,76.9211
2014-09-28,129.6146962,4.272579773,20.02333,79.97667,46.23,47.45,3.5902,8.771929825,9.57,4.617021277,120.3147
2014-10-05,238.6008595,3.856041131,19.42,80.58,62.43,31.51,4.2287,8.693957115,13.19,7.276595745,226.2409
2014-10-10,90.70442992,3.781349157,19.78667,80.21333,49.28,38.35,4.4085,5.828460039,7.68,2.489361702,89.4037
2014-10-15,131.9843746,3.597122302,20.57,79.43,38.75,53.42,4.1921,8.518518519,10.05,8.106382979,133.0727
2014-10-18,92.86650849,4.003202562,19.37,80.63,44.99166667,47.71666667,3.964883333,8.050682261,7.15,3.234042553,120.4073
2014-10-20,82.84438776,5.666884083,19.78667,80.21333,48.34,44.74,3.811,9.571150097,7.82,6.70212766,80.2615
2014-10-25,84.13461538,5,19.78667,80.21333,25.56,70.19,3.6192,9.766081871,7.14,2.510638298,75.5701
2014-10-28,129.7393365,4.370211154,19.78667,80.21333,45.59,48.09,3.5298,8.771929825,8.2,4.617021277,117.8949
2014-11-05,237.1497701,3.948407476,21.28,78.72,60.44,33.3,4.2092,8.693957115,13.25,7.276595745,223.1611
2014-11-10,89.70108127,4.003639672,20.71667,79.28333,49.93,37.19,4.4051,5.828460039,7.72,2.489361702,89.8971
2014-11-15,132.3637862,3.484771224,19.92,80.08,38.31,54.24,4.2032,8.518518519,10.04,8.106382979,132.0862
2014-11-18,92.02008929,3.849114704,20.95,79.05,44.73833333,48.02333333,3.984133333,8.050682261,7.13,3.234042553,118.7142
2014-11-20,81.62908755,5.261830698,20.71667,79.28333,49.3,43.87,3.8628,9.571150097,7.86,6.70212766,76.8579
2014-11-25,83.28828829,4.547521601,20.71667,79.28333,25.53,70.36,3.6495,9.766081871,7.27,2.510638298,73.2853
2014-11-28,128.6766115,4.282831988,20.71667,79.28333,44.92,49.18,3.575,8.771929825,7.87,4.617021277,116.9976
2014-12-05,238.9705882,4.193734563,19.81,80.19,58.7,34.87,4.2247,8.693957115,13.34,7.276595745,223.7886
2014-12-10,85.08946202,4.170141785,23.36667,76.63333,51.06,36.26,4.4132,5.828460039,7.73,2.489361702,88.8645
2014-12-15,130.1939058,3.788349332,25.23,74.77,38.92,53.88,4.1526,8.518518519,10.08,8.106382979,127.6672
2014-12-18,90.36441868,4.102222834,25.06,74.94,44.43833333,48.555,3.996366667,8.050682261,7.35,3.234042553,117.0634
2014-12-20,78.16166884,6.051950105,23.36667,76.63333,48.7,45.15,3.8535,9.571150097,7.83,6.70212766,76.0181
2014-12-25,81.91484517,4.784688995,23.36667,76.63333,25.42,70.61,3.729,9.766081871,7.31,2.510638298,73.9345
2014-12-28,129.0447504,5.600850964,23.36667,76.63333,43.83,50.56,3.6052,8.771929825,7.6,4.617021277,112.1075
2015-01-05,240.4895941,4.00040004,19.5,80.5,56.56,36.91,4.2209,8.693957115,13.26,7.276595745,226.583
2015-01-10,86.02808905,3.997512688,22.05333,77.94667,48.1,38.83,4.4075,5.828460039,7.68,2.489361702,85.8718
2015-01-15,131.6808675,3.573981415,22.25,77.75,38.89,53.94,4.1323,8.518518519,10.04,8.106382979,126.3609
2015-01-18,92.75801495,3.719212736,24.41,75.59,43.01333333,49.93333333,3.983966667,8.050682261,7.42,3.234042553,115.8762
2015-01-20,79.5,5.617977528,22.05333,77.94667,47.92,46.13,3.8044,9.571150097,7.86,6.70212766,72.9402
2015-01-25,80.94135802,4.827586207,22.05333,77.94667,24.95,71.04,3.721,9.766081871,7.24,2.510638298,74.2011
2015-01-28,125.6495508,4.366812227,22.05333,77.94667,41.66,52.75,3.6177,8.771929825,7.72,4.617021277,109.3004
2015-02-05,240.3266697,4.044489383,20.86,79.14,56.16,37.22,4.2552,8.693957115,13.23,7.276595745,224.5287
2015-02-10,88.14102564,4.168403501,23.19,76.81,51.99,35.31,4.4471,5.828460039,7.73,2.489361702,84.3072
2015-02-15,132.7288657,3.237860918,26.92,73.08,40.26,52.43,4.1406,8.518518519,10.07,8.106382979,123.0029
2015-02-18,93.15718157,4.00148258,21.79,78.21,43.9,48.92333333,4.014883333,8.050682261,7.47,3.234042553,114.2623
2015-02-20,80.70512821,5.808237106,23.19,76.81,46.29,47.5,3.8615,9.571150097,7.69,6.70212766,71.4673
2015-02-25,80.91185548,4.97870693,23.19,76.81,27.28,68.25,3.7496,9.766081871,7.38,2.510638298,71.6781
2015-02-28,124.6814629,5.01086051,23.19,76.81,41.42,52.83,3.6353,8.771929825,7.46,4.617021277,110.5893
2015-03-05,240.1063097,3.846185898,21.27,78.73,56.6,36.69,4.282,8.693957115,13.25,7.276595745,220.8253
2015-03-10,90.50724638,3.83147387,21.31,78.69,55.38,32.08,4.4605,5.828460039,7.76,2.489361702,84.5946
2015-03-15,134.3043478,3.338393319,21.74,78.26,41.44,50.87,4.1553,8.518518519,10.16,8.106382979,125.6595
2015-03-18,94.40195136,3.82753141,20.92,79.08,44.93,47.79833333,4.0221,8.050682261,7.52,3.234042553,113.3399
2015-03-20,80.70974734,4.952380952,21.31,78.69,44.84,48.71,3.8655,9.571150097,7.59,6.70212766,73.3586
2015-03-25,81.3220339,4.19412822,21.31,78.69,29.02,66.51,3.7465,9.766081871,7.23,2.510638298,76.6457
2015-03-28,124.3954481,4.8,21.31,78.69,42.3,51.93,3.6228,8.771929825,8.09,4.617021277,98.9555
2015-04-05,241.4285714,3.773584906,20.85,79.15,55.93,35.51,4.3077,8.693957115,13.13,7.276595745,220.8756
2015-04-10,90.04004004,3.779132791,21.52,78.48,50.81,33.22,4.4353,5.828460039,7.71,2.489361702,87.5976
2015-04-15,136.5740741,3.355921265,23.06,76.94,40.5,50.15,4.1378,8.518518519,10.18,8.106382979,125.6453
2015-04-18,95.42461609,3.706449222,20.65,79.35,43.41,47.58833333,4.0176,8.050682261,7.6,3.234042553,114.0839
2015-04-20,82.01305004,4.952976488,21.52,78.48,47.08,45.02,3.908,9.571150097,7.44,6.70212766,72.2698
2015-04-25,81.75583551,4.351610096,21.52,78.48,25.25,69.58,3.6765,9.766081871,7.06,2.510638298,73.2988
2015-04-28,124.0971766,4.444444444,21.52,78.48,40.89,52.05,3.6403,8.771929825,8.82,4.617021277,104.8164
2015-05-05,238.9038733,3.754693367,20.77,79.23,53.64,36.42,4.2956,8.693957115,12.99,7.276595745,222.2
2015-05-10,92.97674419,3.887866505,20.75667,79.24333,51.56,31.57,4.4464,5.828460039,7.61,2.489361702,90.5025
2015-05-15,136.4425612,3.344481605,24.14,75.86,41.07,49.12,4.1461,8.518518519,10.07,8.106382979,128.0264
2015-05-18,95.57349225,3.661266967,17.36,82.64,42.58666667,47.57,4.021933333,8.050682261,7.46,3.234042553,116.2847
2015-05-20,84.5145667,5.265929437,20.75667,79.24333,45.09,46.31,3.9451,9.571150097,7.31,6.70212766,72.0364
2015-05-25,82.7027027,4.522292994,20.75667,79.24333,23.66,70.53,3.6304,9.766081871,7.12,2.510638298,76.2334
2015-05-28,134.8852901,4.340265047,20.75667,79.24333,40.5,51.47,3.668,8.771929825,9.43,4.617021277,108.7093
2015-06-05,240.7696629,3.722721438,19.48,80.52,51.2,38.16,4.3506,8.693957115,12.91,7.276595745,227.3359
2015-06-10,93.53627514,3.60862558,20.71333,79.28667,52.34,30.57,4.488,5.828460039,7.57,2.489361702,94.9024
2015-06-15,137.0081914,3.341329776,21.55,78.45,40.03,49.45,4.211,8.518518519,9.93,8.106382979,130.8164
2015-06-18,95.69171754,3.787878788,21.11,78.89,42.48166667,47.18333333,4.045633333,8.050682261,7.4,3.234042553,119.9308
2015-06-20,84.07079646,5.188291139,20.71333,79.28667,44.64,46.16,3.9478,9.571150097,7.17,6.70212766,77.6792
2015-06-25,82.7444049,4.093959732,20.71333,79.28667,24.28,69.48,3.6336,9.766081871,7.02,2.510638298,77.2942
2015-06-28,131.4983816,4.763606117,20.71333,79.28667,42.4,49.28,3.6428,8.771929825,8.35,4.617021277,111.5567
2015-07-05,243.1827432,3.725931483,19.23,80.77,49.97,39.23,4.3766,8.693957115,12.74,7.276595745,231.456
2015-07-10,92.08914607,3.735179961,18.22667,81.77333,53.78,29.2,4.5562,5.828460039,7.62,2.489361702,96.9291
2015-07-15,136.7699642,3.227426015,18.47,81.53,40.17,48.71,4.2446,8.518518519,9.74,8.106382979,134.5431
2015-07-18,94.61522764,3.773570924,16.98,83.02,43.77833333,45.60666667,4.091583333,8.050682261,7.42,3.234042553,124.0285
2015-07-20,83.66515837,5.268703899,18.22667,81.77333,46.89,43.89,3.9943,9.571150097,7.27,6.70212766,81.8247
2015-07-25,82.46527778,4.493255874,18.22667,81.77333,30.91,61.54,3.6797,9.766081871,6.97,2.510638298,83.0935
2015-07-28,129.6880859,4.351610096,18.22667,81.77333,40.95,51.07,3.6981,8.771929825,7.95,4.617021277,116.3243
2015-08-05,241.7498081,3.717472119,18.78,81.22,50.62,38.61,4.3999,8.693957115,12.64,7.276595745,232.6836
2015-08-10,90.73085251,4.001066951,18.87333,81.12667,54.77,28.11,4.5851,5.828460039,7.68,2.489361702,96.8681
2015-08-15,134.9206349,3.473767217,18.9,81.1,42.51,46.3,4.3077,8.518518519,9.74,8.106382979,136.6291
2015-08-18,93.26666667,3.711672942,18.94,81.06,47.65333333,41.665,4.108516667,8.050682261,7.33,3.234042553,124.5676
2015-08-20,83.86075949,4.819979342,18.87333,81.12667,48.42,42.44,4.0102,9.571150097,7.38,6.70212766,82.3203
2015-08-25,81.73305172,4.081632653,18.87333,81.12667,47.1,45.65,3.6526,9.766081871,7.25,2.510638298,83.8912
2015-08-28,130.6896552,4.446420631,18.87333,81.12667,42.5,48.88,3.6956,8.771929825,7.83,4.617021277,115.0133
2015-09-05,240.8056042,3.846819643,18.28,81.72,51.08,38.21,4.4419,8.693957115,12.69,7.276595745,232.2527
2015-09-10,88.4353624,4.168403501,18.74,81.26,56.42,26.67,4.6375,5.828460039,7.77,2.489361702,94.3474
2015-09-15,134.2940306,3.357070193,18.76,81.24,45.61,43.14,4.3799,8.518518519,9.83,8.106382979,136.2795
2015-09-18,91.52568021,3.851059616,19.18,80.82,50.75166667,38.67333333,4.13545,8.050682261,7.33,3.234042553,123.7191
2015-09-20,81.40523252,5.222252522,18.74,81.26,52.5,38.61,3.9982,9.571150097,7.65,6.70212766,82.3387
2015-09-25,82.1971825,4.976863275,18.74,81.26,55.94,36.88,3.6018,9.766081871,7.57,2.510638298,85.4533
2015-09-28,129.7393365,4.246800276,18.74,81.26,42.96,48.53,3.7534,8.771929825,7.78,4.617021277,111.643
2015-10-05,241.299862,3.847633705,18.06,81.94,50.21,39.88,4.4569,8.693957115,12.74,7.276595745,230.0084
2015-10-10,86.46907628,4.006010018,19.07667,80.92333,52.74,31.52,4.6603,5.828460039,7.87,2.489361702,92.3215
2015-10-15,132.8465848,3.631473126,23.13,76.87,48.91,40.08,4.3694,8.518518519,9.97,8.106382979,134.2358
2015-10-18,90.6675849,3.875968992,16.04,83.96,49.11166667,40.48833333,4.12675,8.050682261,7.3,3.234042553,122.4233
2015-10-20,78.74959286,4.871456823,19.07667,80.92333,53.79,38.09,4.0607,9.571150097,7.79,6.70212766,81.481
2015-10-25,80.46674501,4.385964912,19.07667,80.92333,41.97,50.08,3.4221,9.766081871,7.38,2.510638298,83.1069
2015-10-28,128.4694562,4.00160064,19.07667,80.92333,47.05,43.28,3.7911,8.771929825,7.89,4.617021277,113.3863
2015-11-05,240.8163265,3.855421687,18.65,81.35,50.63,40.13,4.4947,8.693957115,12.83,7.276595745,227.4775
2015-11-10,86.34549084,4.351610096,17.41333,82.58667,52.81,32.96,4.668,5.828460039,7.89,2.489361702,91.3431
2015-11-15,132.485537,3.571428571,14.69,85.31,48.78,40.51,4.4274,8.518518519,10.11,8.106382979,131.7716
2015-11-18,90.00129535,4.016032129,18.9,81.1,48.29833333,41.885,4.141833333,8.050682261,7.25,3.234042553,122.583
2015-11-20,78.36153578,4.842870544,17.41333,82.58667,52.77,40.28,4.058,9.571150097,7.79,6.70212766,81.4805
2015-11-25,79.73602484,4.580306699,17.41333,82.58667,40.3,51.54,3.3616,9.766081871,7.34,2.510638298,87.3462
2015-11-28,128.3747639,4.348771678,17.41333,82.58667,44.5,45.89,3.8413,8.771929825,7.86,4.617021277,116.079
2015-12-05,239.3134353,4.264392324,19.25,80.75,61.82,28.33,4.4994,8.693957115,12.95,7.276595745,227.7207
2015-12-10,85.19153802,4.170141785,20.09333,79.90667,61.59,23.53,4.706,5.828460039,7.97,2.489361702,89.5679
2015-12-15,132.1693122,4.146057421,21.12,78.88,49.08,39.22,4.4932,8.518518519,10.33,8.106382979,131.5343
2015-12-18,88.68396411,4.547521601,19.91,80.09,52.53333333,36.51,4.156083333,8.050682261,7.64,3.234042553,121.3691
2015-12-20,78.02083333,5.025125628,20.09333,79.90667,45.34,45.76,4.1284,9.571150097,7.77,6.70212766,79.0768
2015-12-25,79.22721268,5.289532294,20.09333,79.90667,48.96,41.51,3.2456,9.766081871,7.51,2.510638298,80.6338
2015-12-28,126.5542941,5.095946613,20.09333,79.90667,48.41,40.71,3.8639,8.771929825,7.96,4.617021277,119.6813
2016-01-05,246.3685592,4.071773637,19.9,80.1,60.98,29.28,4.5194,8.693957115,12.92,7.276595745,226.6934
2016-01-10,84.28270042,4.002401601,21.4333,78.56667,68.54,19.1,4.7359,5.828460039,7.9,2.489361702,86.7871
2016-01-15,132.5231993,3.861003861,22.08,77.92,50.28,38.2,4.519,8.518518519,10.24,8.106382979,129.6668
2016-01-18,88.21299313,4.017730313,22.32,77.68,53.71666667,36.03166667,4.198233333,8.050682261,7.58,3.234042553,118.1599
2016-01-20,77.69024123,5.561735261,21.4333,78.56667,45.5,45.9,4.2492,9.571150097,7.21,6.70212766,78.7717
2016-01-25,77.72222222,4.761904762,21.4333,78.56667,49.16,41.49,3.2567,9.766081871,7.35,2.510638298,74.4411
