MLPt-5,MSPt-7,MSPt-6,IVt-1,IVt-5,IVt-7,IVt-6,MLPt-6,MLPt-7,DVt-6,DVt-7,MLPt-2,MLPt-3,MLPt-4,MLPt-1
129.7827239,74.8726,75.7329,46.19,37.89,54.23,55.75,80.77367206,83.3125,35.03,35.43,134.7884788,88.44791703,216.5298613,92.0212766
216.5298613,75.7329,112.2567,52.86,38.62,55.75,37.89,129.7827239,80.77367206,49.3,35.03,92.0212766,134.7884788,88.44791703,82.54132231
88.44791703,112.2567,211.8959,61.03,46.69,37.89,38.62,216.5298613,129.7827239,49.32,49.3,82.54132231,92.0212766,134.7884788,79.3545255
134.7884788,211.8959,86.055,38.45,39.49,38.62,46.69,88.44791703,216.5298613,36.03,49.32,79.3545255,82.54132231,92.0212766,128.84
92.0212766,86.055,128.5816,41.17,46.19,46.69,39.49,134.7884788,88.44791703,44.72,36.03,128.84,79.3545255,82.54132231,218.1818182
82.54132231,128.5816,114.6104,47.65,52.86,39.49,46.19,92.0212766,134.7884788,40.94333333,44.72,218.1818182,128.84,79.3545255,88.5972321
79.3545255,114.6104,75.7916,39.42,61.03,46.19,52.86,82.54132231,92.0212766,36.71,40.94333333,88.5972321,218.1818182,128.84,135.4284009
128.84,75.7916,74.5017,47.22,38.45,52.86,61.03,79.3545255,82.54132231,30.74,36.71,135.4284009,88.5972321,218.1818182,91.80043918
218.1818182,74.5017,110.8352,51.78,41.17,61.03,38.45,128.84,79.3545255,48.14,30.74,91.80043918,135.4284009,88.5972321,81.54761905
88.5972321,110.8352,210.4616,64.92,47.65,38.45,41.17,218.1818182,128.84,46.77,48.14,81.54761905,91.80043918,135.4284009,79.80929078
135.4284009,210.4616,84.5481,38.38,39.42,41.17,47.65,88.5972321,218.1818182,35.74,46.77,79.80929078,81.54761905,91.80043918,127.6335312
91.80043918,84.5481,126.916,44.27,47.22,47.65,39.42,135.4284009,88.5972321,44.99,35.74,127.6335312,79.80929078,81.54761905,220.3488372
81.54761905,126.916,114.5219,45.89,51.78,39.42,47.22,91.80043918,135.4284009,40.24166667,44.99,220.3488372,127.6335312,79.80929078,91.55759162
79.80929078,114.5219,73.1886,40.36,64.92,47.22,51.78,81.54761905,91.80043918,38.19,40.24166667,91.55759162,220.3488372,127.6335312,136.6951567
127.6335312,73.1886,76.7139,48.22666667,38.38,51.78,64.92,79.80929078,81.54761905,27.38,38.19,136.6951567,91.55759162,220.3488372,91.7221223
220.3488372,76.7139,115.3031,52.31,44.27,64.92,38.38,127.6335312,79.80929078,48.38,27.38,91.7221223,136.6951567,91.55759162,80.03592824
91.55759162,115.3031,210.115,68.02,45.89,38.38,44.27,220.3488372,127.6335312,43.71,48.38,80.03592824,91.7221223,136.6951567,80.35309657
136.6951567,210.115,83.3417,38.51,40.36,44.27,45.89,91.55759162,220.3488372,37.45,43.71,80.35309657,80.03592824,91.7221223,128.9079267
91.7221223,83.3417,126.3476,47.17,48.22666667,45.89,40.36,136.6951567,91.55759162,43.42,37.45,128.9079267,80.35309657,80.03592824,223.3415731
80.03592824,126.3476,112.2942,44.22,52.31,40.36,48.22666667,91.7221223,136.6951567,39.32666667,43.42,223.3415731,128.9079267,80.35309657,92.01388889
80.35309657,112.2942,65.6823,41.98,68.02,48.22666667,52.31,80.03592824,91.7221223,37.97,39.32666667,92.01388889,223.3415731,128.9079267,136.9034029
128.9079267,65.6823,74.0744,49.265,38.51,52.31,68.02,80.35309657,80.03592824,24.67,37.97,136.9034029,92.01388889,223.3415731,93.02976013
223.3415731,74.0744,114.2041,52.13,47.17,68.02,38.51,128.9079267,80.35309657,48.74,24.67,93.02976013,136.9034029,92.01388889,82.44076538
92.01388889,114.2041,210.6409,71.19,44.22,38.51,47.17,223.3415731,128.9079267,40.86,48.74,82.44076538,93.02976013,136.9034029,81.51169114
136.9034029,210.6409,84.3793,38.9,41.98,47.17,44.22,92.01388889,223.3415731,39.24,40.86,81.51169114,82.44076538,93.02976013,129.9923489
93.02976013,84.3793,126.1903,49.95,49.265,44.22,41.98,136.9034029,92.01388889,42.56,39.24,129.9923489,81.51169114,82.44076538,224.1927979
82.44076538,126.1903,113.0988,44.64,52.13,41.98,49.265,93.02976013,136.9034029,38.59,42.56,224.1927979,129.9923489,81.51169114,94.42311675
81.51169114,113.0988,67.0155,42.37,71.19,49.265,52.13,82.44076538,93.02976013,37.93,38.59,94.42311675,224.1927979,129.9923489,137.3184119
129.9923489,67.0155,81.5944,50.495,38.9,52.13,71.19,81.51169114,82.44076538,22.31,37.93,137.3184119,94.42311675,224.1927979,94.60227273
224.1927979,81.5944,108.7724,52.18,49.95,71.19,38.9,129.9923489,81.51169114,48.64,22.31,94.60227273,137.3184119,94.42311675,84.19811321
94.42311675,108.7724,210.0553,73.27,44.64,38.9,49.95,224.1927979,129.9923489,38.13,48.64,84.19811321,94.60227273,137.3184119,82.76874053
137.3184119,210.0553,85.6628,40.56,42.37,49.95,44.64,94.42311675,224.1927979,38.21,38.13,82.76874053,84.19811321,94.60227273,132.3120387
94.60227273,85.6628,128.4437,53.12,50.495,44.64,42.37,137.3184119,94.42311675,41.94,38.21,132.3120387,82.76874053,84.19811321,224.2443277
84.19811321,128.4437,115.3882,44.87,52.18,42.37,50.495,94.60227273,137.3184119,37.15166667,41.94,224.2443277,132.3120387,82.76874053,94.23491379
82.76874053,115.3882,67.2939,44.6,73.27,50.495,52.18,84.19811321,94.60227273,37.5,37.15166667,94.23491379,224.2443277,132.3120387,137.0379602
132.3120387,67.2939,88.2841,51.77833333,40.56,52.18,73.27,82.76874053,84.19811321,20.21,37.5,137.0379602,94.23491379,224.2443277,95.14285714
224.2443277,88.2841,112.5895,52.8,53.12,73.27,40.56,132.3120387,82.76874053,46.92,20.21,95.14285714,137.0379602,94.23491379,88.02816901
94.23491379,112.5895,214.7196,73.03,44.87,40.56,53.12,224.2443277,132.3120387,35.07,46.92,88.02816901,95.14285714,137.0379602,83.42128408
137.0379602,214.7196,87.5245,42.25,44.6,53.12,44.87,94.23491379,224.2443277,36.98,35.07,83.42128408,88.02816901,95.14285714,135.167248
95.14285714,87.5245,132.679,56.84,51.77833333,44.87,44.6,137.0379602,94.23491379,39.94,36.98,135.167248,83.42128408,88.02816901,222.5
88.02816901,132.679,117.7386,46.92,52.8,44.6,51.77833333,95.14285714,137.0379602,35.51666667,39.94,222.5,135.167248,83.42128408,93.84255777
83.42128408,117.7386,67.135,45.7,73.03,51.77833333,52.8,88.02816901,95.14285714,36.76,35.51666667,93.84255777,222.5,135.167248,137.8210563
135.167248,67.135,89.3894,53.36333333,42.25,52.8,73.03,83.42128408,88.02816901,20.18,36.76,137.8210563,93.84255777,222.5,95.80136785
222.5,89.3894,114.9838,52.83,56.84,73.03,42.25,135.167248,83.42128408,44.17,20.18,95.80136785,137.8210563,93.84255777,88.6284156
93.84255777,114.9838,218.974,73.91,46.92,42.25,56.84,222.5,135.167248,31.68,44.17,88.6284156,95.80136785,137.8210563,83.89312977
137.8210563,218.974,90.061,43.98,45.7,56.84,46.92,93.84255777,222.5,34.34,31.68,83.89312977,88.6284156,95.80136785,134.8373812
95.80136785,90.061,133.2358,59.59,53.36333333,46.92,45.7,137.8210563,93.84255777,38.39,34.34,134.8373812,83.89312977,88.6284156,221.6666667
88.6284156,133.2358,120.4251,48.29,52.83,45.7,53.36333333,95.80136785,137.8210563,33.9,38.39,221.6666667,134.8373812,83.89312977,92.88461538
83.89312977,120.4251,73.9547,46.6,73.91,53.36333333,52.83,88.6284156,95.80136785,36.41,33.9,92.88461538,221.6666667,134.8373812,135.6711916
134.8373812,73.9547,85.6177,54.16166667,43.98,52.83,73.91,83.89312977,88.6284156,19.29,36.41,135.6711916,92.88461538,221.6666667,95.14285714
221.6666667,85.6177,120.7071,51.36,59.59,73.91,43.98,134.8373812,83.89312977,43.29,19.29,95.14285714,135.6711916,92.88461538,88.29022367
92.88461538,120.7071,224.6724,73.72,48.29,43.98,59.59,221.6666667,134.8373812,29.29,43.29,88.29022367,95.14285714,135.6711916,83.89355742
135.6711916,224.6724,91.8222,45.41,46.6,59.59,48.29,92.88461538,221.6666667,32.81,29.29,83.89355742,88.29022367,95.14285714,131.6008316
95.14285714,91.8222,134.3875,62.38,54.16166667,48.29,46.6,135.6711916,92.88461538,37.27,32.81,131.6008316,83.89355742,88.29022367,219.5
88.29022367,134.3875,122.5345,51.46,51.36,46.6,54.16166667,95.14285714,135.6711916,33.05,37.27,219.5,131.6008316,83.89355742,92.4512987
83.89355742,122.5345,77.8187,49.08,73.72,54.16166667,51.36,88.29022367,95.14285714,37.94,33.05,92.4512987,219.5,131.6008316,135.1758794
131.6008316,77.8187,84.2444,55.17833333,45.41,51.36,73.72,83.89355742,88.29022367,19.42,37.94,135.1758794,92.4512987,219.5,95.54922919
219.5,84.2444,122.2618,48.8,62.38,73.72,45.41,131.6008316,83.89355742,41.57,19.42,95.54922919,135.1758794,92.4512987,86.11887027
92.4512987,122.2618,230.2016,73.8,51.46,45.41,62.38,219.5,131.6008316,27.07,41.57,86.11887027,95.54922919,135.1758794,83.12161943
135.1758794,230.2016,92.7527,45.55,49.08,62.38,51.46,92.4512987,219.5,30.51,27.07,83.12161943,86.11887027,95.54922919,130.1339286
95.54922919,92.7527,133.8494,64.35,55.17833333,51.46,49.08,135.1758794,92.4512987,35.07,30.51,130.1339286,83.12161943,86.11887027,220.4831933
86.11887027,133.8494,123.7279,52.17,48.8,49.08,55.17833333,95.54922919,135.1758794,32.30166667,35.07,220.4831933,130.1339286,83.12161943,91.31860312
83.12161943,123.7279,79.567,50.7,73.8,55.17833333,48.8,86.11887027,95.54922919,39.87,32.30166667,91.31860312,220.4831933,130.1339286,134.5222067
130.1339286,79.567,85.9075,55.53166667,45.55,48.8,73.8,83.12161943,86.11887027,19.15,39.87,134.5222067,91.31860312,220.4831933,95.58857373
220.4831933,85.9075,120.0891,46.59,64.35,73.8,45.55,130.1339286,83.12161943,42.14,19.15,95.58857373,134.5222067,91.31860312,85.94939714
91.31860312,120.0891,232.2999,73.66,52.17,45.55,64.35,220.4831933,130.1339286,25.79,42.14,85.94939714,95.58857373,134.5222067,82.35747304
134.5222067,232.2999,91.2624,45.72,50.7,64.35,52.17,91.31860312,220.4831933,30.11,25.79,82.35747304,85.94939714,95.58857373,133.155612
95.58857373,91.2624,132.7976,66.86,55.53166667,52.17,50.7,134.5222067,91.31860312,33.34,30.11,133.155612,82.35747304,85.94939714,221.3597402
85.94939714,132.7976,122.9201,52.46,46.59,50.7,55.53166667,95.58857373,134.5222067,31.86666667,33.34,221.3597402,133.155612,82.35747304,91.99234458
82.35747304,122.9201,77.8776,52.84,73.66,55.53166667,46.59,85.94939714,95.58857373,41.82,31.86666667,91.99234458,221.3597402,133.155612,133.7616822
133.155612,77.8776,85.9278,56.60666667,45.72,46.59,73.66,82.35747304,85.94939714,19.09,41.82,133.7616822,91.99234458,221.3597402,95.07042254
221.3597402,85.9278,117.3553,48.6,66.86,73.66,45.72,133.155612,82.35747304,41.05,19.09,95.07042254,133.7616822,91.99234458,84.95
91.99234458,117.3553,224.5358,71.7,52.46,45.72,66.86,221.3597402,133.155612,23.93,41.05,84.95,95.07042254,133.7616822,81.63648577
133.7616822,224.5358,89.0235,47.18,52.84,66.86,52.46,91.99234458,221.3597402,30.0,23.93,81.63648577,84.95,95.07042254,131.6348433
95.07042254,89.0235,131.597,69.18,56.60666667,52.46,52.84,133.7616822,91.99234458,32.01,30.0,131.6348433,81.63648577,84.95,226.5314004
84.95,131.597,119.3908,53.55,48.6,52.84,56.60666667,95.07042254,133.7616822,31.04666667,32.01,226.5314004,131.6348433,81.63648577,90.25794208
81.63648577,119.3908,72.2389,54.68,71.7,56.60666667,48.6,84.95,95.07042254,39.99,31.04666667,90.25794208,226.5314004,131.6348433,132.6425391
131.6348433,72.2389,88.2721,57.33,47.18,48.6,71.7,81.63648577,84.95,20.56,39.99,132.6425391,90.25794208,226.5314004,93.61498328
226.5314004,88.2721,110.6776,46.71,69.18,71.7,47.18,131.6348433,81.63648577,39.79,20.56,93.61498328,132.6425391,90.25794208,83.64312268
90.25794208,110.6776,219.6845,70.94,53.55,47.18,69.18,226.5314004,131.6348433,22.47,39.79,83.64312268,93.61498328,132.6425391,80.49450549
132.6425391,219.6845,86.88,48.92,54.68,69.18,53.55,90.25794208,226.5314004,29.89,22.47,80.49450549,83.64312268,93.61498328,130.3879257
93.61498328,86.88,130.1593,69.85,57.33,53.55,54.68,132.6425391,90.25794208,30.6,29.89,130.3879257,80.49450549,83.64312268,225.0
83.64312268,130.1593,117.0321,54.07,46.71,54.68,57.33,93.61498328,132.6425391,31.02,30.6,225.0,130.3879257,80.49450549,89.21957672
80.49450549,117.0321,70.739,51.51,70.94,57.33,46.71,83.64312268,93.61498328,42.48,31.02,89.21957672,225.0,130.3879257,132.4559255
130.3879257,70.739,83.9554,56.39333333,48.92,46.71,70.94,80.49450549,83.64312268,21.56,42.48,132.4559255,89.21957672,225.0,93.75
225.0,83.9554,110.7743,47.86,69.85,70.94,48.92,130.3879257,80.49450549,39.12,21.56,93.75,132.4559255,89.21957672,82.0
89.21957672,110.7743,218.2625,65.31,54.07,48.92,69.85,225.0,130.3879257,22.29,39.12,82.0,93.75,132.4559255,80.625
132.4559255,218.2625,87.4236,49.76,51.51,69.85,54.07,89.21957672,225.0,30.17,22.29,80.625,82.0,93.75,129.8076923
93.75,87.4236,131.1301,71.19,56.39333333,54.07,51.51,132.4559255,89.21957672,33.54,30.17,129.8076923,80.625,82.0,227.272601
82.0,131.1301,116.0995,54.79,47.86,51.51,56.39333333,93.75,132.4559255,32.29833333,33.54,227.272601,129.8076923,80.625,88.40673575
80.625,116.0995,68.1757,51.43,65.31,56.39333333,47.86,82.0,93.75,42.13,32.29833333,88.40673575,227.272601,129.8076923,133.6155013
129.8076923,68.1757,81.7218,56.69666667,49.76,47.86,65.31,80.625,82.0,26.84,42.13,133.6155013,88.40673575,227.272601,93.14798414
227.272601,81.7218,109.8834,48.65,71.19,65.31,49.76,129.8076923,80.625,38.82,26.84,93.14798414,133.6155013,88.40673575,81.1298015
88.40673575,109.8834,219.7259,60.29,54.79,49.76,71.19,227.272601,129.8076923,21.49,38.82,81.1298015,93.14798414,133.6155013,80.84551344
133.6155013,219.7259,86.8693,53.83,51.43,71.19,54.79,88.40673575,227.272601,29.47,21.49,80.84551344,81.1298015,93.14798414,129.9949108
93.14798414,86.8693,131.8198,71.89,56.69666667,54.79,51.43,133.6155013,88.40673575,34.24,29.47,129.9949108,80.84551344,81.1298015,230.1566847
81.1298015,131.8198,115.1255,56.57,48.65,51.43,56.69666667,93.14798414,133.6155013,32.37333333,34.24,230.1566847,129.9949108,80.84551344,88.98540692
80.84551344,115.1255,69.046,54.32,60.29,56.69666667,48.65,81.1298015,93.14798414,42.06,32.37333333,88.98540692,230.1566847,129.9949108,134.4333136
129.9949108,69.046,71.6857,56.87833333,53.83,48.65,60.29,80.84551344,81.1298015,31.43,42.06,134.4333136,88.98540692,230.1566847,94.43053384
230.1566847,71.6857,111.6064,51.37,71.89,60.29,53.83,129.9949108,80.84551344,35.55,31.43,94.43053384,134.4333136,88.98540692,81.07311321
88.98540692,111.6064,218.242,52.81,56.57,53.83,71.89,230.1566847,129.9949108,21.09,35.55,81.07311321,94.43053384,134.4333136,81.69734151
134.4333136,218.242,86.4093,54.31,54.32,71.89,56.57,88.98540692,230.1566847,28.36,21.09,81.69734151,81.07311321,94.43053384,130.4309339
94.43053384,86.4093,130.6052,72.73,56.87833333,56.57,54.32,134.4333136,88.98540692,32.26,28.36,130.4309339,81.69734151,81.07311321,232.7363897
81.07311321,130.6052,113.667,56.54,51.37,54.32,56.87833333,94.43053384,134.4333136,32.555,32.26,232.7363897,130.4309339,81.69734151,89.8275403
81.69734151,113.667,71.3358,55.91,52.81,56.87833333,51.37,81.07311321,94.43053384,39.81,32.555,89.8275403,232.7363897,130.4309339,135.4489164
130.4309339,71.3358,69.2696,56.7,54.31,51.37,52.81,81.69734151,81.07311321,38.51,39.81,135.4489164,89.8275403,232.7363897,95.87529976
232.7363897,69.2696,106.1442,53.84,72.73,52.81,54.31,130.4309339,81.69734151,35.3,38.51,95.87529976,135.4489164,89.8275403,82.87663633
89.8275403,106.1442,215.7714,46.81,56.54,54.31,72.73,232.7363897,130.4309339,20.39,35.3,82.87663633,95.87529976,135.4489164,83.99859944
135.4489164,215.7714,87.3222,54.37,55.91,72.73,56.54,89.8275403,232.7363897,28.2,20.39,83.99859944,82.87663633,95.87529976,130.9168154
95.87529976,87.3222,129.1402,73.35,56.7,56.54,55.91,135.4489164,89.8275403,30.1,28.2,130.9168154,83.99859944,82.87663633,235.5128063
82.87663633,129.1402,115.1291,60.95,53.84,55.91,56.7,95.87529976,135.4489164,32.695,30.1,235.5128063,130.9168154,83.99859944,92.5893251
83.99859944,115.1291,66.4907,53.94,46.81,56.7,53.84,82.87663633,95.87529976,37.33,32.695,92.5893251,235.5128063,130.9168154,136.3232645
130.9168154,66.4907,78.6,55.5,54.37,53.84,46.81,83.99859944,82.87663633,44.81,37.33,136.3232645,92.5893251,235.5128063,96.8157527
235.5128063,78.6,113.45,49.0,73.35,46.81,54.37,130.9168154,83.99859944,35.34,44.81,96.8157527,136.3232645,92.5893251,83.5125448
92.5893251,113.45,216.2832,43.45,60.95,54.37,73.35,235.5128063,130.9168154,20.26,35.34,83.5125448,96.8157527,136.3232645,85.43147976
136.3232645,216.2832,88.1455,52.31,53.94,73.35,60.95,92.5893251,235.5128063,24.7,20.26,85.43147976,83.5125448,96.8157527,129.9715909
96.8157527,88.1455,128.0586,71.67,55.5,60.95,53.94,136.3232645,92.5893251,33.65,24.7,129.9715909,85.43147976,83.5125448,238.7781457
83.5125448,128.0586,115.7906,60.49,49.0,53.94,55.5,96.8157527,136.3232645,34.59,33.65,238.7781457,129.9715909,85.43147976,93.12196022
85.43147976,115.7906,67.8124,50.22,43.45,55.5,49.0,83.5125448,96.8157527,41.46,34.59,93.12196022,238.7781457,129.9715909,135.372151
129.9715909,67.8124,82.2152,54.19166667,52.31,49.0,43.45,85.43147976,83.5125448,48.86,41.46,135.372151,93.12196022,238.7781457,97.4691358
238.7781457,82.2152,112.2287,49.66,71.67,43.45,52.31,129.9715909,85.43147976,38.61,48.86,97.4691358,135.372151,93.12196022,85.20794476
93.12196022,112.2287,220.5735,43.19,60.49,52.31,71.67,238.7781457,129.9715909,22.42,38.61,85.20794476,97.4691358,135.372151,86.15900383
135.372151,220.5735,90.5768,49.92,50.22,71.67,60.49,93.12196022,238.7781457,25.76,22.42,86.15900383,85.20794476,97.4691358,133.2197087
97.4691358,90.5768,127.4609,69.5,54.19166667,60.49,50.22,135.372151,93.12196022,38.71,25.76,133.2197087,86.15900383,85.20794476,242.5952045
85.20794476,127.4609,116.3171,58.66,49.66,50.22,54.19166667,97.4691358,135.372151,36.64666667,38.71,242.5952045,133.2197087,86.15900383,93.75
86.15900383,116.3171,67.338,47.45,43.19,54.19166667,49.66,85.20794476,97.4691358,41.79,36.64666667,93.75,242.5952045,133.2197087,135.0329914
133.2197087,67.338,82.6506,52.455,49.92,49.66,43.19,86.15900383,85.20794476,49.67,41.79,135.0329914,93.75,242.5952045,97.80907668
242.5952045,82.6506,109.3029,49.59,69.5,43.19,49.92,133.2197087,86.15900383,41.53,49.67,97.80907668,135.0329914,93.75,83.41645885
93.75,109.3029,222.0578,40.88,58.66,49.92,69.5,242.5952045,133.2197087,24.76,41.53,83.41645885,97.80907668,135.0329914,86.30380037
135.0329914,222.0578,91.1637,48.65,47.45,69.5,58.66,93.75,242.5952045,28.11,24.76,86.30380037,83.41645885,97.80907668,132.0939335
97.80907668,91.1637,130.1635,67.72,52.455,58.66,47.45,135.0329914,93.75,42.89,28.11,132.0939335,86.30380037,83.41645885,239.6876923
83.41645885,130.1635,117.6557,55.53,49.59,47.45,52.455,97.80907668,135.0329914,39.155,42.89,239.6876923,132.0939335,86.30380037,92.93154762
86.30380037,117.6557,71.4171,44.75,40.88,52.455,49.59,83.41645885,97.80907668,42.7,39.155,92.93154762,239.6876923,132.0939335,134.1602277
132.0939335,71.4171,80.0138,49.785,48.65,49.59,40.88,86.30380037,83.41645885,52.82,42.7,134.1602277,92.93154762,239.6876923,95.77574342
239.6876923,80.0138,111.1182,49.39,67.72,40.88,48.65,132.0939335,86.30380037,43.65,52.82,95.77574342,134.1602277,92.93154762,83.87589013
92.93154762,111.1182,223.1347,33.88,55.53,48.65,67.72,239.6876923,132.0939335,26.55,43.65,83.87589013,95.77574342,134.1602277,86.04358847
134.1602277,223.1347,93.2434,47.44,44.75,67.72,55.53,92.93154762,239.6876923,31.11,26.55,86.04358847,83.87589013,95.77574342,130.6553873
95.77574342,93.2434,133.6657,66.04,49.785,55.53,44.75,134.1602277,92.93154762,45.67,31.11,130.6553873,86.04358847,83.87589013,238.372093
83.87589013,133.6657,120.0093,51.97,49.39,44.75,49.785,95.77574342,134.1602277,42.09166667,45.67,238.372093,130.6553873,86.04358847,91.59765625
86.04358847,120.0093,75.2398,42.43,33.88,49.785,49.39,83.87589013,95.77574342,43.03,42.09166667,91.59765625,238.372093,130.6553873,133.1697055
130.6553873,75.2398,76.9763,47.51,47.44,49.39,33.88,86.04358847,83.87589013,60.62,43.03,133.1697055,91.59765625,238.372093,94.19642857
238.372093,76.9763,117.7961,49.34,66.04,33.88,47.44,130.6553873,86.04358847,45.57,60.62,94.19642857,133.1697055,91.59765625,83.41645885
91.59765625,117.7961,228.2407,29.06,51.97,47.44,66.04,238.372093,130.6553873,28.15,45.57,83.41645885,94.19642857,133.1697055,85.34657625
133.1697055,228.2407,91.1135,46.22,42.43,66.04,51.97,91.59765625,238.372093,34.4,28.15,85.34657625,83.41645885,94.19642857,130.4646441
94.19642857,91.1135,132.988,64.39,47.51,51.97,42.43,133.1697055,91.59765625,48.56,34.4,130.4646441,85.34657625,83.41645885,238.2474376
83.41645885,132.988,121.6454,48.94,49.34,42.43,47.51,94.19642857,133.1697055,44.60166667,48.56,238.2474376,130.4646441,85.34657625,91.17286461
85.34657625,121.6454,79.9611,40.31,29.06,47.51,49.34,83.41645885,94.19642857,43.59,44.60166667,91.17286461,238.2474376,130.4646441,132.880629
130.4646441,79.9611,79.129,45.91833333,46.22,49.34,29.06,85.34657625,83.41645885,65.85,43.59,132.880629,91.17286461,238.2474376,93.61413043
238.2474376,79.129,118.4401,49.19,64.39,29.06,46.22,130.4646441,85.34657625,47.06,65.85,93.61413043,132.880629,91.17286461,83.33333333
91.17286461,118.4401,228.2719,26.45,48.94,46.22,64.39,238.2474376,130.4646441,29.72,47.06,83.33333333,93.61413043,132.880629,84.59284856
132.880629,228.2719,89.8014,46.23,40.31,64.39,48.94,91.17286461,238.2474376,37.51,29.72,84.59284856,83.33333333,93.61413043,129.6146962
93.61413043,89.8014,133.9797,62.43,45.91833333,48.94,40.31,132.880629,91.17286461,51.45,37.51,129.6146962,84.59284856,83.33333333,238.6008595
83.33333333,133.9797,121.4677,49.28,49.19,40.31,45.91833333,93.61413043,132.880629,46.5,51.45,238.6008595,129.6146962,84.59284856,90.70442992
84.59284856,121.4677,79.5176,38.75,26.45,45.91833333,49.19,83.33333333,93.61413043,44.09,46.5,90.70442992,238.6008595,129.6146962,131.9843746
129.6146962,79.5176,76.9211,44.99166667,46.23,49.19,26.45,84.59284856,83.33333333,68.78,44.09,131.9843746,90.70442992,238.6008595,92.86650849
238.6008595,76.9211,120.3147,48.34,62.43,26.45,46.23,129.6146962,84.59284856,47.45,68.78,92.86650849,131.9843746,90.70442992,82.84438776
90.70442992,120.3147,226.2409,25.56,49.28,46.23,62.43,238.6008595,129.6146962,31.51,47.45,82.84438776,92.86650849,131.9843746,84.13461538
131.9843746,226.2409,89.4037,45.59,38.75,62.43,49.28,90.70442992,238.6008595,38.35,31.51,84.13461538,82.84438776,92.86650849,129.7393365
92.86650849,89.4037,133.0727,60.44,44.99166667,49.28,38.75,131.9843746,90.70442992,53.42,38.35,129.7393365,84.13461538,82.84438776,237.1497701
82.84438776,133.0727,120.4073,49.93,48.34,38.75,44.99166667,92.86650849,131.9843746,47.71666667,53.42,237.1497701,129.7393365,84.13461538,89.70108127
84.13461538,120.4073,80.2615,38.31,25.56,44.99166667,48.34,82.84438776,92.86650849,44.74,47.71666667,89.70108127,237.1497701,129.7393365,132.3637862
129.7393365,80.2615,75.5701,44.73833333,45.59,48.34,25.56,84.13461538,82.84438776,70.19,44.74,132.3637862,89.70108127,237.1497701,92.02008929
237.1497701,75.5701,117.8949,49.3,60.44,25.56,45.59,129.7393365,84.13461538,48.09,70.19,92.02008929,132.3637862,89.70108127,81.62908755
89.70108127,117.8949,223.1611,25.53,49.93,45.59,60.44,237.1497701,129.7393365,33.3,48.09,81.62908755,92.02008929,132.3637862,83.28828829
132.3637862,223.1611,89.8971,44.92,38.31,60.44,49.93,89.70108127,237.1497701,37.19,33.3,83.28828829,81.62908755,92.02008929,128.6766115
92.02008929,89.8971,132.0862,58.7,44.73833333,49.93,38.31,132.3637862,89.70108127,54.24,37.19,128.6766115,83.28828829,81.62908755,238.9705882
81.62908755,132.0862,118.7142,51.06,49.3,38.31,44.73833333,92.02008929,132.3637862,48.02333333,54.24,238.9705882,128.6766115,83.28828829,85.08946202
83.28828829,118.7142,76.8579,38.92,25.53,44.73833333,49.3,81.62908755,92.02008929,43.87,48.02333333,85.08946202,238.9705882,128.6766115,130.1939058
128.6766115,76.8579,73.2853,44.43833333,44.92,49.3,25.53,83.28828829,81.62908755,70.36,43.87,130.1939058,85.08946202,238.9705882,90.36441868
238.9705882,73.2853,116.9976,48.7,58.7,25.53,44.92,128.6766115,83.28828829,49.18,70.36,90.36441868,130.1939058,85.08946202,78.16166884
85.08946202,116.9976,223.7886,25.42,51.06,44.92,58.7,238.9705882,128.6766115,34.87,49.18,78.16166884,90.36441868,130.1939058,81.91484517
130.1939058,223.7886,88.8645,43.83,38.92,58.7,51.06,85.08946202,238.9705882,36.26,34.87,81.91484517,78.16166884,90.36441868,129.0447504
90.36441868,88.8645,127.6672,56.56,44.43833333,51.06,38.92,130.1939058,85.08946202,53.88,36.26,129.0447504,81.91484517,78.16166884,240.4895941
78.16166884,127.6672,117.0634,48.1,48.7,38.92,44.43833333,90.36441868,130.1939058,48.555,53.88,240.4895941,129.0447504,81.91484517,86.02808905
81.91484517,117.0634,76.0181,38.89,25.42,44.43833333,48.7,78.16166884,90.36441868,45.15,48.555,86.02808905,240.4895941,129.0447504,131.6808675
129.0447504,76.0181,73.9345,43.01333333,43.83,48.7,25.42,81.91484517,78.16166884,70.61,45.15,131.6808675,86.02808905,240.4895941,92.75801495
240.4895941,73.9345,112.1075,47.92,56.56,25.42,43.83,129.0447504,81.91484517,50.56,70.61,92.75801495,131.6808675,86.02808905,79.5
86.02808905,112.1075,226.583,24.95,48.1,43.83,56.56,240.4895941,129.0447504,36.91,50.56,79.5,92.75801495,131.6808675,80.94135802
131.6808675,226.583,85.8718,41.66,38.89,56.56,48.1,86.02808905,240.4895941,38.83,36.91,80.94135802,79.5,92.75801495,125.6495508
92.75801495,85.8718,126.3609,56.16,43.01333333,48.1,38.89,131.6808675,86.02808905,53.94,38.83,125.6495508,80.94135802,79.5,240.3266697
79.5,126.3609,115.8762,51.99,47.92,38.89,43.01333333,92.75801495,131.6808675,49.93333333,53.94,240.3266697,125.6495508,80.94135802,88.14102564
80.94135802,115.8762,72.9402,40.26,24.95,43.01333333,47.92,79.5,92.75801495,46.13,49.93333333,88.14102564,240.3266697,125.6495508,132.7288657
125.6495508,72.9402,74.2011,43.9,41.66,47.92,24.95,80.94135802,79.5,71.04,46.13,132.7288657,88.14102564,240.3266697,93.15718157
