MLPt-12,MLPt-11,MLPt-10,MLPt-9,MLPt-8,MLPt-7,MLPt-6,MLPt-5,MLPt-4,MLPt-3,MLPt-2,MLPt-1
235.7881371,278.4090909,138.9155983,165.7547473,143.8636364,551.9374796,151.9522112,236.0651741,279.1881443,140.2879902,164.8044461,144.5082721
278.4090909,138.9155983,165.7547473,143.8636364,551.9374796,151.9522112,236.0651741,279.1881443,140.2879902,164.8044461,144.5082721,522.5119097
138.9155983,165.7547473,143.8636364,551.9374796,151.9522112,236.0651741,279.1881443,140.2879902,164.8044461,144.5082721,522.5119097,152.2850123
165.7547473,143.8636364,551.9374796,151.9522112,236.0651741,279.1881443,140.2879902,164.8044461,144.5082721,522.5119097,152.2850123,232.712766
143.8636364,551.9374796,151.9522112,236.0651741,279.1881443,140.2879902,164.8044461,144.5082721,522.5119097,152.2850123,232.712766,281.4041803
551.9374796,151.9522112,236.0651741,279.1881443,140.2879902,164.8044461,144.5082721,522.5119097,152.2850123,232.712766,281.4041803,138.7070585
151.9522112,236.0651741,279.1881443,140.2879902,164.8044461,144.5082721,522.5119097,152.2850123,232.712766,281.4041803,138.7070585,165.6965382
236.0651741,279.1881443,140.2879902,164.8044461,144.5082721,522.5119097,152.2850123,232.712766,281.4041803,138.7070585,165.6965382,143.1585292
279.1881443,140.2879902,164.8044461,144.5082721,522.5119097,152.2850123,232.712766,281.4041803,138.7070585,165.6965382,143.1585292,589.7703549
140.2879902,164.8044461,144.5082721,522.5119097,152.2850123,232.712766,281.4041803,138.7070585,165.6965382,143.1585292,589.7703549,151.1254045
164.8044461,144.5082721,522.5119097,152.2850123,232.712766,281.4041803,138.7070585,165.6965382,143.1585292,589.7703549,151.1254045,229.1061633
144.5082721,522.5119097,152.2850123,232.712766,281.4041803,138.7070585,165.6965382,143.1585292,589.7703549,151.1254045,229.1061633,281.2437561
522.5119097,152.2850123,232.712766,281.4041803,138.7070585,165.6965382,143.1585292,589.7703549,151.1254045,229.1061633,281.2437561,138.0969786
152.2850123,232.712766,281.4041803,138.7070585,165.6965382,143.1585292,589.7703549,151.1254045,229.1061633,281.2437561,138.0969786,165.726817
232.712766,281.4041803,138.7070585,165.6965382,143.1585292,589.7703549,151.1254045,229.1061633,281.2437561,138.0969786,165.726817,141.9138646
281.4041803,138.7070585,165.6965382,143.1585292,589.7703549,151.1254045,229.1061633,281.2437561,138.0969786,165.726817,141.9138646,582.7369306
138.7070585,165.6965382,143.1585292,589.7703549,151.1254045,229.1061633,281.2437561,138.0969786,165.726817,141.9138646,582.7369306,150.2797203
165.6965382,143.1585292,589.7703549,151.1254045,229.1061633,281.2437561,138.0969786,165.726817,141.9138646,582.7369306,150.2797203,232.4612403
143.1585292,589.7703549,151.1254045,229.1061633,281.2437561,138.0969786,165.726817,141.9138646,582.7369306,150.2797203,232.4612403,280.3242725
589.7703549,151.1254045,229.1061633,281.2437561,138.0969786,165.726817,141.9138646,582.7369306,150.2797203,232.4612403,280.3242725,136.9495166
151.1254045,229.1061633,281.2437561,138.0969786,165.726817,141.9138646,582.7369306,150.2797203,232.4612403,280.3242725,136.9495166,165.625
229.1061633,281.2437561,138.0969786,165.726817,141.9138646,582.7369306,150.2797203,232.4612403,280.3242725,136.9495166,165.625,141.6156148
281.2437561,138.0969786,165.726817,141.9138646,582.7369306,150.2797203,232.4612403,280.3242725,136.9495166,165.625,141.6156148,572.3648038
138.0969786,165.726817,141.9138646,582.7369306,150.2797203,232.4612403,280.3242725,136.9495166,165.625,141.6156148,572.3648038,149.6240602
165.726817,141.9138646,582.7369306,150.2797203,232.4612403,280.3242725,136.9495166,165.625,141.6156148,572.3648038,149.6240602,233.3330556
141.9138646,582.7369306,150.2797203,232.4612403,280.3242725,136.9495166,165.625,141.6156148,572.3648038,149.6240602,233.3330556,278.8820347
582.7369306,150.2797203,232.4612403,280.3242725,136.9495166,165.625,141.6156148,572.3648038,149.6240602,233.3330556,278.8820347,135.9670626
150.2797203,232.4612403,280.3242725,136.9495166,165.625,141.6156148,572.3648038,149.6240602,233.3330556,278.8820347,135.9670626,165.2854512
232.4612403,280.3242725,136.9495166,165.625,141.6156148,572.3648038,149.6240602,233.3330556,278.8820347,135.9670626,165.2854512,140.8803105
280.3242725,136.9495166,165.625,141.6156148,572.3648038,149.6240602,233.3330556,278.8820347,135.9670626,165.2854512,140.8803105,568.6572841
136.9495166,165.625,141.6156148,572.3648038,149.6240602,233.3330556,278.8820347,135.9670626,165.2854512,140.8803105,568.6572841,148.7761127
165.625,141.6156148,572.3648038,149.6240602,233.3330556,278.8820347,135.9670626,165.2854512,140.8803105,568.6572841,148.7761127,232.2635135
141.6156148,572.3648038,149.6240602,233.3330556,278.8820347,135.9670626,165.2854512,140.8803105,568.6572841,148.7761127,232.2635135,280.0407332
572.3648038,149.6240602,233.3330556,278.8820347,135.9670626,165.2854512,140.8803105,568.6572841,148.7761127,232.2635135,280.0407332,134.3697479
149.6240602,233.3330556,278.8820347,135.9670626,165.2854512,140.8803105,568.6572841,148.7761127,232.2635135,280.0407332,134.3697479,162.5502624
233.3330556,278.8820347,135.9670626,165.2854512,140.8803105,568.6572841,148.7761127,232.2635135,280.0407332,134.3697479,162.5502624,139.4067797
278.8820347,135.9670626,165.2854512,140.8803105,568.6572841,148.7761127,232.2635135,280.0407332,134.3697479,162.5502624,139.4067797,588.9292196
135.9670626,165.2854512,140.8803105,568.6572841,148.7761127,232.2635135,280.0407332,134.3697479,162.5502624,139.4067797,588.9292196,148.3002696
165.2854512,140.8803105,568.6572841,148.7761127,232.2635135,280.0407332,134.3697479,162.5502624,139.4067797,588.9292196,148.3002696,229.8717548
140.8803105,568.6572841,148.7761127,232.2635135,280.0407332,134.3697479,162.5502624,139.4067797,588.9292196,148.3002696,229.8717548,277.8450363
568.6572841,148.7761127,232.2635135,280.0407332,134.3697479,162.5502624,139.4067797,588.9292196,148.3002696,229.8717548,277.8450363,135.4312642
148.7761127,232.2635135,280.0407332,134.3697479,162.5502624,139.4067797,588.9292196,148.3002696,229.8717548,277.8450363,135.4312642,160.6358387
232.2635135,280.0407332,134.3697479,162.5502624,139.4067797,588.9292196,148.3002696,229.8717548,277.8450363,135.4312642,160.6358387,138.3608815
280.0407332,134.3697479,162.5502624,139.4067797,588.9292196,148.3002696,229.8717548,277.8450363,135.4312642,160.6358387,138.3608815,599.7474747
134.3697479,162.5502624,139.4067797,588.9292196,148.3002696,229.8717548,277.8450363,135.4312642,160.6358387,138.3608815,599.7474747,146.9948849
162.5502624,139.4067797,588.9292196,148.3002696,229.8717548,277.8450363,135.4312642,160.6358387,138.3608815,599.7474747,146.9948849,228.8554441
139.4067797,588.9292196,148.3002696,229.8717548,277.8450363,135.4312642,160.6358387,138.3608815,599.7474747,146.9948849,228.8554441,278.2766236
588.9292196,148.3002696,229.8717548,277.8450363,135.4312642,160.6358387,138.3608815,599.7474747,146.9948849,228.8554441,278.2766236,132.2024152
148.3002696,229.8717548,277.8450363,135.4312642,160.6358387,138.3608815,599.7474747,146.9948849,228.8554441,278.2766236,132.2024152,162.1857309
229.8717548,277.8450363,135.4312642,160.6358387,138.3608815,599.7474747,146.9948849,228.8554441,278.2766236,132.2024152,162.1857309,137.5752365
277.8450363,135.4312642,160.6358387,138.3608815,599.7474747,146.9948849,228.8554441,278.2766236,132.2024152,162.1857309,137.5752365,589.3621961
135.4312642,160.6358387,138.3608815,599.7474747,146.9948849,228.8554441,278.2766236,132.2024152,162.1857309,137.5752365,589.3621961,147.285798
160.6358387,138.3608815,599.7474747,146.9948849,228.8554441,278.2766236,132.2024152,162.1857309,137.5752365,589.3621961,147.285798,233.6074572
138.3608815,599.7474747,146.9948849,228.8554441,278.2766236,132.2024152,162.1857309,137.5752365,589.3621961,147.285798,233.6074572,279.6901893
599.7474747,146.9948849,228.8554441,278.2766236,132.2024152,162.1857309,137.5752365,589.3621961,147.285798,233.6074572,279.6901893,131.9802625
146.9948849,228.8554441,278.2766236,132.2024152,162.1857309,137.5752365,589.3621961,147.285798,233.6074572,279.6901893,131.9802625,161.4059971
228.8554441,278.2766236,132.2024152,162.1857309,137.5752365,589.3621961,147.285798,233.6074572,279.6901893,131.9802625,161.4059971,138.7896825
278.2766236,132.2024152,162.1857309,137.5752365,589.3621961,147.285798,233.6074572,279.6901893,131.9802625,161.4059971,138.7896825,589.3621961
132.2024152,162.1857309,137.5752365,589.3621961,147.285798,233.6074572,279.6901893,131.9802625,161.4059971,138.7896825,589.3621961,148.0480971
162.1857309,137.5752365,589.3621961,147.285798,233.6074572,279.6901893,131.9802625,161.4059971,138.7896825,589.3621961,148.0480971,241.893039
137.5752365,589.3621961,147.285798,233.6074572,279.6901893,131.9802625,161.4059971,138.7896825,589.3621961,148.0480971,241.893039,283.090334
589.3621961,147.285798,233.6074572,279.6901893,131.9802625,161.4059971,138.7896825,589.3621961,148.0480971,241.893039,283.090334,136.0677765
147.285798,233.6074572,279.6901893,131.9802625,161.4059971,138.7896825,589.3621961,148.0480971,241.893039,283.090334,136.0677765,161.2741697
233.6074572,279.6901893,131.9802625,161.4059971,138.7896825,589.3621961,148.0480971,241.893039,283.090334,136.0677765,161.2741697,141.2530497
279.6901893,131.9802625,161.4059971,138.7896825,589.3621961,148.0480971,241.893039,283.090334,136.0677765,161.2741697,141.2530497,599.3670329
131.9802625,161.4059971,138.7896825,589.3621961,148.0480971,241.893039,283.090334,136.0677765,161.2741697,141.2530497,599.3670329,151.1699507
161.4059971,138.7896825,589.3621961,148.0480971,241.893039,283.090334,136.0677765,161.2741697,141.2530497,599.3670329,151.1699507,245.723889
138.7896825,589.3621961,148.0480971,241.893039,283.090334,136.0677765,161.2741697,141.2530497,599.3670329,151.1699507,245.723889,284.0909091
589.3621961,148.0480971,241.893039,283.090334,136.0677765,161.2741697,141.2530497,599.3670329,151.1699507,245.723889,284.0909091,134.0131911
148.0480971,241.893039,283.090334,136.0677765,161.2741697,141.2530497,599.3670329,151.1699507,245.723889,284.0909091,134.0131911,162.3006834
241.893039,283.090334,136.0677765,161.2741697,141.2530497,599.3670329,151.1699507,245.723889,284.0909091,134.0131911,162.3006834,143.8106796
283.090334,136.0677765,161.2741697,141.2530497,599.3670329,151.1699507,245.723889,284.0909091,134.0131911,162.3006834,143.8106796,581.1700891
136.0677765,161.2741697,141.2530497,599.3670329,151.1699507,245.723889,284.0909091,134.0131911,162.3006834,143.8106796,581.1700891,153.5999861
161.2741697,141.2530497,599.3670329,151.1699507,245.723889,284.0909091,134.0131911,162.3006834,143.8106796,581.1700891,153.5999861,248.2445639
141.2530497,599.3670329,151.1699507,245.723889,284.0909091,134.0131911,162.3006834,143.8106796,581.1700891,153.5999861,248.2445639,285.0241546
599.3670329,151.1699507,245.723889,284.0909091,134.0131911,162.3006834,143.8106796,581.1700891,153.5999861,248.2445639,285.0241546,139.3020639
151.1699507,245.723889,284.0909091,134.0131911,162.3006834,143.8106796,581.1700891,153.5999861,248.2445639,285.0241546,139.3020639,164.0707071
245.723889,284.0909091,134.0131911,162.3006834,143.8106796,581.1700891,153.5999861,248.2445639,285.0241546,139.3020639,164.0707071,145.9057606
284.0909091,134.0131911,162.3006834,143.8106796,581.1700891,153.5999861,248.2445639,285.0241546,139.3020639,164.0707071,145.9057606,633.3333333
134.0131911,162.3006834,143.8106796,581.1700891,153.5999861,248.2445639,285.0241546,139.3020639,164.0707071,145.9057606,633.3333333,155.63655
162.3006834,143.8106796,581.1700891,153.5999861,248.2445639,285.0241546,139.3020639,164.0707071,145.9057606,633.3333333,155.63655,249.1874323
143.8106796,581.1700891,153.5999861,248.2445639,285.0241546,139.3020639,164.0707071,145.9057606,633.3333333,155.63655,249.1874323,286.259542
581.1700891,153.5999861,248.2445639,285.0241546,139.3020639,164.0707071,145.9057606,633.3333333,155.63655,249.1874323,286.259542,140.5235095
153.5999861,248.2445639,285.0241546,139.3020639,164.0707071,145.9057606,633.3333333,155.63655,249.1874323,286.259542,140.5235095,163.5674931
248.2445639,285.0241546,139.3020639,164.0707071,145.9057606,633.3333333,155.63655,249.1874323,286.259542,140.5235095,163.5674931,145.715504
285.0241546,139.3020639,164.0707071,145.9057606,633.3333333,155.63655,249.1874323,286.259542,140.5235095,163.5674931,145.715504,657.498999
139.3020639,164.0707071,145.9057606,633.3333333,155.63655,249.1874323,286.259542,140.5235095,163.5674931,145.715504,657.498999,156.2769465
164.0707071,145.9057606,633.3333333,155.63655,249.1874323,286.259542,140.5235095,163.5674931,145.715504,657.498999,156.2769465,247.3608693
145.9057606,633.3333333,155.63655,249.1874323,286.259542,140.5235095,163.5674931,145.715504,657.498999,156.2769465,247.3608693,287.2477184
633.3333333,155.63655,249.1874323,286.259542,140.5235095,163.5674931,145.715504,657.498999,156.2769465,247.3608693,287.2477184,141.340227
155.63655,249.1874323,286.259542,140.5235095,163.5674931,145.715504,657.498999,156.2769465,247.3608693,287.2477184,141.340227,161.6467769
249.1874323,286.259542,140.5235095,163.5674931,145.715504,657.498999,156.2769465,247.3608693,287.2477184,141.340227,161.6467769,145.1254796
286.259542,140.5235095,163.5674931,145.715504,657.498999,156.2769465,247.3608693,287.2477184,141.340227,161.6467769,145.1254796,656.1472715
