SFGt-12,SFGt-11,SFGt-10,SFGt-9,SFGt-8,SFGt-7,SFGt-6,SFGt-5,SFGt-4,SFGt-3,SFGt-2,SFGt-1
60.56,75.82,71.59763093,72.61923199,76.13934231,77.62,75.22650669,64.29,79.19,70.24529131,70.86889051,71.45685005
75.82,71.59763093,72.61923199,76.13934231,77.62,75.22650669,64.29,79.19,70.24529131,70.86889051,71.45685005,80.2
71.59763093,72.61923199,76.13934231,77.62,75.22650669,64.29,79.19,70.24529131,70.86889051,71.45685005,80.2,72.39107823
72.61923199,76.13934231,77.62,75.22650669,64.29,79.19,70.24529131,70.86889051,71.45685005,80.2,72.39107823,65.78
76.13934231,77.62,75.22650669,64.29,79.19,70.24529131,70.86889051,71.45685005,80.2,72.39107823,65.78,79.53
77.62,75.22650669,64.29,79.19,70.24529131,70.86889051,71.45685005,80.2,72.39107823,65.78,79.53,70.64755491
75.22650669,64.29,79.19,70.24529131,70.86889051,71.45685005,80.2,72.39107823,65.78,79.53,70.64755491,79.43124565
64.29,79.19,70.24529131,70.86889051,71.45685005,80.2,72.39107823,65.78,79.53,70.64755491,79.43124565,72.7213637
79.19,70.24529131,70.86889051,71.45685005,80.2,72.39107823,65.78,79.53,70.64755491,79.43124565,72.7213637,80.97
70.24529131,70.86889051,71.45685005,80.2,72.39107823,65.78,79.53,70.64755491,79.43124565,72.7213637,80.97,71.94260401
70.86889051,71.45685005,80.2,72.39107823,65.78,79.53,70.64755491,79.43124565,72.7213637,80.97,71.94260401,61.34
71.45685005,80.2,72.39107823,65.78,79.53,70.64755491,79.43124565,72.7213637,80.97,71.94260401,61.34,78.88
80.2,72.39107823,65.78,79.53,70.64755491,79.43124565,72.7213637,80.97,71.94260401,61.34,78.88,64.7065289
72.39107823,65.78,79.53,70.64755491,79.43124565,72.7213637,80.97,71.94260401,61.34,78.88,64.7065289,75.30913051
65.78,79.53,70.64755491,79.43124565,72.7213637,80.97,71.94260401,61.34,78.88,64.7065289,75.30913051,79.57460087
79.53,70.64755491,79.43124565,72.7213637,80.97,71.94260401,61.34,78.88,64.7065289,75.30913051,79.57460087,82.04
70.64755491,79.43124565,72.7213637,80.97,71.94260401,61.34,78.88,64.7065289,75.30913051,79.57460087,82.04,70.49707672
79.43124565,72.7213637,80.97,71.94260401,61.34,78.88,64.7065289,75.30913051,79.57460087,82.04,70.49707672,62.95
72.7213637,80.97,71.94260401,61.34,78.88,64.7065289,75.30913051,79.57460087,82.04,70.49707672,62.95,77.68
80.97,71.94260401,61.34,78.88,64.7065289,75.30913051,79.57460087,82.04,70.49707672,62.95,77.68,76.71288332
71.94260401,61.34,78.88,64.7065289,75.30913051,79.57460087,82.04,70.49707672,62.95,77.68,76.71288332,75.66394907
61.34,78.88,64.7065289,75.30913051,79.57460087,82.04,70.49707672,62.95,77.68,76.71288332,75.66394907,74.04763957
78.88,64.7065289,75.30913051,79.57460087,82.04,70.49707672,62.95,77.68,76.71288332,75.66394907,74.04763957,77.01
64.7065289,75.30913051,79.57460087,82.04,70.49707672,62.95,77.68,76.71288332,75.66394907,74.04763957,77.01,75.95882282
75.30913051,79.57460087,82.04,70.49707672,62.95,77.68,76.71288332,75.66394907,74.04763957,77.01,75.95882282,64.92
79.57460087,82.04,70.49707672,62.95,77.68,76.71288332,75.66394907,74.04763957,77.01,75.95882282,64.92,78.53
82.04,70.49707672,62.95,77.68,76.71288332,75.66394907,74.04763957,77.01,75.95882282,64.92,78.53,69.79140115
70.49707672,62.95,77.68,76.71288332,75.66394907,74.04763957,77.01,75.95882282,64.92,78.53,69.79140115,79.82124341
62.95,77.68,76.71288332,75.66394907,74.04763957,77.01,75.95882282,64.92,78.53,69.79140115,79.82124341,71.95241959
77.68,76.71288332,75.66394907,74.04763957,77.01,75.95882282,64.92,78.53,69.79140115,79.82124341,71.95241959,81.09
76.71288332,75.66394907,74.04763957,77.01,75.95882282,64.92,78.53,69.79140115,79.82124341,71.95241959,81.09,69.51596952
75.66394907,74.04763957,77.01,75.95882282,64.92,78.53,69.79140115,79.82124341,71.95241959,81.09,69.51596952,68.6
74.04763957,77.01,75.95882282,64.92,78.53,69.79140115,79.82124341,71.95241959,81.09,69.51596952,68.6,78.77
77.01,75.95882282,64.92,78.53,69.79140115,79.82124341,71.95241959,81.09,69.51596952,68.6,78.77,71.42854215
75.95882282,64.92,78.53,69.79140115,79.82124341,71.95241959,81.09,69.51596952,68.6,78.77,71.42854215,75.30344454
64.92,78.53,69.79140115,79.82124341,71.95241959,81.09,69.51596952,68.6,78.77,71.42854215,75.30344454,73.73533849
78.53,69.79140115,79.82124341,71.95241959,81.09,69.51596952,68.6,78.77,71.42854215,75.30344454,73.73533849,76.99
69.79140115,79.82124341,71.95241959,81.09,69.51596952,68.6,78.77,71.42854215,75.30344454,73.73533849,76.99,75.90854829
79.82124341,71.95241959,81.09,69.51596952,68.6,78.77,71.42854215,75.30344454,73.73533849,76.99,75.90854829,66.99
71.95241959,81.09,69.51596952,68.6,78.77,71.42854215,75.30344454,73.73533849,76.99,75.90854829,66.99,79.43
81.09,69.51596952,68.6,78.77,71.42854215,75.30344454,73.73533849,76.99,75.90854829,66.99,79.43,74.62107742
69.51596952,68.6,78.77,71.42854215,75.30344454,73.73533849,76.99,75.90854829,66.99,79.43,74.62107742,71.42709712
68.6,78.77,71.42854215,75.30344454,73.73533849,76.99,75.90854829,66.99,79.43,74.62107742,71.42709712,78.15776073
78.77,71.42854215,75.30344454,73.73533849,76.99,75.90854829,66.99,79.43,74.62107742,71.42709712,78.15776073,80.5
71.42854215,75.30344454,73.73533849,76.99,75.90854829,66.99,79.43,74.62107742,71.42709712,78.15776073,80.5,72.48379047
75.30344454,73.73533849,76.99,75.90854829,66.99,79.43,74.62107742,71.42709712,78.15776073,80.5,72.48379047,67.38
73.73533849,76.99,75.90854829,66.99,79.43,74.62107742,71.42709712,78.15776073,80.5,72.48379047,67.38,81.09
76.99,75.90854829,66.99,79.43,74.62107742,71.42709712,78.15776073,80.5,72.48379047,67.38,81.09,79.8040391
75.90854829,66.99,79.43,74.62107742,71.42709712,78.15776073,80.5,72.48379047,67.38,81.09,79.8040391,67.77244799
66.99,79.43,74.62107742,71.42709712,78.15776073,80.5,72.48379047,67.38,81.09,79.8040391,67.77244799,66.94705874
79.43,74.62107742,71.42709712,78.15776073,80.5,72.48379047,67.38,81.09,79.8040391,67.77244799,66.94705874,74.85
74.62107742,71.42709712,78.15776073,80.5,72.48379047,67.38,81.09,79.8040391,67.77244799,66.94705874,74.85,65.08320177
71.42709712,78.15776073,80.5,72.48379047,67.38,81.09,79.8040391,67.77244799,66.94705874,74.85,65.08320177,64.89
78.15776073,80.5,72.48379047,67.38,81.09,79.8040391,67.77244799,66.94705874,74.85,65.08320177,64.89,77.93
80.5,72.48379047,67.38,81.09,79.8040391,67.77244799,66.94705874,74.85,65.08320177,64.89,77.93,76.5112046
72.48379047,67.38,81.09,79.8040391,67.77244799,66.94705874,74.85,65.08320177,64.89,77.93,76.5112046,75.45749986
67.38,81.09,79.8040391,67.77244799,66.94705874,74.85,65.08320177,64.89,77.93,76.5112046,75.45749986,77.3837789
81.09,79.8040391,67.77244799,66.94705874,74.85,65.08320177,64.89,77.93,76.5112046,75.45749986,77.3837789,78.41
79.8040391,67.77244799,66.94705874,74.85,65.08320177,64.89,77.93,76.5112046,75.45749986,77.3837789,78.41,75.7021152
67.77244799,66.94705874,74.85,65.08320177,64.89,77.93,76.5112046,75.45749986,77.3837789,78.41,75.7021152,75.0
66.94705874,74.85,65.08320177,64.89,77.93,76.5112046,75.45749986,77.3837789,78.41,75.7021152,75.0,75.39
74.85,65.08320177,64.89,77.93,76.5112046,75.45749986,77.3837789,78.41,75.7021152,75.0,75.39,66.64678079
65.08320177,64.89,77.93,76.5112046,75.45749986,77.3837789,78.41,75.7021152,75.0,75.39,66.64678079,71.6533915
64.89,77.93,76.5112046,75.45749986,77.3837789,78.41,75.7021152,75.0,75.39,66.64678079,71.6533915,69.15895615
77.93,76.5112046,75.45749986,77.3837789,78.41,75.7021152,75.0,75.39,66.64678079,71.6533915,69.15895615,77.53
76.5112046,75.45749986,77.3837789,78.41,75.7021152,75.0,75.39,66.64678079,71.6533915,69.15895615,77.53,74.60443804
75.45749986,77.3837789,78.41,75.7021152,75.0,75.39,66.64678079,71.6533915,69.15895615,77.53,74.60443804,65.38
77.3837789,78.41,75.7021152,75.0,75.39,66.64678079,71.6533915,69.15895615,77.53,74.60443804,65.38,78.83
78.41,75.7021152,75.0,75.39,66.64678079,71.6533915,69.15895615,77.53,74.60443804,65.38,78.83,66.23673983
75.7021152,75.0,75.39,66.64678079,71.6533915,69.15895615,77.53,74.60443804,65.38,78.83,66.23673983,76.16260539
75.0,75.39,66.64678079,71.6533915,69.15895615,77.53,74.60443804,65.38,78.83,66.23673983,76.16260539,62.23188289
75.39,66.64678079,71.6533915,69.15895615,77.53,74.60443804,65.38,78.83,66.23673983,76.16260539,62.23188289,78.05
66.64678079,71.6533915,69.15895615,77.53,74.60443804,65.38,78.83,66.23673983,76.16260539,62.23188289,78.05,64.05810924
71.6533915,69.15895615,77.53,74.60443804,65.38,78.83,66.23673983,76.16260539,62.23188289,78.05,64.05810924,60.0
69.15895615,77.53,74.60443804,65.38,78.83,66.23673983,76.16260539,62.23188289,78.05,64.05810924,60.0,78.74
77.53,74.60443804,65.38,78.83,66.23673983,76.16260539,62.23188289,78.05,64.05810924,60.0,78.74,75.39780677
74.60443804,65.38,78.83,66.23673983,76.16260539,62.23188289,78.05,64.05810924,60.0,78.74,75.39780677,66.08900462
65.38,78.83,66.23673983,76.16260539,62.23188289,78.05,64.05810924,60.0,78.74,75.39780677,66.08900462,62.55299268
78.83,66.23673983,76.16260539,62.23188289,78.05,64.05810924,60.0,78.74,75.39780677,66.08900462,62.55299268,76.87
66.23673983,76.16260539,62.23188289,78.05,64.05810924,60.0,78.74,75.39780677,66.08900462,62.55299268,76.87,77.61696067
76.16260539,62.23188289,78.05,64.05810924,60.0,78.74,75.39780677,66.08900462,62.55299268,76.87,77.61696067,61.18
62.23188289,78.05,64.05810924,60.0,78.74,75.39780677,66.08900462,62.55299268,76.87,77.61696067,61.18,80.93
78.05,64.05810924,60.0,78.74,75.39780677,66.08900462,62.55299268,76.87,77.61696067,61.18,80.93,80.86399054
64.05810924,60.0,78.74,75.39780677,66.08900462,62.55299268,76.87,77.61696067,61.18,80.93,80.86399054,75.00636584
60.0,78.74,75.39780677,66.08900462,62.55299268,76.87,77.61696067,61.18,80.93,80.86399054,75.00636584,71.71728876
78.74,75.39780677,66.08900462,62.55299268,76.87,77.61696067,61.18,80.93,80.86399054,75.00636584,71.71728876,80.79
75.39780677,66.08900462,62.55299268,76.87,77.61696067,61.18,80.93,80.86399054,75.00636584,71.71728876,80.79,73.64852193
66.08900462,62.55299268,76.87,77.61696067,61.18,80.93,80.86399054,75.00636584,71.71728876,80.79,73.64852193,62.89
62.55299268,76.87,77.61696067,61.18,80.93,80.86399054,75.00636584,71.71728876,80.79,73.64852193,62.89,81.25
76.87,77.61696067,61.18,80.93,80.86399054,75.00636584,71.71728876,80.79,73.64852193,62.89,81.25,83.51391807
77.61696067,61.18,80.93,80.86399054,75.00636584,71.71728876,80.79,73.64852193,62.89,81.25,83.51391807,81.04396852
61.18,80.93,80.86399054,75.00636584,71.71728876,80.79,73.64852193,62.89,81.25,83.51391807,81.04396852,80.9880285
80.93,80.86399054,75.00636584,71.71728876,80.79,73.64852193,62.89,81.25,83.51391807,81.04396852,80.9880285,84.05
80.86399054,75.00636584,71.71728876,80.79,73.64852193,62.89,81.25,83.51391807,81.04396852,80.9880285,84.05,77.16534471
75.00636584,71.71728876,80.79,73.64852193,62.89,81.25,83.51391807,81.04396852,80.9880285,84.05,77.16534471,65.41
71.71728876,80.79,73.64852193,62.89,81.25,83.51391807,81.04396852,80.9880285,84.05,77.16534471,65.41,78.91
80.79,73.64852193,62.89,81.25,83.51391807,81.04396852,80.9880285,84.05,77.16534471,65.41,78.91,68.91115598
73.64852193,62.89,81.25,83.51391807,81.04396852,80.9880285,84.05,77.16534471,65.41,78.91,68.91115598,73.82924072
62.89,81.25,83.51391807,81.04396852,80.9880285,84.05,77.16534471,65.41,78.91,68.91115598,73.82924072,69.13175508
81.25,83.51391807,81.04396852,80.9880285,84.05,77.16534471,65.41,78.91,68.91115598,73.82924072,69.13175508,71.07
83.51391807,81.04396852,80.9880285,84.05,77.16534471,65.41,78.91,68.91115598,73.82924072,69.13175508,71.07,73.47270055
81.04396852,80.9880285,84.05,77.16534471,65.41,78.91,68.91115598,73.82924072,69.13175508,71.07,73.47270055,64.61
80.9880285,84.05,77.16534471,65.41,78.91,68.91115598,73.82924072,69.13175508,71.07,73.47270055,64.61,82.16
84.05,77.16534471,65.41,78.91,68.91115598,73.82924072,69.13175508,71.07,73.47270055,64.61,82.16,75.5421323
77.16534471,65.41,78.91,68.91115598,73.82924072,69.13175508,71.07,73.47270055,64.61,82.16,75.5421323,78.63370787
65.41,78.91,68.91115598,73.82924072,69.13175508,71.07,73.47270055,64.61,82.16,75.5421323,78.63370787,71.46264497
78.91,68.91115598,73.82924072,69.13175508,71.07,73.47270055,64.61,82.16,75.5421323,78.63370787,71.46264497,78.85
68.91115598,73.82924072,69.13175508,71.07,73.47270055,64.61,82.16,75.5421323,78.63370787,71.46264497,78.85,71.09464977
73.82924072,69.13175508,71.07,73.47270055,64.61,82.16,75.5421323,78.63370787,71.46264497,78.85,71.09464977,70.85
69.13175508,71.07,73.47270055,64.61,82.16,75.5421323,78.63370787,71.46264497,78.85,71.09464977,70.85,82.53
71.07,73.47270055,64.61,82.16,75.5421323,78.63370787,71.46264497,78.85,71.09464977,70.85,82.53,70.13190962
73.47270055,64.61,82.16,75.5421323,78.63370787,71.46264497,78.85,71.09464977,70.85,82.53,70.13190962,79.73012963
64.61,82.16,75.5421323,78.63370787,71.46264497,78.85,71.09464977,70.85,82.53,70.13190962,79.73012963,74.13589244
82.16,75.5421323,78.63370787,71.46264497,78.85,71.09464977,70.85,82.53,70.13190962,79.73012963,74.13589244,78.72
75.5421323,78.63370787,71.46264497,78.85,71.09464977,70.85,82.53,70.13190962,79.73012963,74.13589244,78.72,71.83292218
78.63370787,71.46264497,78.85,71.09464977,70.85,82.53,70.13190962,79.73012963,74.13589244,78.72,71.83292218,69.54
71.46264497,78.85,71.09464977,70.85,82.53,70.13190962,79.73012963,74.13589244,78.72,71.83292218,69.54,81.98
78.85,71.09464977,70.85,82.53,70.13190962,79.73012963,74.13589244,78.72,71.83292218,69.54,81.98,75.6658208
71.09464977,70.85,82.53,70.13190962,79.73012963,74.13589244,78.72,71.83292218,69.54,81.98,75.6658208,72.78002691
70.85,82.53,70.13190962,79.73012963,74.13589244,78.72,71.83292218,69.54,81.98,75.6658208,72.78002691,81.0541921
82.53,70.13190962,79.73012963,74.13589244,78.72,71.83292218,69.54,81.98,75.6658208,72.78002691,81.0541921,78.89
70.13190962,79.73012963,74.13589244,78.72,71.83292218,69.54,81.98,75.6658208,72.78002691,81.0541921,78.89,73.68523323
79.73012963,74.13589244,78.72,71.83292218,69.54,81.98,75.6658208,72.78002691,81.0541921,78.89,73.68523323,72.47
74.13589244,78.72,71.83292218,69.54,81.98,75.6658208,72.78002691,81.0541921,78.89,73.68523323,72.47,83.94
78.72,71.83292218,69.54,81.98,75.6658208,72.78002691,81.0541921,78.89,73.68523323,72.47,83.94,70.16901773
71.83292218,69.54,81.98,75.6658208,72.78002691,81.0541921,78.89,73.68523323,72.47,83.94,70.16901773,74.44864894
69.54,81.98,75.6658208,72.78002691,81.0541921,78.89,73.68523323,72.47,83.94,70.16901773,74.44864894,73.68490871
81.98,75.6658208,72.78002691,81.0541921,78.89,73.68523323,72.47,83.94,70.16901773,74.44864894,73.68490871,75.53
75.6658208,72.78002691,81.0541921,78.89,73.68523323,72.47,83.94,70.16901773,74.44864894,73.68490871,75.53,73.32751587
72.78002691,81.0541921,78.89,73.68523323,72.47,83.94,70.16901773,74.44864894,73.68490871,75.53,73.32751587,67.89
81.0541921,78.89,73.68523323,72.47,83.94,70.16901773,74.44864894,73.68490871,75.53,73.32751587,67.89,80.14
78.89,73.68523323,72.47,83.94,70.16901773,74.44864894,73.68490871,75.53,73.32751587,67.89,80.14,71.19142185
73.68523323,72.47,83.94,70.16901773,74.44864894,73.68490871,75.53,73.32751587,67.89,80.14,71.19142185,74.67761904
72.47,83.94,70.16901773,74.44864894,73.68490871,75.53,73.32751587,67.89,80.14,71.19142185,74.67761904,70.89228075
83.94,70.16901773,74.44864894,73.68490871,75.53,73.32751587,67.89,80.14,71.19142185,74.67761904,70.89228075,78.67
70.16901773,74.44864894,73.68490871,75.53,73.32751587,67.89,80.14,71.19142185,74.67761904,70.89228075,78.67,79.39740844
74.44864894,73.68490871,75.53,73.32751587,67.89,80.14,71.19142185,74.67761904,70.89228075,78.67,79.39740844,70.14
73.68490871,75.53,73.32751587,67.89,80.14,71.19142185,74.67761904,70.89228075,78.67,79.39740844,70.14,80.87
75.53,73.32751587,67.89,80.14,71.19142185,74.67761904,70.89228075,78.67,79.39740844,70.14,80.87,71.8029063
73.32751587,67.89,80.14,71.19142185,74.67761904,70.89228075,78.67,79.39740844,70.14,80.87,71.8029063,67.19736834
67.89,80.14,71.19142185,74.67761904,70.89228075,78.67,79.39740844,70.14,80.87,71.8029063,67.19736834,78.36091406
80.14,71.19142185,74.67761904,70.89228075,78.67,79.39740844,70.14,80.87,71.8029063,67.19736834,78.36091406,72.57
71.19142185,74.67761904,70.89228075,78.67,79.39740844,70.14,80.87,71.8029063,67.19736834,78.36091406,72.57,73.16039467
74.67761904,70.89228075,78.67,79.39740844,70.14,80.87,71.8029063,67.19736834,78.36091406,72.57,73.16039467,66.17
70.89228075,78.67,79.39740844,70.14,80.87,71.8029063,67.19736834,78.36091406,72.57,73.16039467,66.17,83.19
78.67,79.39740844,70.14,80.87,71.8029063,67.19736834,78.36091406,72.57,73.16039467,66.17,83.19,72.14761966
79.39740844,70.14,80.87,71.8029063,67.19736834,78.36091406,72.57,73.16039467,66.17,83.19,72.14761966,82.34090153
70.14,80.87,71.8029063,67.19736834,78.36091406,72.57,73.16039467,66.17,83.19,72.14761966,82.34090153,80.9606366
80.87,71.8029063,67.19736834,78.36091406,72.57,73.16039467,66.17,83.19,72.14761966,82.34090153,80.9606366,79.47
71.8029063,67.19736834,78.36091406,72.57,73.16039467,66.17,83.19,72.14761966,82.34090153,80.9606366,79.47,72.89202499
67.19736834,78.36091406,72.57,73.16039467,66.17,83.19,72.14761966,82.34090153,80.9606366,79.47,72.89202499,72.09
78.36091406,72.57,73.16039467,66.17,83.19,72.14761966,82.34090153,80.9606366,79.47,72.89202499,72.09,82.96
72.57,73.16039467,66.17,83.19,72.14761966,82.34090153,80.9606366,79.47,72.89202499,72.09,82.96,75.41560179
73.16039467,66.17,83.19,72.14761966,82.34090153,80.9606366,79.47,72.89202499,72.09,82.96,75.41560179,77.30193181
66.17,83.19,72.14761966,82.34090153,80.9606366,79.47,72.89202499,72.09,82.96,75.41560179,77.30193181,76.16938571
83.19,72.14761966,82.34090153,80.9606366,79.47,72.89202499,72.09,82.96,75.41560179,77.30193181,76.16938571,78.6
72.14761966,82.34090153,80.9606366,79.47,72.89202499,72.09,82.96,75.41560179,77.30193181,76.16938571,78.6,78.66933722
82.34090153,80.9606366,79.47,72.89202499,72.09,82.96,75.41560179,77.30193181,76.16938571,78.6,78.66933722,71.19
80.9606366,79.47,72.89202499,72.09,82.96,75.41560179,77.30193181,76.16938571,78.6,78.66933722,71.19,85.99
79.47,72.89202499,72.09,82.96,75.41560179,77.30193181,76.16938571,78.6,78.66933722,71.19,85.99,85.97814294
72.89202499,72.09,82.96,75.41560179,77.30193181,76.16938571,78.6,78.66933722,71.19,85.99,85.97814294,82.90258987
72.09,82.96,75.41560179,77.30193181,76.16938571,78.6,78.66933722,71.19,85.99,85.97814294,82.90258987,76.23432835
82.96,75.41560179,77.30193181,76.16938571,78.6,78.66933722,71.19,85.99,85.97814294,82.90258987,76.23432835,79.94
75.41560179,77.30193181,76.16938571,78.6,78.66933722,71.19,85.99,85.97814294,82.90258987,76.23432835,79.94,76.23015228
77.30193181,76.16938571,78.6,78.66933722,71.19,85.99,85.97814294,82.90258987,76.23432835,79.94,76.23015228,75.5
76.16938571,78.6,78.66933722,71.19,85.99,85.97814294,82.90258987,76.23432835,79.94,76.23015228,75.5,87.88
78.6,78.66933722,71.19,85.99,85.97814294,82.90258987,76.23432835,79.94,76.23015228,75.5,87.88,76.90609624
78.66933722,71.19,85.99,85.97814294,82.90258987,76.23432835,79.94,76.23015228,75.5,87.88,76.90609624,79.21556003
71.19,85.99,85.97814294,82.90258987,76.23432835,79.94,76.23015228,75.5,87.88,76.90609624,79.21556003,85.46325098
85.99,85.97814294,82.90258987,76.23432835,79.94,76.23015228,75.5,87.88,76.90609624,79.21556003,85.46325098,80.44
85.97814294,82.90258987,76.23432835,79.94,76.23015228,75.5,87.88,76.90609624,79.21556003,85.46325098,80.44,80.72184993
82.90258987,76.23432835,79.94,76.23015228,75.5,87.88,76.90609624,79.21556003,85.46325098,80.44,80.72184993,76.26
76.23432835,79.94,76.23015228,75.5,87.88,76.90609624,79.21556003,85.46325098,80.44,80.72184993,76.26,88.93
79.94,76.23015228,75.5,87.88,76.90609624,79.21556003,85.46325098,80.44,80.72184993,76.26,88.93,83.3347984
76.23015228,75.5,87.88,76.90609624,79.21556003,85.46325098,80.44,80.72184993,76.26,88.93,83.3347984,81.77896177
75.5,87.88,76.90609624,79.21556003,85.46325098,80.44,80.72184993,76.26,88.93,83.3347984,81.77896177,87.36908163
87.88,76.90609624,79.21556003,85.46325098,80.44,80.72184993,76.26,88.93,83.3347984,81.77896177,87.36908163,82.98
76.90609624,79.21556003,85.46325098,80.44,80.72184993,76.26,88.93,83.3347984,81.77896177,87.36908163,82.98,87.53424463
79.21556003,85.46325098,80.44,80.72184993,76.26,88.93,83.3347984,81.77896177,87.36908163,82.98,87.53424463,80.25
85.46325098,80.44,80.72184993,76.26,88.93,83.3347984,81.77896177,87.36908163,82.98,87.53424463,80.25,87.87
80.44,80.72184993,76.26,88.93,83.3347984,81.77896177,87.36908163,82.98,87.53424463,80.25,87.87,78.09980555
80.72184993,76.26,88.93,83.3347984,81.77896177,87.36908163,82.98,87.53424463,80.25,87.87,78.09980555,81.41446535
76.26,88.93,83.3347984,81.77896177,87.36908163,82.98,87.53424463,80.25,87.87,78.09980555,81.41446535,87.18580531
88.93,83.3347984,81.77896177,87.36908163,82.98,87.53424463,80.25,87.87,78.09980555,81.41446535,87.18580531,85.5
83.3347984,81.77896177,87.36908163,82.98,87.53424463,80.25,87.87,78.09980555,81.41446535,87.18580531,85.5,78.33288382
81.77896177,87.36908163,82.98,87.53424463,80.25,87.87,78.09980555,81.41446535,87.18580531,85.5,78.33288382,77.07
87.36908163,82.98,87.53424463,80.25,87.87,78.09980555,81.41446535,87.18580531,85.5,78.33288382,77.07,87.25
82.98,87.53424463,80.25,87.87,78.09980555,81.41446535,87.18580531,85.5,78.33288382,77.07,87.25,81.55743209
87.53424463,80.25,87.87,78.09980555,81.41446535,87.18580531,85.5,78.33288382,77.07,87.25,81.55743209,80.82574854
80.25,87.87,78.09980555,81.41446535,87.18580531,85.5,78.33288382,77.07,87.25,81.55743209,80.82574854,84.79311374
87.87,78.09980555,81.41446535,87.18580531,85.5,78.33288382,77.07,87.25,81.55743209,80.82574854,84.79311374,85.48
78.09980555,81.41446535,87.18580531,85.5,78.33288382,77.07,87.25,81.55743209,80.82574854,84.79311374,85.48,83.705481
81.41446535,87.18580531,85.5,78.33288382,77.07,87.25,81.55743209,80.82574854,84.79311374,85.48,83.705481,80.23
87.18580531,85.5,78.33288382,77.07,87.25,81.55743209,80.82574854,84.79311374,85.48,83.705481,80.23,88.24
85.5,78.33288382,77.07,87.25,81.55743209,80.82574854,84.79311374,85.48,83.705481,80.23,88.24,77.64370462
78.33288382,77.07,87.25,81.55743209,80.82574854,84.79311374,85.48,83.705481,80.23,88.24,77.64370462,87.93017572
77.07,87.25,81.55743209,80.82574854,84.79311374,85.48,83.705481,80.23,88.24,77.64370462,87.93017572,77.18549805
87.25,81.55743209,80.82574854,84.79311374,85.48,83.705481,80.23,88.24,77.64370462,87.93017572,77.18549805,77.63
81.55743209,80.82574854,84.79311374,85.48,83.705481,80.23,88.24,77.64370462,87.93017572,77.18549805,77.63,84.61448249
80.82574854,84.79311374,85.48,83.705481,80.23,88.24,77.64370462,87.93017572,77.18549805,77.63,84.61448249,77.18
84.79311374,85.48,83.705481,80.23,88.24,77.64370462,87.93017572,77.18549805,77.63,84.61448249,77.18,88.82
85.48,83.705481,80.23,88.24,77.64370462,87.93017572,77.18549805,77.63,84.61448249,77.18,88.82,88.50639642
83.705481,80.23,88.24,77.64370462,87.93017572,77.18549805,77.63,84.61448249,77.18,88.82,88.50639642,84.71235255
80.23,88.24,77.64370462,87.93017572,77.18549805,77.63,84.61448249,77.18,88.82,88.50639642,84.71235255,82.69009162
88.24,77.64370462,87.93017572,77.18549805,77.63,84.61448249,77.18,88.82,88.50639642,84.71235255,82.69009162,79.36
77.64370462,87.93017572,77.18549805,77.63,84.61448249,77.18,88.82,88.50639642,84.71235255,82.69009162,79.36,83.08652866
87.93017572,77.18549805,77.63,84.61448249,77.18,88.82,88.50639642,84.71235255,82.69009162,79.36,83.08652866,77.26
77.18549805,77.63,84.61448249,77.18,88.82,88.50639642,84.71235255,82.69009162,79.36,83.08652866,77.26,87.81
77.63,84.61448249,77.18,88.82,88.50639642,84.71235255,82.69009162,79.36,83.08652866,77.26,87.81,87.40590956
84.61448249,77.18,88.82,88.50639642,84.71235255,82.69009162,79.36,83.08652866,77.26,87.81,87.40590956,80.72083779
77.18,88.82,88.50639642,84.71235255,82.69009162,79.36,83.08652866,77.26,87.81,87.40590956,80.72083779,87.03541462
88.82,88.50639642,84.71235255,82.69009162,79.36,83.08652866,77.26,87.81,87.40590956,80.72083779,87.03541462,83.69
88.50639642,84.71235255,82.69009162,79.36,83.08652866,77.26,87.81,87.40590956,80.72083779,87.03541462,83.69,85.2488726
84.71235255,82.69009162,79.36,83.08652866,77.26,87.81,87.40590956,80.72083779,87.03541462,83.69,85.2488726,78.23
82.69009162,79.36,83.08652866,77.26,87.81,87.40590956,80.72083779,87.03541462,83.69,85.2488726,78.23,88.15
79.36,83.08652866,77.26,87.81,87.40590956,80.72083779,87.03541462,83.69,85.2488726,78.23,88.15,85.98004136
83.08652866,77.26,87.81,87.40590956,80.72083779,87.03541462,83.69,85.2488726,78.23,88.15,85.98004136,88.03327573
77.26,87.81,87.40590956,80.72083779,87.03541462,83.69,85.2488726,78.23,88.15,85.98004136,88.03327573,83.85711662
87.81,87.40590956,80.72083779,87.03541462,83.69,85.2488726,78.23,88.15,85.98004136,88.03327573,83.85711662,80.63
87.40590956,80.72083779,87.03541462,83.69,85.2488726,78.23,88.15,85.98004136,88.03327573,83.85711662,80.63,80.22706408
80.72083779,87.03541462,83.69,85.2488726,78.23,88.15,85.98004136,88.03327573,83.85711662,80.63,80.22706408,78.1
87.03541462,83.69,85.2488726,78.23,88.15,85.98004136,88.03327573,83.85711662,80.63,80.22706408,78.1,87.72
83.69,85.2488726,78.23,88.15,85.98004136,88.03327573,83.85711662,80.63,80.22706408,78.1,87.72,79.95373376
85.2488726,78.23,88.15,85.98004136,88.03327573,83.85711662,80.63,80.22706408,78.1,87.72,79.95373376,81.48445054
78.23,88.15,85.98004136,88.03327573,83.85711662,80.63,80.22706408,78.1,87.72,79.95373376,81.48445054,83.55734932
