SFGt-12,SFGt-11,SFGt-10,SFGt-9,SFGt-8,SFGt-7,SFGt-6,SFGt-5,SFGt-4,SFGt-3,SFGt-2,SFGt-1
81.26333,81.26333,77.73,78.56,79.43,78.52,78.56,78.56,78.56,78.14,77.15,78.1
81.26333,77.73,78.56,79.43,78.52,78.56,78.56,78.56,78.14,77.15,78.1,75.21
77.73,78.56,79.43,78.52,78.56,78.56,78.56,78.14,77.15,78.1,75.21,77.15
78.56,79.43,78.52,78.56,78.56,78.56,78.14,77.15,78.1,75.21,77.15,77.15
79.43,78.52,78.56,78.56,78.56,78.14,77.15,78.1,75.21,77.15,77.15,77.15
78.52,78.56,78.56,78.56,78.14,77.15,78.1,75.21,77.15,77.15,77.15,78.48
78.56,78.56,78.56,78.14,77.15,78.1,75.21,77.15,77.15,77.15,78.48,77.71333
78.56,78.56,78.14,77.15,78.1,75.21,77.15,77.15,77.15,78.48,77.71333,78.58
78.56,78.14,77.15,78.1,75.21,77.15,77.15,77.15,78.48,77.71333,78.58,76.08
78.14,77.15,78.1,75.21,77.15,77.15,77.15,78.48,77.71333,78.58,76.08,77.71333
77.15,78.1,75.21,77.15,77.15,77.15,78.48,77.71333,78.58,76.08,77.71333,77.71333
78.1,75.21,77.15,77.15,77.15,78.48,77.71333,78.58,76.08,77.71333,77.71333,77.71333
75.21,77.15,77.15,77.15,78.48,77.71333,78.58,76.08,77.71333,77.71333,77.71333,78.01
77.15,77.15,77.15,78.48,77.71333,78.58,76.08,77.71333,77.71333,77.71333,78.01,77.71667
77.15,77.15,78.48,77.71333,78.58,76.08,77.71333,77.71333,77.71333,78.01,77.71667,80.14
77.15,78.48,77.71333,78.58,76.08,77.71333,77.71333,77.71333,78.01,77.71667,80.14,75.0
78.48,77.71333,78.58,76.08,77.71333,77.71333,77.71333,78.01,77.71667,80.14,75.0,77.71667
77.71333,78.58,76.08,77.71333,77.71333,77.71333,78.01,77.71667,80.14,75.0,77.71667,77.71667
78.58,76.08,77.71333,77.71333,77.71333,78.01,77.71667,80.14,75.0,77.71667,77.71667,77.71667
76.08,77.71333,77.71333,77.71333,78.01,77.71667,80.14,75.0,77.71667,77.71667,77.71667,78.38
77.71333,77.71333,77.71333,78.01,77.71667,80.14,75.0,77.71667,77.71667,77.71667,78.38,76.56667
77.71333,77.71333,78.01,77.71667,80.14,75.0,77.71667,77.71667,77.71667,78.38,76.56667,73.94
77.71333,78.01,77.71667,80.14,75.0,77.71667,77.71667,77.71667,78.38,76.56667,73.94,77.38
78.01,77.71667,80.14,75.0,77.71667,77.71667,77.71667,78.38,76.56667,73.94,77.38,76.56667
77.71667,80.14,75.0,77.71667,77.71667,77.71667,78.38,76.56667,73.94,77.38,76.56667,76.56667
80.14,75.0,77.71667,77.71667,77.71667,78.38,76.56667,73.94,77.38,76.56667,76.56667,76.56667
75.0,77.71667,77.71667,77.71667,78.38,76.56667,73.94,77.38,76.56667,76.56667,76.56667,77.23
77.71667,77.71667,77.71667,78.38,76.56667,73.94,77.38,76.56667,76.56667,76.56667,77.23,76.13333
77.71667,77.71667,78.38,76.56667,73.94,77.38,76.56667,76.56667,76.56667,77.23,76.13333,74.7
77.71667,78.38,76.56667,73.94,77.38,76.56667,76.56667,76.56667,77.23,76.13333,74.7,76.47
78.38,76.56667,73.94,77.38,76.56667,76.56667,76.56667,77.23,76.13333,74.7,76.47,76.13333
76.56667,73.94,77.38,76.56667,76.56667,76.56667,77.23,76.13333,74.7,76.47,76.13333,76.13333
73.94,77.38,76.56667,76.56667,76.56667,77.23,76.13333,74.7,76.47,76.13333,76.13333,76.13333
77.38,76.56667,76.56667,76.56667,77.23,76.13333,74.7,76.47,76.13333,76.13333,76.13333,78.05
76.56667,76.56667,76.56667,77.23,76.13333,74.7,76.47,76.13333,76.13333,76.13333,78.05,77.56333
76.56667,76.56667,77.23,76.13333,74.7,76.47,76.13333,76.13333,76.13333,78.05,77.56333,75.68
76.56667,77.23,76.13333,74.7,76.47,76.13333,76.13333,76.13333,78.05,77.56333,75.68,78.96
77.23,76.13333,74.7,76.47,76.13333,76.13333,76.13333,78.05,77.56333,75.68,78.96,77.56333
76.13333,74.7,76.47,76.13333,76.13333,76.13333,78.05,77.56333,75.68,78.96,77.56333,77.56333
74.7,76.47,76.13333,76.13333,76.13333,78.05,77.56333,75.68,78.96,77.56333,77.56333,77.56333
76.47,76.13333,76.13333,76.13333,78.05,77.56333,75.68,78.96,77.56333,77.56333,77.56333,79.11
76.13333,76.13333,76.13333,78.05,77.56333,75.68,78.96,77.56333,77.56333,77.56333,79.11,79.73333
76.13333,76.13333,78.05,77.56333,75.68,78.96,77.56333,77.56333,77.56333,79.11,79.73333,81.93
76.13333,78.05,77.56333,75.68,78.96,77.56333,77.56333,77.56333,79.11,79.73333,81.93,78.16
78.05,77.56333,75.68,78.96,77.56333,77.56333,77.56333,79.11,79.73333,81.93,78.16,79.73333
77.56333,75.68,78.96,77.56333,77.56333,77.56333,79.11,79.73333,81.93,78.16,79.73333,79.73333
75.68,78.96,77.56333,77.56333,77.56333,79.11,79.73333,81.93,78.16,79.73333,79.73333,79.73333
78.96,77.56333,77.56333,77.56333,79.11,79.73333,81.93,78.16,79.73333,79.73333,79.73333,78.35
77.56333,77.56333,77.56333,79.11,79.73333,81.93,78.16,79.73333,79.73333,79.73333,78.35,79.77333
77.56333,77.56333,79.11,79.73333,81.93,78.16,79.73333,79.73333,79.73333,78.35,79.77333,80.93
77.56333,79.11,79.73333,81.93,78.16,79.73333,79.73333,79.73333,78.35,79.77333,80.93,80.04
79.11,79.73333,81.93,78.16,79.73333,79.73333,79.73333,78.35,79.77333,80.93,80.04,79.77333
79.73333,81.93,78.16,79.73333,79.73333,79.73333,78.35,79.77333,80.93,80.04,79.77333,79.77333
81.93,78.16,79.73333,79.73333,79.73333,78.35,79.77333,80.93,80.04,79.77333,79.77333,79.77333
78.16,79.73333,79.73333,79.73333,78.35,79.77333,80.93,80.04,79.77333,79.77333,79.77333,78.69
79.73333,79.73333,79.73333,78.35,79.77333,80.93,80.04,79.77333,79.77333,79.77333,78.69,78.67333
79.73333,79.73333,78.35,79.77333,80.93,80.04,79.77333,79.77333,79.77333,78.69,78.67333,79.3
79.73333,78.35,79.77333,80.93,80.04,79.77333,79.77333,79.77333,78.69,78.67333,79.3,78.03
78.35,79.77333,80.93,80.04,79.77333,79.77333,79.77333,78.69,78.67333,79.3,78.03,78.67333
79.77333,80.93,80.04,79.77333,79.77333,79.77333,78.69,78.67333,79.3,78.03,78.67333,78.67333
80.93,80.04,79.77333,79.77333,79.77333,78.69,78.67333,79.3,78.03,78.67333,78.67333,78.67333
80.04,79.77333,79.77333,79.77333,78.69,78.67333,79.3,78.03,78.67333,78.67333,78.67333,79.57
79.77333,79.77333,79.77333,78.69,78.67333,79.3,78.03,78.67333,78.67333,78.67333,79.57,80.99
79.77333,79.77333,78.69,78.67333,79.3,78.03,78.67333,78.67333,78.67333,79.57,80.99,81.01
79.77333,78.69,78.67333,79.3,78.03,78.67333,78.67333,78.67333,79.57,80.99,81.01,82.39
78.69,78.67333,79.3,78.03,78.67333,78.67333,78.67333,79.57,80.99,81.01,82.39,80.99
78.67333,79.3,78.03,78.67333,78.67333,78.67333,79.57,80.99,81.01,82.39,80.99,80.99
79.3,78.03,78.67333,78.67333,78.67333,79.57,80.99,81.01,82.39,80.99,80.99,80.99
78.03,78.67333,78.67333,78.67333,79.57,80.99,81.01,82.39,80.99,80.99,80.99,79.61
78.67333,78.67333,78.67333,79.57,80.99,81.01,82.39,80.99,80.99,80.99,79.61,79.97667
78.67333,78.67333,79.57,80.99,81.01,82.39,80.99,80.99,80.99,79.61,79.97667,80.03
78.67333,79.57,80.99,81.01,82.39,80.99,80.99,80.99,79.61,79.97667,80.03,80.29
79.57,80.99,81.01,82.39,80.99,80.99,80.99,79.61,79.97667,80.03,80.29,79.97667
80.99,81.01,82.39,80.99,80.99,80.99,79.61,79.97667,80.03,80.29,79.97667,79.97667
81.01,82.39,80.99,80.99,80.99,79.61,79.97667,80.03,80.29,79.97667,79.97667,79.97667
82.39,80.99,80.99,80.99,79.61,79.97667,80.03,80.29,79.97667,79.97667,79.97667,80.58
80.99,80.99,80.99,79.61,79.97667,80.03,80.29,79.97667,79.97667,79.97667,80.58,80.21333
80.99,80.99,79.61,79.97667,80.03,80.29,79.97667,79.97667,79.97667,80.58,80.21333,79.43
80.99,79.61,79.97667,80.03,80.29,79.97667,79.97667,79.97667,80.58,80.21333,79.43,80.63
79.61,79.97667,80.03,80.29,79.97667,79.97667,79.97667,80.58,80.21333,79.43,80.63,80.21333
79.97667,80.03,80.29,79.97667,79.97667,79.97667,80.58,80.21333,79.43,80.63,80.21333,80.21333
80.03,80.29,79.97667,79.97667,79.97667,80.58,80.21333,79.43,80.63,80.21333,80.21333,80.21333
80.29,79.97667,79.97667,79.97667,80.58,80.21333,79.43,80.63,80.21333,80.21333,80.21333,78.72
79.97667,79.97667,79.97667,80.58,80.21333,79.43,80.63,80.21333,80.21333,80.21333,78.72,79.28333
79.97667,79.97667,80.58,80.21333,79.43,80.63,80.21333,80.21333,80.21333,78.72,79.28333,80.08
79.97667,80.58,80.21333,79.43,80.63,80.21333,80.21333,80.21333,78.72,79.28333,80.08,79.05
80.58,80.21333,79.43,80.63,80.21333,80.21333,80.21333,78.72,79.28333,80.08,79.05,79.28333
80.21333,79.43,80.63,80.21333,80.21333,80.21333,78.72,79.28333,80.08,79.05,79.28333,79.28333
79.43,80.63,80.21333,80.21333,80.21333,78.72,79.28333,80.08,79.05,79.28333,79.28333,79.28333
80.63,80.21333,80.21333,80.21333,78.72,79.28333,80.08,79.05,79.28333,79.28333,79.28333,80.19
80.21333,80.21333,80.21333,78.72,79.28333,80.08,79.05,79.28333,79.28333,79.28333,80.19,76.63333
80.21333,80.21333,78.72,79.28333,80.08,79.05,79.28333,79.28333,79.28333,80.19,76.63333,74.77
80.21333,78.72,79.28333,80.08,79.05,79.28333,79.28333,79.28333,80.19,76.63333,74.77,74.94
78.72,79.28333,80.08,79.05,79.28333,79.28333,79.28333,80.19,76.63333,74.77,74.94,76.63333
79.28333,80.08,79.05,79.28333,79.28333,79.28333,80.19,76.63333,74.77,74.94,76.63333,76.63333
80.08,79.05,79.28333,79.28333,79.28333,80.19,76.63333,74.77,74.94,76.63333,76.63333,76.63333
79.05,79.28333,79.28333,79.28333,80.19,76.63333,74.77,74.94,76.63333,76.63333,76.63333,80.5
79.28333,79.28333,79.28333,80.19,76.63333,74.77,74.94,76.63333,76.63333,76.63333,80.5,77.94667
79.28333,79.28333,80.19,76.63333,74.77,74.94,76.63333,76.63333,76.63333,80.5,77.94667,77.75
79.28333,80.19,76.63333,74.77,74.94,76.63333,76.63333,76.63333,80.5,77.94667,77.75,75.59
80.19,76.63333,74.77,74.94,76.63333,76.63333,76.63333,80.5,77.94667,77.75,75.59,77.94667
76.63333,74.77,74.94,76.63333,76.63333,76.63333,80.5,77.94667,77.75,75.59,77.94667,77.94667
74.77,74.94,76.63333,76.63333,76.63333,80.5,77.94667,77.75,75.59,77.94667,77.94667,77.94667
74.94,76.63333,76.63333,76.63333,80.5,77.94667,77.75,75.59,77.94667,77.94667,77.94667,79.14
76.63333,76.63333,76.63333,80.5,77.94667,77.75,75.59,77.94667,77.94667,77.94667,79.14,76.81
76.63333,76.63333,80.5,77.94667,77.75,75.59,77.94667,77.94667,77.94667,79.14,76.81,73.08
76.63333,80.5,77.94667,77.75,75.59,77.94667,77.94667,77.94667,79.14,76.81,73.08,78.21
80.5,77.94667,77.75,75.59,77.94667,77.94667,77.94667,79.14,76.81,73.08,78.21,76.81
77.94667,77.75,75.59,77.94667,77.94667,77.94667,79.14,76.81,73.08,78.21,76.81,76.81
77.75,75.59,77.94667,77.94667,77.94667,79.14,76.81,73.08,78.21,76.81,76.81,76.81
75.59,77.94667,77.94667,77.94667,79.14,76.81,73.08,78.21,76.81,76.81,76.81,78.73
77.94667,77.94667,77.94667,79.14,76.81,73.08,78.21,76.81,76.81,76.81,78.73,78.69
77.94667,77.94667,79.14,76.81,73.08,78.21,76.81,76.81,76.81,78.73,78.69,78.26
77.94667,79.14,76.81,73.08,78.21,76.81,76.81,76.81,78.73,78.69,78.26,79.08
79.14,76.81,73.08,78.21,76.81,76.81,76.81,78.73,78.69,78.26,79.08,78.69
76.81,73.08,78.21,76.81,76.81,76.81,78.73,78.69,78.26,79.08,78.69,78.69
73.08,78.21,76.81,76.81,76.81,78.73,78.69,78.26,79.08,78.69,78.69,78.69
78.21,76.81,76.81,76.81,78.73,78.69,78.26,79.08,78.69,78.69,78.69,79.15
76.81,76.81,76.81,78.73,78.69,78.26,79.08,78.69,78.69,78.69,79.15,78.48
76.81,76.81,78.73,78.69,78.26,79.08,78.69,78.69,78.69,79.15,78.48,76.94
76.81,78.73,78.69,78.26,79.08,78.69,78.69,78.69,79.15,78.48,76.94,79.35
78.73,78.69,78.26,79.08,78.69,78.69,78.69,79.15,78.48,76.94,79.35,78.48
78.69,78.26,79.08,78.69,78.69,78.69,79.15,78.48,76.94,79.35,78.48,78.48
78.26,79.08,78.69,78.69,78.69,79.15,78.48,76.94,79.35,78.48,78.48,78.48
79.08,78.69,78.69,78.69,79.15,78.48,76.94,79.35,78.48,78.48,78.48,79.23
78.69,78.69,78.69,79.15,78.48,76.94,79.35,78.48,78.48,78.48,79.23,79.24333
78.69,78.69,79.15,78.48,76.94,79.35,78.48,78.48,78.48,79.23,79.24333,75.86
78.69,79.15,78.48,76.94,79.35,78.48,78.48,78.48,79.23,79.24333,75.86,82.64
79.15,78.48,76.94,79.35,78.48,78.48,78.48,79.23,79.24333,75.86,82.64,79.24333
78.48,76.94,79.35,78.48,78.48,78.48,79.23,79.24333,75.86,82.64,79.24333,79.24333
76.94,79.35,78.48,78.48,78.48,79.23,79.24333,75.86,82.64,79.24333,79.24333,79.24333
79.35,78.48,78.48,78.48,79.23,79.24333,75.86,82.64,79.24333,79.24333,79.24333,80.52
78.48,78.48,78.48,79.23,79.24333,75.86,82.64,79.24333,79.24333,79.24333,80.52,79.28667
78.48,78.48,79.23,79.24333,75.86,82.64,79.24333,79.24333,79.24333,80.52,79.28667,78.45
78.48,79.23,79.24333,75.86,82.64,79.24333,79.24333,79.24333,80.52,79.28667,78.45,78.89
79.23,79.24333,75.86,82.64,79.24333,79.24333,79.24333,80.52,79.28667,78.45,78.89,79.28667
79.24333,75.86,82.64,79.24333,79.24333,79.24333,80.52,79.28667,78.45,78.89,79.28667,79.28667
75.86,82.64,79.24333,79.24333,79.24333,80.52,79.28667,78.45,78.89,79.28667,79.28667,79.28667
82.64,79.24333,79.24333,79.24333,80.52,79.28667,78.45,78.89,79.28667,79.28667,79.28667,80.77
79.24333,79.24333,79.24333,80.52,79.28667,78.45,78.89,79.28667,79.28667,79.28667,80.77,81.77333
79.24333,79.24333,80.52,79.28667,78.45,78.89,79.28667,79.28667,79.28667,80.77,81.77333,81.53
79.24333,80.52,79.28667,78.45,78.89,79.28667,79.28667,79.28667,80.77,81.77333,81.53,83.02
80.52,79.28667,78.45,78.89,79.28667,79.28667,79.28667,80.77,81.77333,81.53,83.02,81.77333
79.28667,78.45,78.89,79.28667,79.28667,79.28667,80.77,81.77333,81.53,83.02,81.77333,81.77333
78.45,78.89,79.28667,79.28667,79.28667,80.77,81.77333,81.53,83.02,81.77333,81.77333,81.77333
78.89,79.28667,79.28667,79.28667,80.77,81.77333,81.53,83.02,81.77333,81.77333,81.77333,81.22
79.28667,79.28667,79.28667,80.77,81.77333,81.53,83.02,81.77333,81.77333,81.77333,81.22,81.12667
79.28667,79.28667,80.77,81.77333,81.53,83.02,81.77333,81.77333,81.77333,81.22,81.12667,81.1
79.28667,80.77,81.77333,81.53,83.02,81.77333,81.77333,81.77333,81.22,81.12667,81.1,81.06
80.77,81.77333,81.53,83.02,81.77333,81.77333,81.77333,81.22,81.12667,81.1,81.06,81.12667
81.77333,81.53,83.02,81.77333,81.77333,81.77333,81.22,81.12667,81.1,81.06,81.12667,81.12667
81.53,83.02,81.77333,81.77333,81.77333,81.22,81.12667,81.1,81.06,81.12667,81.12667,81.12667
83.02,81.77333,81.77333,81.77333,81.22,81.12667,81.1,81.06,81.12667,81.12667,81.12667,81.72
81.77333,81.77333,81.77333,81.22,81.12667,81.1,81.06,81.12667,81.12667,81.12667,81.72,81.26
81.77333,81.77333,81.22,81.12667,81.1,81.06,81.12667,81.12667,81.12667,81.72,81.26,81.24
81.77333,81.22,81.12667,81.1,81.06,81.12667,81.12667,81.12667,81.72,81.26,81.24,80.82
81.22,81.12667,81.1,81.06,81.12667,81.12667,81.12667,81.72,81.26,81.24,80.82,81.26
81.12667,81.1,81.06,81.12667,81.12667,81.12667,81.72,81.26,81.24,80.82,81.26,81.26
81.1,81.06,81.12667,81.12667,81.12667,81.72,81.26,81.24,80.82,81.26,81.26,81.26
81.06,81.12667,81.12667,81.12667,81.72,81.26,81.24,80.82,81.26,81.26,81.26,81.94
81.12667,81.12667,81.12667,81.72,81.26,81.24,80.82,81.26,81.26,81.26,81.94,80.92333
81.12667,81.12667,81.72,81.26,81.24,80.82,81.26,81.26,81.26,81.94,80.92333,76.87
81.12667,81.72,81.26,81.24,80.82,81.26,81.26,81.26,81.94,80.92333,76.87,83.96
81.72,81.26,81.24,80.82,81.26,81.26,81.26,81.94,80.92333,76.87,83.96,80.92333
81.26,81.24,80.82,81.26,81.26,81.26,81.94,80.92333,76.87,83.96,80.92333,80.92333
81.24,80.82,81.26,81.26,81.26,81.94,80.92333,76.87,83.96,80.92333,80.92333,80.92333
80.82,81.26,81.26,81.26,81.94,80.92333,76.87,83.96,80.92333,80.92333,80.92333,81.35
81.26,81.26,81.26,81.94,80.92333,76.87,83.96,80.92333,80.92333,80.92333,81.35,82.58667
81.26,81.26,81.94,80.92333,76.87,83.96,80.92333,80.92333,80.92333,81.35,82.58667,85.31
81.26,81.94,80.92333,76.87,83.96,80.92333,80.92333,80.92333,81.35,82.58667,85.31,81.1
81.94,80.92333,76.87,83.96,80.92333,80.92333,80.92333,81.35,82.58667,85.31,81.1,82.58667
80.92333,76.87,83.96,80.92333,80.92333,80.92333,81.35,82.58667,85.31,81.1,82.58667,82.58667
76.87,83.96,80.92333,80.92333,80.92333,81.35,82.58667,85.31,81.1,82.58667,82.58667,82.58667
83.96,80.92333,80.92333,80.92333,81.35,82.58667,85.31,81.1,82.58667,82.58667,82.58667,80.75
80.92333,80.92333,80.92333,81.35,82.58667,85.31,81.1,82.58667,82.58667,82.58667,80.75,79.90667
80.92333,80.92333,81.35,82.58667,85.31,81.1,82.58667,82.58667,82.58667,80.75,79.90667,78.88
80.92333,81.35,82.58667,85.31,81.1,82.58667,82.58667,82.58667,80.75,79.90667,78.88,80.09
81.35,82.58667,85.31,81.1,82.58667,82.58667,82.58667,80.75,79.90667,78.88,80.09,79.90667
82.58667,85.31,81.1,82.58667,82.58667,82.58667,80.75,79.90667,78.88,80.09,79.90667,79.90667
85.31,81.1,82.58667,82.58667,82.58667,80.75,79.90667,78.88,80.09,79.90667,79.90667,79.90667
81.1,82.58667,82.58667,82.58667,80.75,79.90667,78.88,80.09,79.90667,79.90667,79.90667,80.1
82.58667,82.58667,82.58667,80.75,79.90667,78.88,80.09,79.90667,79.90667,79.90667,80.1,78.56667
82.58667,82.58667,80.75,79.90667,78.88,80.09,79.90667,79.90667,79.90667,80.1,78.56667,77.92
82.58667,80.75,79.90667,78.88,80.09,79.90667,79.90667,79.90667,80.1,78.56667,77.92,77.68
80.75,79.90667,78.88,80.09,79.90667,79.90667,79.90667,80.1,78.56667,77.92,77.68,78.56667
79.90667,78.88,80.09,79.90667,79.90667,79.90667,80.1,78.56667,77.92,77.68,78.56667,78.56667
78.88,80.09,79.90667,79.90667,79.90667,80.1,78.56667,77.92,77.68,78.56667,78.56667,78.56667
80.09,79.90667,79.90667,79.90667,80.1,78.56667,77.92,77.68,78.56667,78.56667,78.56667,80.86
79.90667,79.90667,79.90667,80.1,78.56667,77.92,77.68,78.56667,78.56667,78.56667,80.86,78.43333
79.90667,79.90667,80.1,78.56667,77.92,77.68,78.56667,78.56667,78.56667,80.86,78.43333,76.08
79.90667,80.1,78.56667,77.92,77.68,78.56667,78.56667,78.56667,80.86,78.43333,76.08,78.36
80.1,78.56667,77.92,77.68,78.56667,78.56667,78.56667,80.86,78.43333,76.08,78.36,78.43333
78.56667,77.92,77.68,78.56667,78.56667,78.56667,80.86,78.43333,76.08,78.36,78.43333,78.43333
77.92,77.68,78.56667,78.56667,78.56667,80.86,78.43333,76.08,78.36,78.43333,78.43333,78.43333
77.68,78.56667,78.56667,78.56667,80.86,78.43333,76.08,78.36,78.43333,78.43333,78.43333,81.67
78.56667,78.56667,78.56667,80.86,78.43333,76.08,78.36,78.43333,78.43333,78.43333,81.67,78.11667
78.56667,78.56667,80.86,78.43333,76.08,78.36,78.43333,78.43333,78.43333,81.67,78.11667,77.29
78.56667,80.86,78.43333,76.08,78.36,78.43333,78.43333,78.43333,81.67,78.11667,77.29,75.39
80.86,78.43333,76.08,78.36,78.43333,78.43333,78.43333,81.67,78.11667,77.29,75.39,78.11667
78.43333,76.08,78.36,78.43333,78.43333,78.43333,81.67,78.11667,77.29,75.39,78.11667,78.11667
76.08,78.36,78.43333,78.43333,78.43333,81.67,78.11667,77.29,75.39,78.11667,78.11667,78.11667
78.36,78.43333,78.43333,78.43333,81.67,78.11667,77.29,75.39,78.11667,78.11667,78.11667,81.74
78.43333,78.43333,78.43333,81.67,78.11667,77.29,75.39,78.11667,78.11667,78.11667,81.74,80.49
78.43333,78.43333,81.67,78.11667,77.29,75.39,78.11667,78.11667,78.11667,81.74,80.49,80.91
78.43333,81.67,78.11667,77.29,75.39,78.11667,78.11667,78.11667,81.74,80.49,80.91,78.82
81.67,78.11667,77.29,75.39,78.11667,78.11667,78.11667,81.74,80.49,80.91,78.82,80.49
78.11667,77.29,75.39,78.11667,78.11667,78.11667,81.74,80.49,80.91,78.82,80.49,80.49
77.29,75.39,78.11667,78.11667,78.11667,81.74,80.49,80.91,78.82,80.49,80.49,80.49
75.39,78.11667,78.11667,78.11667,81.74,80.49,80.91,78.82,80.49,80.49,80.49,81.18
78.11667,78.11667,78.11667,81.74,80.49,80.91,78.82,80.49,80.49,80.49,81.18,80.70333
78.11667,78.11667,81.74,80.49,80.91,78.82,80.49,80.49,80.49,81.18,80.70333,79.41
78.11667,81.74,80.49,80.91,78.82,80.49,80.49,80.49,81.18,80.70333,79.41,81.52
81.74,80.49,80.91,78.82,80.49,80.49,80.49,81.18,80.70333,79.41,81.52,80.70333
80.49,80.91,78.82,80.49,80.49,80.49,81.18,80.70333,79.41,81.52,80.70333,80.70333
80.91,78.82,80.49,80.49,80.49,81.18,80.70333,79.41,81.52,80.70333,80.70333,80.70333
78.82,80.49,80.49,80.49,81.18,80.70333,79.41,81.52,80.70333,80.70333,80.70333,82.33
80.49,80.49,80.49,81.18,80.70333,79.41,81.52,80.70333,80.70333,80.70333,82.33,82.37667
80.49,80.49,81.18,80.70333,79.41,81.52,80.70333,80.70333,80.70333,82.33,82.37667,82.62
80.49,81.18,80.70333,79.41,81.52,80.70333,80.70333,80.70333,82.33,82.37667,82.62,82.18
81.18,80.70333,79.41,81.52,80.70333,80.70333,80.70333,82.33,82.37667,82.62,82.18,82.37667
80.70333,79.41,81.52,80.70333,80.70333,80.70333,82.33,82.37667,82.62,82.18,82.37667,82.37667
79.41,81.52,80.70333,80.70333,80.70333,82.33,82.37667,82.62,82.18,82.37667,82.37667,82.37667
81.52,80.70333,80.70333,80.70333,82.33,82.37667,82.62,82.18,82.37667,82.37667,82.37667,81.72
80.70333,80.70333,80.70333,82.33,82.37667,82.62,82.18,82.37667,82.37667,82.37667,81.72,81.88667
80.70333,80.70333,82.33,82.37667,82.62,82.18,82.37667,82.37667,82.37667,81.72,81.88667,81.11
80.70333,82.33,82.37667,82.62,82.18,82.37667,82.37667,82.37667,81.72,81.88667,81.11,82.83
82.33,82.37667,82.62,82.18,82.37667,82.37667,82.37667,81.72,81.88667,81.11,82.83,81.88667
82.37667,82.62,82.18,82.37667,82.37667,82.37667,81.72,81.88667,81.11,82.83,81.88667,81.88667
